rank	count	Host photo
612=	1	http://research.amnh.org/pbi/specimen/wa%201997%20l54%20h100.jpg;
612=	1	http://research.amnh.org/pbi/specimen/wa%201997%20l56%20h112.jpg;
612=	1	http://research.amnh.org/pbi/specimen/wa%201997%20l58%20h119.jpg
612=	1	http://research.amnh.org/pbi/specimen/wa%201997%20l60%20h125.jpg;
612=	1	http://research.amnh.org/pbi/specimen/wa%201997%20l61%20h128.jpg;
612=	1	http://research.amnh.org/pbi/specimen/wa04l2h17a.jpg;http://research.amnh.org/pbi/specimen/wa04l2h17b.jpg
612=	1	http://research.amnh.org/pbi/specimen/wa1999%20l02%20h005.jpg;http://research.amnh.org/pbi/specimen/wa99l02h5a.jpg;http://research.amnh.org/pbi/specimen/wa99l02h5b.jpg
612=	1	http://research.amnh.org/pbi/specimen/wa1999%20l02%20h005.jpg;http://research.amnh.org/pbi/specimen/wa99l02h5a.jpg;http://research.amnh.org/pbi/specimen/wa99l02h5b.jpg;;
612=	1	http://research.amnh.org/pbi/specimen/wa1999%20l03%20h007.jpg;http://research.amnh.org/pbi/specimen/wa99l07h7a.jpg;http://research.amnh.org/pbi/specimen/wa99l07h7b.jpg;
612=	1	http://research.amnh.org/pbi/specimen/wa1999%20l04%20h013.jpg;http://research.amnh.org/pbi/specimen/wa99l04h13a.jpg;http://research.amnh.org/pbi/specimen/wa99l04h13b.jpg;http://research.amnh.org/pbi/specimen/wa99l04h13c.jpg;http://research.amnh.org/pbi/specimen/wa99l04h13d.jpg;http://research.amnh.org/pbi/specimen/wa99l04h13e.jpg;http://research.amnh.org/pbi/specimen/wa99l04h13f;
612=	1	http://research.amnh.org/pbi/specimen/wa1999%20l05%20h017.jpg
612=	1	http://research.amnh.org/pbi/specimen/wa1999%20l07%20h025.jpg
612=	1	http://research.amnh.org/pbi/specimen/wa1999%20l12%20h043.jpg;http://research.amnh.org/pbi/specimen/wa99l12h43a.jpg;http://research.amnh.org/pbi/specimen/wa99l12h43c.jpg;
612=	1	http://research.amnh.org/pbi/specimen/wa1999%20l20%20h068.jpg
612=	1	http://research.amnh.org/pbi/specimen/wa1999%20l20%20h071.jpg
612=	1	http://research.amnh.org/pbi/specimen/wa1999%20l31%20h113.jpg
612=	1	http://research.amnh.org/pbi/specimen/wa1999%20l42%20h133.jpg;http://research.amnh.org/pbi/specimen/wa99l42h133a.jpg;http://research.amnh.org/pbi/specimen/wa99l42h133b.jpg
612=	1	http://research.amnh.org/pbi/specimen/wa1999%20l44%20h143.jpg;http://research.amnh.org/pbi/specimen/wa99l44h143a.jpg
612=	1	http://research.amnh.org/pbi/specimen/wa1999%20l44%20h143.jpg;http://research.amnh.org/pbi/specimen/wa99l44h143a.jpg;;
612=	1	http://research.amnh.org/pbi/specimen/wa1999%20l49%20h158.jpg
612=	1	http://research.amnh.org/pbi/specimen/wa1999%20l51%20h167.jpg
612=	1	http://research.amnh.org/pbi/specimen/wa1999%20l51%20h170.jpg;
612=	1	http://research.amnh.org/pbi/specimen/wa1999%20l51%20h171.jpg

62083	TOTAL
