rank	count	Longitude

1	794	132.53222
2	736	121.58990
3	711	121.15140
4	649	114.68670
5	618	121.67780
6	588	114.43760
7	522	120.09710
8	507	122.61660
9	504	115.24321
10	425	139.55060
11	411	141.40000
12	404	116.04380
13	400	116.08640
14	399	115.25400
15	349	119.24560
16	348	121.12310
17	340	116.12330
18	338	115.76870
19	331	151.11333
20	315	152.50000
21	307	121.95427
22	297	116.21510
23	293	146.37560
24	287	145.75000
25	275	115.26990
26	269	139.78340
27	267	119.95930
28	263	140.00000
29	261	117.25730
30	259	141.13020
31	256	141.30980
32	254	150.10000
33=	247	120.13200
33=	247	NULL
35	246	121.13230
36	243	115.13480
37=	241	116.46440
37=	241	140.86980
39	235	114.00940
40=	229	116.84430
40=	229	144.40980
42	225	115.25850
43	224	115.21870
44	218	140.20000
45=	216	113.64770
45=	216	115.66720
45=	216	123.17040
48	215	115.06570
49	214	114.23860
50=	212	115.01230
50=	212	116.01120
52	208	116.39450
53	205	119.77980
54	203	141.16670
55=	200	116.40500
55=	200	139.07530
57=	198	117.91480
57=	198	138.85000
59=	196	102.40000
59=	196	140.43320
61	194	117.50920
62	193	151.25000
63	191	137.50040
64	190	120.15620
65=	189	123.21800
65=	189	137.41750
67=	188	117.25420
67=	188	132.71010
69	187	114.47460
70	186	150.88330
71=	185	114.37110
71=	185	115.65111
73	184	115.16610
74=	182	116.07530
74=	182	119.78700
76	180	147.62480
77	179	113.61670
78	177	149.21670
79=	176	117.64460
79=	176	119.71950
81	175	141.21670
82=	171	134.37000
82=	171	146.71667
84=	168	117.88530
84=	168	120.09820
86	166	115.57540
87	165	114.23940
88	162	132.35888
89=	161	114.29100
89=	161	121.69060
89=	161	140.73640
92=	160	116.15750
92=	160	133.62120
94=	159	114.16670
94=	159	147.20000
96=	157	114.43860
96=	157	140.67120
98	153	139.10000
99=	150	114.99305
99=	150	116.08333
99=	150	123.01260
102	149	160.67500
103	148	115.25740
104=	146	113.81670
104=	146	121.25580
106=	145	114.70540
106=	145	115.86670
106=	145	146.81990
109=	143	120.00590
109=	143	140.03330
111=	141	122.16960
111=	141	149.20000
113	138	120.92910
114	137	141.96430
115	136	147.28700
116	133	141.56220
117=	131	114.45690
117=	131	119.71810
117=	131	139.45230
117=	131	144.82463
121=	130	120.09640
121=	130	133.16528
123=	129	113.71580
123=	129	145.40120
125=	128	114.28410
125=	128	114.78630
127=	127	133.23070
127=	127	140.41060
129=	126	146.68333
129=	126	161.91666
131=	125	116.40833
131=	125	132.68139
131=	125	133.29990
131=	125	141.94570
135=	124	133.45670
135=	124	148.63840
137=	121	119.97690
137=	121	120.42770
139	120	149.95680
140=	119	115.05510
140=	119	119.28870
140=	119	121.21140
140=	119	124.08900
144	118	132.35250
145	117	131.56890
146=	116	131.57028
146=	116	140.22310
148=	115	118.26270
148=	115	143.61500
150	114	121.17030
151=	113	123.35190
151=	113	140.86460
151=	113	141.50000
154=	112	134.15360
154=	112	137.63000
156=	111	115.13630
156=	111	119.58560
156=	111	152.53330
159=	109	119.69310
159=	109	151.57083
159=	109	160.23333
162	108	120.31000
163=	107	114.99750
163=	107	143.64540
163=	107	149.08333
166=	106	115.76260
166=	106	139.91670
168=	105	114.13580
168=	105	120.00310
170=	104	117.94500
170=	104	138.83700
172	102	146.45840
173=	101	123.31810
173=	101	139.26400
173=	101	142.04640
176=	100	113.84910
176=	100	115.11750
178=	98	122.96750
178=	98	142.20000
180	96	150.20120
181=	95	114.67680
181=	95	115.36420
181=	95	118.97900
181=	95	120.28130
181=	95	153.05000
186	93	115.25250
187=	92	119.82000
187=	92	149.83330
187=	92	150.03460
190=	91	114.72520
190=	91	147.73840
192=	90	114.66400
192=	90	123.01170
194=	89	119.04740
194=	89	138.83040
196=	88	115.71780
196=	88	139.12730
198	87	146.27490
199=	85	115.01650
199=	85	121.28510
201	84	133.83333
202	83	146.71680
203	82	119.28700
204	81	138.91670
205=	80	143.14590
205=	80	145.86370
207=	79	114.63430
207=	79	117.03363
207=	79	144.68716
207=	79	144.85902
207=	79	147.87280
212=	78	115.65240
212=	78	146.29721
214=	77	117.64027
214=	77	138.96670
214=	77	144.86247
214=	77	152.35000
218	76	153.02801
219=	75	116.08610
219=	75	131.45230
221=	74	145.66670
221=	74	152.71670
223	73	121.64140
224=	72	120.61590
224=	72	147.33330
224=	72	149.10051
227=	71	114.78210
227=	71	133.32230
227=	71	143.08333
227=	71	148.22250
231	70	151.05789
232=	69	119.38050
232=	69	149.90200
232=	69	151.99200
235=	68	116.70990
235=	68	130.68916
235=	68	145.27125
238=	66	115.26800
238=	66	118.69330
238=	66	132.85389
238=	66	152.13861
238=	66	154.14999
243=	65	146.90100
243=	65	168.32099
245=	64	119.49230
245=	64	141.83570
247=	63	146.17960
247=	63	159.62000
249=	62	115.76777
249=	62	119.71400
249=	62	119.95483
249=	62	121.15060
249=	62	132.17900
254=	61	144.30780
254=	61	145.48000
254=	61	149.50000
257=	60	114.38640
257=	60	133.20060
257=	60	145.85480
260=	59	113.46260
260=	59	116.71300
260=	59	122.26740
260=	59	147.16670
264=	58	121.93340
264=	58	132.32120
266=	57	114.21040
266=	57	115.02416
266=	57	150.86667
269=	56	117.48364
269=	56	143.21670
271=	55	115.06840
271=	55	115.11680
271=	55	120.09360
271=	55	152.00000
271=	55	161.86300
276=	54	115.04620
276=	54	141.65000
276=	54	165.32019
279=	53	116.08889
279=	53	133.43717
279=	53	150.80000
282=	52	115.03666
282=	52	116.00760
282=	52	139.09200
282=	52	150.51000
286=	51	114.52330
286=	51	115.12000
286=	51	139.55000
286=	51	145.16670
286=	51	149.78183
291=	50	140.58810
291=	50	144.51430
291=	50	159.95111
294=	49	116.57790
294=	49	116.96508
294=	49	140.44900
294=	49	147.13500
298	48	133.23306
299=	47	117.16480
299=	47	119.87920
299=	47	142.25920
299=	47	142.48963
299=	47	148.03461
304=	46	113.93380
304=	46	114.68730
304=	46	140.05000
304=	46	145.50750
304=	46	147.15530
304=	46	159.61898
310=	45	144.59136
310=	45	144.94902
310=	45	145.35319
310=	45	146.08863
314=	44	115.85858
314=	44	117.61205
314=	44	119.78840
314=	44	131.96090
314=	44	159.98334
319=	43	115.62308
319=	43	115.80590
321=	42	115.07650
321=	42	131.25000
321=	42	137.07688
321=	42	138.63100
321=	42	138.75000
321=	42	148.03610
321=	42	148.45055
321=	42	149.63333
329=	41	114.59980
329=	41	115.08333
329=	41	115.39820
329=	41	120.63791
329=	41	125.16666
329=	41	135.48330
329=	41	137.95916
329=	41	139.41670
329=	41	141.64180
329=	41	146.04610
329=	41	150.21810
329=	41	151.10480
329=	41	152.52444
342=	40	115.01240
342=	40	141.91900
342=	40	146.70254
342=	40	151.55000
346=	39	119.75650
346=	39	142.69120
346=	39	147.84611
346=	39	148.58330
346=	39	154.19888
346=	39	173.84274
352=	38	125.70100
352=	38	134.35420
352=	38	149.16666
352=	38	149.81670
352=	38	151.15100
357=	37	113.88070
357=	37	115.93333
357=	37	123.30810
357=	37	132.28090
357=	37	138.04472
357=	37	139.22760
357=	37	145.63500
357=	37	146.34970
365=	36	115.01500
365=	36	116.10300
365=	36	120.06690
365=	36	140.63330
365=	36	145.96220
370=	35	117.05790
370=	35	120.78690
370=	35	131.88400
370=	35	145.38333
370=	35	174.73087
375=	34	133.73333
375=	34	137.76300
375=	34	146.05070
375=	34	152.29083
375=	34	152.69380
375=	34	159.33638
381=	33	114.50960
381=	33	115.01638
381=	33	138.04460
381=	33	138.70900
381=	33	140.87400
381=	33	146.94508
381=	33	147.26666
381=	33	151.08981
389=	32	114.24640
389=	32	115.66222
389=	32	117.23890
389=	32	118.49830
389=	32	119.91460
389=	32	131.47750
389=	32	143.63330
389=	32	146.15840
389=	32	147.14645
389=	32	147.71820
389=	32	151.03500
389=	32	153.60000
401=	31	119.59260
401=	31	119.94550
401=	31	121.69346
401=	31	141.15960
401=	31	145.76625
401=	31	149.10120
401=	31	160.33333
401=	31	176.89240
409=	30	100.30000
409=	30	115.00000
409=	30	115.99410
409=	30	116.40381
409=	30	116.68330
409=	30	133.88100
409=	30	137.97082
409=	30	140.86630
409=	30	141.39990
409=	30	145.24669
409=	30	145.93080
409=	30	147.20100
409=	30	151.02930
409=	30	151.11670
409=	30	153.03330
409=	30	153.50000
409=	30	168.16670
409=	30	177.96600
427=	29	115.14150
427=	29	115.15060
427=	29	116.58677
427=	29	119.81510
427=	29	133.12340
427=	29	143.05000
427=	29	144.72060
427=	29	148.26292
427=	29	150.16666
427=	29	150.99690
437=	28	115.13750
437=	28	115.76583
437=	28	116.94791
437=	28	117.88139
437=	28	118.01667
437=	28	132.72420
437=	28	145.31588
437=	28	145.90000
437=	28	148.28760
437=	28	151.09650
437=	28	151.53850
437=	28	152.38333
437=	28	153.43432
437=	28	156.96667
437=	28	160.25000
452=	27	116.75140
452=	27	120.09180
452=	27	135.68098
452=	27	142.33500
452=	27	142.69518
452=	27	144.47738
452=	27	145.86666
452=	27	150.83330
452=	27	151.24394
452=	27	164.96680
462=	26	115.08625
462=	26	115.54230
462=	26	120.86820
462=	26	130.25000
462=	26	131.57900
462=	26	145.00138
462=	26	145.16547
462=	26	146.80680
462=	26	148.17800
462=	26	149.30000
462=	26	150.06340
462=	26	166.50570
474=	25	114.03810
474=	25	115.13500
474=	25	116.37240
474=	25	117.50860
474=	25	119.37050
474=	25	144.61052
474=	25	145.07052
474=	25	145.36666
474=	25	145.90395
474=	25	145.94963
474=	25	147.23740
474=	25	149.20360
474=	25	149.26670
474=	25	149.91666
474=	25	161.86670
474=	25	164.42300
474=	25	165.33333
474=	25	165.53720
474=	25	166.76040
474=	25	178.44142
494=	24	101.70000
494=	24	113.69470
494=	24	116.37883
494=	24	116.46010
494=	24	118.27590
494=	24	130.83330
494=	24	131.85200
494=	24	132.62620
494=	24	147.25546
494=	24	150.93470
494=	24	152.75000
494=	24	165.78080
506=	23	115.68000
506=	23	122.43500
506=	23	122.59380
506=	23	138.53120
506=	23	142.56666
506=	23	146.31018
506=	23	151.20960
506=	23	153.20167
506=	23	178.41011
515=	22	115.15611
515=	22	128.12000
515=	22	131.53750
515=	22	132.42310
515=	22	133.46260
515=	22	135.29219
515=	22	137.93620
515=	22	139.55980
515=	22	140.61667
515=	22	141.33570
515=	22	149.10777
515=	22	149.76666
515=	22	151.18330
528=	21	115.60000
528=	21	115.83330
528=	21	120.67305
528=	21	120.69811
528=	21	140.85980
528=	21	144.04200
528=	21	150.05300
528=	21	160.13333
528=	21	166.85740
528=	21	168.12989
538=	20	117.95900
538=	20	123.16870
538=	20	126.35914
538=	20	134.40000
538=	20	135.29941
538=	20	136.18756
538=	20	141.20000
538=	20	142.76666
538=	20	144.61308
538=	20	145.18108
538=	20	145.32191
538=	20	147.85530
538=	20	148.28140
538=	20	148.75000
538=	20	149.90000
538=	20	152.03334
538=	20	153.02671
538=	20	156.63333
538=	20	165.84667
538=	20	166.49861
538=	20	166.74876
538=	20	167.96500
560=	19	114.96670
560=	19	124.46250
560=	19	132.21000
560=	19	133.14861
560=	19	133.35194
560=	19	140.55240
560=	19	142.68900
560=	19	144.68330
560=	19	144.86667
560=	19	145.70000
560=	19	149.13330
560=	19	166.96580
560=	19	169.76858
560=	19	178.82994
574=	18	116.54252
574=	18	116.55430
574=	18	116.63166
574=	18	117.27670
574=	18	132.50600
574=	18	133.31694
574=	18	138.13583
574=	18	141.18400
574=	18	145.39997
574=	18	145.60000
574=	18	146.60794
574=	18	151.36666
574=	18	152.61700
574=	18	152.85000
574=	18	153.01667
574=	18	166.90133
574=	18	169.45466
591=	17	116.92169
591=	17	117.50000
591=	17	118.99820
591=	17	123.11230
591=	17	123.25880
591=	17	132.72200
591=	17	132.88210
591=	17	138.20805
591=	17	138.61666
591=	17	145.00658
591=	17	148.25000
591=	17	149.91400
591=	17	151.09300
591=	17	151.10000
591=	17	153.14060
606=	16	105.33000
606=	16	115.48069
606=	16	116.43063
606=	16	117.23177
606=	16	118.70420
606=	16	122.88389
606=	16	123.66666
606=	16	123.93277
606=	16	134.50900
606=	16	141.74500
606=	16	145.63330
606=	16	146.77817
606=	16	148.71666
606=	16	149.18300
606=	16	149.80118
606=	16	150.70100
606=	16	150.87102
606=	16	152.76700
606=	16	166.43305
625=	15	116.51489
625=	15	117.00569
625=	15	117.01675
625=	15	117.02055
625=	15	117.74916
625=	15	118.86166
625=	15	122.61666
625=	15	124.32611
625=	15	134.37980
625=	15	134.76050
625=	15	138.73334
625=	15	145.88330
625=	15	146.91670
625=	15	147.61666
625=	15	149.45000
625=	15	149.73500
625=	15	149.82511
625=	15	151.20100
625=	15	152.98000
625=	15	153.46580
625=	15	164.97320
625=	15	166.66550
647=	14	115.26666
647=	14	116.28100
647=	14	116.80000
647=	14	120.57025
647=	14	120.66394
647=	14	124.97839
647=	14	131.84900
647=	14	136.82289
647=	14	138.07694
647=	14	141.92565
647=	14	142.17888
647=	14	142.80000
647=	14	145.16513
647=	14	145.27083
647=	14	145.28330
647=	14	145.85000
647=	14	146.68300
647=	14	146.90000
647=	14	146.96700
647=	14	146.98334
647=	14	149.06000
647=	14	149.14000
647=	14	150.05120
647=	14	150.23333
647=	14	150.28000
647=	14	151.12460
647=	14	151.28333
647=	14	151.44300
647=	14	152.15611
647=	14	152.45800
647=	14	153.39080
647=	14	154.23330
647=	14	154.99940
647=	14	156.85000
647=	14	166.45000
647=	14	168.34517
647=	14	99.12600
684=	13	117.02938
684=	13	117.64100
684=	13	119.49570
684=	13	121.15050
684=	13	122.16800
684=	13	122.23000
684=	13	132.36666
684=	13	137.47028
684=	13	137.89828
684=	13	138.94800
684=	13	143.64100
684=	13	145.22094
684=	13	145.47526
684=	13	145.49941
684=	13	145.53947
684=	13	145.67613
684=	13	145.68500
684=	13	146.62370
684=	13	146.77000
684=	13	147.61200
684=	13	148.26350
684=	13	148.53333
684=	13	149.72303
684=	13	149.92323
684=	13	149.96790
684=	13	150.11166
684=	13	150.18330
684=	13	150.56583
684=	13	152.45100
684=	13	153.41666
684=	13	156.66670
684=	13	157.61414
684=	13	165.83220
684=	13	167.98024
684=	13	177.44219
719=	12	110.13357
719=	12	115.55390
719=	12	116.17420
719=	12	116.43500
719=	12	116.48555
719=	12	117.70365
719=	12	119.81000
719=	12	120.13450
719=	12	129.03460
719=	12	131.77450
719=	12	132.34800
719=	12	133.95200
719=	12	136.25000
719=	12	139.63330
719=	12	141.05000
719=	12	141.38700
719=	12	143.77100
719=	12	144.26805
719=	12	145.13333
719=	12	145.52219
719=	12	145.65000
719=	12	146.15800
719=	12	146.20000
719=	12	146.88406
719=	12	147.24650
719=	12	147.94500
719=	12	149.06790
719=	12	149.16700
719=	12	151.19300
719=	12	151.93500
719=	12	152.72000
719=	12	153.18330
719=	12	155.19194
719=	12	159.05194
719=	12	159.81000
719=	12	160.70000
719=	12	161.72500
719=	12	165.30111
719=	12	165.83639
719=	12	166.93019
759=	11	100.36782
759=	11	106.79140
759=	11	114.61590
759=	11	114.99700
759=	11	115.04000
759=	11	115.09880
759=	11	115.66900
759=	11	115.90172
759=	11	116.07700
759=	11	116.54336
759=	11	120.16666
759=	11	120.67550
759=	11	125.03100
759=	11	130.23000
759=	11	130.86666
759=	11	132.17840
759=	11	132.89510
759=	11	134.25000
759=	11	140.47230
759=	11	140.60300
759=	11	142.15000
759=	11	142.45000
759=	11	143.30000
759=	11	144.61666
759=	11	145.03063
759=	11	145.50222
759=	11	147.26611
759=	11	147.27861
759=	11	147.50000
759=	11	147.86970
759=	11	148.03277
759=	11	148.46666
759=	11	148.83333
759=	11	150.40100
759=	11	150.81667
759=	11	150.96670
759=	11	151.27176
759=	11	152.26666
759=	11	152.78300
759=	11	152.89600
759=	11	152.95000
759=	11	152.96700
759=	11	153.00000
759=	11	153.22060
759=	11	153.40500
759=	11	157.25000
759=	11	164.93333
759=	11	165.29090
759=	11	168.50000
759=	11	174.47969
809=	10	113.66922
809=	10	115.09913
809=	10	115.75000
809=	10	115.87532
809=	10	115.88900
809=	10	116.04230
809=	10	116.15000
809=	10	116.90005
809=	10	116.93527
809=	10	119.90350
809=	10	124.96888
809=	10	128.16600
809=	10	129.01666
809=	10	133.05447
809=	10	138.46667
809=	10	138.60967
809=	10	138.61670
809=	10	141.66666
809=	10	142.60114
809=	10	145.02480
809=	10	145.13330
809=	10	145.15000
809=	10	145.46000
809=	10	145.51670
809=	10	145.57972
809=	10	146.14788
809=	10	146.35871
809=	10	147.04734
809=	10	147.11005
809=	10	147.28583
809=	10	147.84700
809=	10	147.98333
809=	10	148.56500
809=	10	151.98400
809=	10	159.08333
809=	10	168.13365
809=	10	178.42032
809=	10	178.54500
847=	9	115.87506
847=	9	116.06670
847=	9	116.79472
847=	9	116.96463
847=	9	117.06600
847=	9	117.33425
847=	9	117.78360
847=	9	118.55990
847=	9	119.95670
847=	9	120.95549
847=	9	128.28328
847=	9	130.91700
847=	9	131.18000
847=	9	131.79700
847=	9	132.38300
847=	9	134.07342
847=	9	134.36300
847=	9	136.87859
847=	9	137.98397
847=	9	139.27000
847=	9	139.27400
847=	9	142.21361
847=	9	145.20000
847=	9	145.39972
847=	9	145.40611
847=	9	145.48388
847=	9	145.56670
847=	9	145.63638
847=	9	145.91277
847=	9	146.46833
847=	9	146.63167
847=	9	146.78022
847=	9	148.00000
847=	9	150.09518
847=	9	150.85658
847=	9	151.00100
847=	9	152.20322
847=	9	152.37327
847=	9	152.39216
847=	9	152.70200
847=	9	159.58333
847=	9	160.11670
847=	9	164.53166
847=	9	165.25000
847=	9	166.31650
847=	9	167.07806
893=	8	101.73665
893=	8	105.08569
893=	8	105.41000
893=	8	114.54090
893=	8	115.24690
893=	8	115.64833
893=	8	115.66138
893=	8	116.53711
893=	8	116.54694
893=	8	118.89400
893=	8	119.33333
893=	8	119.62333
893=	8	120.14940
893=	8	120.63883
893=	8	122.41666
893=	8	123.98333
893=	8	126.54000
893=	8	127.44789
893=	8	127.68194
893=	8	129.00694
893=	8	129.03333
893=	8	131.83600
893=	8	132.43198
893=	8	132.95000
893=	8	132.99994
893=	8	133.55659
893=	8	134.06087
893=	8	134.08332
893=	8	134.12800
893=	8	135.07000
893=	8	135.85400
893=	8	138.07950
893=	8	138.08716
893=	8	138.60699
893=	8	139.49340
893=	8	142.46667
893=	8	143.21638
893=	8	143.23330
893=	8	143.30139
893=	8	144.58330
893=	8	144.71405
893=	8	145.26236
893=	8	145.28334
893=	8	145.41670
893=	8	145.48333
893=	8	145.53405
893=	8	145.53700
893=	8	145.56972
893=	8	145.59566
893=	8	145.76666
893=	8	145.83300
893=	8	145.83333
893=	8	145.85390
893=	8	146.04188
893=	8	146.05000
893=	8	146.23228
893=	8	146.68330
893=	8	147.40700
893=	8	147.73500
893=	8	147.75000
893=	8	147.96750
893=	8	148.05000
893=	8	148.46800
893=	8	148.61800
893=	8	148.71670
893=	8	149.70000
893=	8	149.70194
893=	8	149.96667
893=	8	150.11666
893=	8	150.16670
893=	8	150.29000
893=	8	150.73500
893=	8	150.93750
893=	8	151.57694
893=	8	151.59000
893=	8	152.33222
893=	8	152.36666
893=	8	152.73333
893=	8	152.78700
893=	8	153.13358
893=	8	155.73194
893=	8	157.09339
893=	8	159.94944
893=	8	160.05472
893=	8	160.98320
893=	8	164.93638
893=	8	166.45233
893=	8	167.46670
893=	8	169.28217
893=	8	173.09888
893=	8	177.55112
984=	7	106.79305
984=	7	111.44251
984=	7	114.18400
984=	7	114.62740
984=	7	115.11830
984=	7	115.17550
984=	7	116.06800
984=	7	116.96444
984=	7	117.05286
984=	7	117.74541
984=	7	118.28240
984=	7	119.91456
984=	7	120.18050
984=	7	120.68027
984=	7	120.80141
984=	7	121.16330
984=	7	122.16230
984=	7	123.09210
984=	7	124.92327
984=	7	126.03000
984=	7	126.20639
984=	7	128.32083
984=	7	130.16666
984=	7	132.26700
984=	7	134.47916
984=	7	134.60000
984=	7	135.05894
984=	7	135.98333
984=	7	138.46400
984=	7	138.46670
984=	7	138.51309
984=	7	139.38365
984=	7	140.61000
984=	7	140.70000
984=	7	141.70000
984=	7	141.81667
984=	7	142.01000
984=	7	142.06600
984=	7	143.35000
984=	7	143.37300
984=	7	144.86719
984=	7	145.17000
984=	7	145.36670
984=	7	145.48958
984=	7	145.56700
984=	7	145.61670
984=	7	145.69444
984=	7	146.37898
984=	7	146.63330
984=	7	146.73412
984=	7	147.14466
984=	7	147.38555
984=	7	147.73777
984=	7	148.03333
984=	7	148.18100
984=	7	148.73333
984=	7	148.78400
984=	7	148.80500
984=	7	149.53498
984=	7	150.42100
984=	7	150.90710
984=	7	150.95100
984=	7	151.04147
984=	7	151.05100
984=	7	151.09700
984=	7	151.22799
984=	7	151.62600
984=	7	151.67253
984=	7	151.98000
984=	7	152.36700
984=	7	152.68333
984=	7	153.09043
984=	7	153.13400
984=	7	159.07666
984=	7	160.32999
984=	7	164.26020
984=	7	166.07020
984=	7	175.16560
1062=	6	103.83333
1062=	6	110.74222
1062=	6	114.00570
1062=	6	114.46030
1062=	6	114.60000
1062=	6	114.69020
1062=	6	114.93500
1062=	6	114.93920
1062=	6	114.99138
1062=	6	115.27486
1062=	6	115.41216
1062=	6	115.80900
1062=	6	116.05712
1062=	6	116.66900
1062=	6	117.03708
1062=	6	117.48330
1062=	6	118.05500
1062=	6	122.40000
1062=	6	123.17916
1062=	6	123.55000
1062=	6	123.76666
1062=	6	128.73900
1062=	6	129.30900
1062=	6	130.41666
1062=	6	131.65416
1062=	6	132.25000
1062=	6	132.70000
1062=	6	132.91650
1062=	6	132.94700
1062=	6	132.96700
1062=	6	133.14200
1062=	6	133.21666
1062=	6	136.62900
1062=	6	137.71500
1062=	6	138.32166
1062=	6	138.70668
1062=	6	140.61670
1062=	6	141.46670
1062=	6	141.51066
1062=	6	142.02490
1062=	6	142.04900
1062=	6	142.38600
1062=	6	142.50000
1062=	6	142.52498
1062=	6	142.75100
1062=	6	142.95000
1062=	6	143.39930
1062=	6	143.55000
1062=	6	143.70331
1062=	6	143.81978
1062=	6	144.43330
1062=	6	145.00119
1062=	6	145.08557
1062=	6	145.16500
1062=	6	145.25412
1062=	6	145.33330
1062=	6	145.41666
1062=	6	145.50300
1062=	6	145.50310
1062=	6	145.60656
1062=	6	145.61225
1062=	6	145.63333
1062=	6	145.86514
1062=	6	145.97900
1062=	6	146.80470
1062=	6	147.05144
1062=	6	147.63800
1062=	6	148.06138
1062=	6	148.24200
1062=	6	148.26000
1062=	6	148.26666
1062=	6	148.69111
1062=	6	148.88333
1062=	6	148.95000
1062=	6	149.00000
1062=	6	149.06721
1062=	6	149.15225
1062=	6	149.28330
1062=	6	149.45100
1062=	6	149.95000
1062=	6	150.03000
1062=	6	150.51358
1062=	6	150.64999
1062=	6	150.88500
1062=	6	150.98548
1062=	6	151.14285
1062=	6	151.21683
1062=	6	151.25100
1062=	6	151.26723
1062=	6	151.58333
1062=	6	151.65652
1062=	6	151.88400
1062=	6	152.35375
1062=	6	152.36800
1062=	6	152.53400
1062=	6	152.76100
1062=	6	152.80020
1062=	6	152.98333
1062=	6	153.07120
1062=	6	153.26700
1062=	6	153.40000
1062=	6	153.43237
1062=	6	155.50237
1062=	6	159.95000
1062=	6	160.01181
1062=	6	160.23600
1062=	6	160.73333
1062=	6	164.94340
1062=	6	166.44500
1062=	6	166.92759
1062=	6	167.94401
1062=	6	175.76666
1062=	6	177.63302
1062=	6	179.33976
1176=	5	101.62750
1176=	5	110.08333
1176=	5	114.62860
1176=	5	115.05916
1176=	5	115.06900
1176=	5	115.83333
1176=	5	115.85000
1176=	5	116.50030
1176=	5	116.57250
1176=	5	116.94697
1176=	5	117.68000
1176=	5	117.69305
1176=	5	117.76325
1176=	5	120.05152
1176=	5	120.83005
1176=	5	121.61666
1176=	5	123.05000
1176=	5	123.17100
1176=	5	123.84972
1176=	5	124.44000
1176=	5	125.53330
1176=	5	126.97800
1176=	5	127.50000
1176=	5	129.25837
1176=	5	130.46666
1176=	5	131.01030
1176=	5	131.31900
1176=	5	131.41666
1176=	5	131.66350
1176=	5	132.78333
1176=	5	133.09500
1176=	5	133.25170
1176=	5	133.91800
1176=	5	134.59710
1176=	5	134.82330
1176=	5	135.73106
1176=	5	137.01300
1176=	5	137.56920
1176=	5	138.40000
1176=	5	138.63330
1176=	5	139.61007
1176=	5	140.30000
1176=	5	140.97958
1176=	5	141.77370
1176=	5	142.08333
1176=	5	142.16900
1176=	5	142.46666
1176=	5	143.33333
1176=	5	144.68480
1176=	5	145.21666
1176=	5	145.23661
1176=	5	145.32558
1176=	5	145.37172
1176=	5	145.41711
1176=	5	145.49581
1176=	5	145.50000
1176=	5	145.58568
1176=	5	145.59042
1176=	5	145.63840
1176=	5	145.81666
1176=	5	145.92100
1176=	5	146.62722
1176=	5	146.65000
1176=	5	146.81700
1176=	5	147.41800
1176=	5	148.20500
1176=	5	148.22300
1176=	5	148.27289
