rank	count	Host name
872=	4	Aglaonema sp.
872=	4	Allocasuarina litoralis
872=	4	Aluta
872=	4	Andropogon virginicus
872=	4	Anthocercis littorea
872=	4	Ardisia escallonioides
872=	4	Arthrocnemum halocnemoides var. pterygospermum
872=	4	Asparagus sp.
872=	4	Aspidistra elatior
872=	4	Atalaya hemiglauca
872=	4	Averrhoa carambola
872=	4	Boronia juncea
872=	4	Brachychiton
872=	4	Buxus sp.
872=	4	Caldcluvia paniculosa
872=	4	Calothamnus sp.
872=	4	Calystegia
872=	4	Camellia sasanqua
872=	4	Camellia sinensis
872=	4	Casimiroa edulis
872=	4	Cedrus sp.
872=	4	Cenchrus purpureus
872=	4	Cephalocereus palmeri
872=	4	Chamaedorea cataractarum
872=	4	Chrysobalanus oblongifolius
872=	4	Coccoloba diversifolia
872=	4	Cornus drummondii
872=	4	Dracaena
872=	4	Dracaena fragrans
872=	4	Echium sp.
872=	4	Elaeagnus
872=	4	Epidendrum sp.
872=	4	Eremophila setacea
872=	4	Eucalyptus populifolia
872=	4	Euphorbia sp.
872=	4	Fatsia japonica
872=	4	Ficus microcarpa
872=	4	Gaura angustifolia
872=	4	Goodenia amplexans
872=	4	Grevillea excelsior
872=	4	Hakea obliqua subsp. obliqua
872=	4	Hakea oleifolia
872=	4	Hibiscus
872=	4	Hibiscus sp.
872=	4	Jacksonia sp.
872=	4	Jatropha integerrima
872=	4	Juglans nigra
872=	4	Juniperus horizontalis
872=	4	Keraudrenia hermanniifolia
872=	4	Leucothoe axillaris
872=	4	Liriodendron tulipifera
872=	4	Litchi chinensis
872=	4	Lyonia ferruginea
872=	4	Malleostemon roseus
872=	4	Mariscus sp
872=	4	Melaleuca leucadendra
872=	4	Nothofagus sp.
872=	4	Nyssa ogeche
872=	4	Olea europaea
872=	4	Opuntia sp.
872=	4	Ozothamnus argophyllus
872=	4	Panicum repens
872=	4	Parkinsonia aculeata
872=	4	Persea sp,
872=	4	Phoradendron leucarpum
872=	4	Phoradendron sp.
872=	4	Pinus taeda
872=	4	Pithecellobium flexicaule
872=	4	Pityrodia loxocarpa
872=	4	Pluchea sp.
872=	4	Plumeria
872=	4	Prostanthera sp.
872=	4	Prunus caroliniana
872=	4	Prunus sp.
872=	4	Psychotria sp.
872=	4	Pteris moluccana
872=	4	Pteris moluccanus
872=	4	Rhizophora mangle
872=	4	Sabal
872=	4	Sabal palmetto
872=	4	Sambucus simpsonii
872=	4	Santalum album
872=	4	Santalum lanceolatum
872=	4	Scaevola spinescens
872=	4	Scholtzia umbellifera
872=	4	Smilax auriculata
872=	4	Solanum orbiculatum subsp. orbiculatum_delete
872=	4	Syngonium sp.
872=	4	Terminalia catappa
872=	4	Tristaniopsis laurina
872=	4	Ulmus americana
872=	4	Viburnum
872=	4	Yucca elephantipes
872=	4	Zanthoxylum clava-herculis
872=	4	Zygochloa paradoxa
974=	3	Abutilon lepidum
974=	3	Acacia Iysiphloia
974=	3	Acacia brachystachya
974=	3	Acacia cf. platycarpa &#40;leptoloba&#41;
974=	3	Acacia harpophylla
974=	3	Acacia ligulata
974=	3	Acacia microsperma
974=	3	Acacia pravissima
974=	3	Acacia verticillata subsp. verticillata
974=	3	Adenium obesum
974=	3	Allagoptera arenaria
974=	3	Allocasuarina spinosissima
974=	3	Alnus sp.
974=	3	Alternanthera
974=	3	Aluta aspera subsp. hesperia
974=	3	Ananas
974=	3	Annona squamosa
974=	3	Asimina
974=	3	Asimina obovata
974=	3	Asplenium sp.
974=	3	Aucuba sp.
974=	3	Baccharis
974=	3	Baeckea
974=	3	Banksia domestica
974=	3	Banksia prionotes
974=	3	Banksia speciosa
974=	3	Batis maritima
974=	3	Bauhinia sp.
974=	3	Betula nigra
974=	3	Billbergia pyramidalis
974=	3	Brassavola sp.
974=	3	Buxus microphyllus
974=	3	Callitris drumondii
974=	3	Calophyllum sp.
974=	3	Calothamnus sanguineus
974=	3	Calytrix strigosa
974=	3	Carpinus caroliniana
974=	3	Casuarina lepidochloia
974=	3	Cattleya skinneri
974=	3	Chamaecrista fasciculata
974=	3	Chamaedorea seifrizii
974=	3	Chenopodium cf. hubbardii
974=	3	Chenopodium curvispicatum
974=	3	Chrysobalanus sp.
974=	3	Chrysopsis sp.
974=	3	Cocculus sp.
974=	3	Commersonia gaudichaudii
974=	3	Cordyline fruticosa
974=	3	Cornus florida
974=	3	Craspedia sp.
974=	3	Crassula ovata
974=	3	Croton linearis
974=	3	Croton sp.
974=	3	Cupressocyparis leylandii
974=	3	Cupressus sp.
974=	3	Cycas micholitzii
974=	3	Cyrtandra
974=	3	Dacrycarpus dacrydioides
974=	3	Diospyros lotus
974=	3	Dodonaea viscosa subsp. angustissima_delete
974=	3	Dracaena marginata
974=	3	Dracaena reflexa
974=	3	Drosera stolonifera
974=	3	Elatostema
974=	3	Enchylaena tomentosa var. tomentosa
974=	3	Epidendrum aromaticum
974=	3	Eremaea pauciflora
974=	3	Eremophila cuneifolia
974=	3	Eremophila decipiens
974=	3	Eremophila decipiens decipiens
974=	3	Eremophila granitica
974=	3	Eremophila interstans
974=	3	Eremophila jucunda
974=	3	Eremophila latrobei subsp. glabra
974=	3	Ervatamia sp
974=	3	Eryngium articulatum
974=	3	Eucalyptus calycogona
974=	3	Eucalyptus incrassata
974=	3	Eucalyptus moluccana
974=	3	Eucalyptus stellulata
974=	3	Euonymus alatus
974=	3	Euphorbia splendens
974=	3	Eustachys petraea
974=	3	Eutaxia microphylla
974=	3	Garcinia mangostana
974=	3	Gardenia jasminoides
974=	3	Geranium sp.
974=	3	Gleditsia aquatica
974=	3	Halosarcia pterygosperma
974=	3	Hedera canariensis
974=	3	Heliotropium polyphyllum
974=	3	Heteropogon melanocarpus
974=	3	Hypericum stans
974=	3	Ilex
974=	3	Ilex crenata
974=	3	Ilex crenata var. helleri
974=	3	Imperata cylindrica
974=	3	Jatropha podagrica
974=	3	Leptomeria pachyclada
974=	3	Leptospermum laevigata
974=	3	Licania michauxii
974=	3	Mallotus surculosus
974=	3	Mandevilla sp.
974=	3	Mangifera
974=	3	Melaleuca cucullata
974=	3	Melaleuca nematophylla
974=	3	Melaleuca pauperiflora
974=	3	Melaleuca pulchella
974=	3	Melia azedarach
974=	3	Myrtus communis
974=	3	Neodypsis decaryi
974=	3	Nephthytis sp.
974=	3	Notelaea sp.
974=	3	Nyssa sylvatica biflora
974=	3	Osmanthus fragrans
974=	3	Pachypodium geayi
974=	3	Paurotis sp.
974=	3	Pennisetum purpureum
974=	3	Phoenix dactylifera
974=	3	Phoradendron flavescens
974=	3	Phormium tenax
974=	3	Pieris japonica
974=	3	Piloblephis rigida
974=	3	Pimelea ciliata ciliata
974=	3	Pimelea glauca
974=	3	Pimelea sp.
974=	3	Pinus thunbergii
974=	3	Portulaca sp.
974=	3	Prunus
974=	3	Prunus angustifolia
974=	3	Prunus persica
974=	3	Pyracantha sp.
974=	3	Pyrethrum sp.
974=	3	Quercus nigra
974=	3	Rhipsalis sp.
974=	3	Rubus parvifolius
974=	3	Ruscus aculeatus
974=	3	Salix babylonica
974=	3	Scaevola
974=	3	Sideroxylon tenax
974=	3	Swietenia mahagoni
974=	3	Swietenia sp.
974=	3	Tamarindus indica
974=	3	Taxandria sp.
974=	3	Tephrosia macrostachya
974=	3	Tripsacum floridanum
974=	3	Urena lobata
974=	3	Urochloa adspersa
974=	3	Verticordia picta
974=	3	Viburnum japonicum
974=	3	Waterhousea floribunda
974=	3	Wodyetia bifurcata
974=	3	Yucca filamentosa
974=	3	leefeana
974=	3	none_6593 flexuosum
1129=	2	Acacia effusifolia
1129=	2	Acacia flavescens
1129=	2	Acacia maidenii
1129=	2	Acacia pycantha
1129=	2	Acacia quadrimarginea
1129=	2	Acacia synchronicia
1129=	2	Acacia umbellata
1129=	2	Acanthostachys strobilacea
1129=	2	Acorus gramineus
1129=	2	Adonidia merrillii
1129=	2	Aechmea pineliana
1129=	2	Aglaonema treubii
1129=	2	Alectryon coriaceum
1129=	2	Alectryon oleifolius elegans
1129=	2	Allocasuarina corniculata
1129=	2	Allocasuarina muelleriana subsp. muelleriana
1129=	2	Aloe sp.
1129=	2	Aluta aspera subsp. aspera
1129=	2	Aluta maisonneuvei
1129=	2	Ambrosia artemisiifolia
1129=	2	Amyema congener subsp. congener
1129=	2	Amyris elemifera
1129=	2	Andropogon glomeratus
1129=	2	Andropogon sp.
1129=	2	Anthurium sp.
1129=	2	Aphelandra squarrosa
1129=	2	Apios americana
1129=	2	Ardisia sp.
1129=	2	Argyranthemum frutescens
1129=	2	Aronia arbutifolia
1129=	2	Artocarpus heterophyllus
1129=	2	Artocarpus incisus
1129=	2	Arundinaria gigantea
1129=	2	Asparagus densiflorus
1129=	2	Astrotricha floccosa
1129=	2	Averrhoa
1129=	2	Baccharis angustifolia
1129=	2	Bambusa vulgaris
1129=	2	Bauhinia variegata
1129=	2	Beaucarnea sp.
1129=	2	Beaufortia sprengelioides
1129=	2	Blighia sapida
1129=	2	Bosistoa medicinalis
1129=	2	Brachyscome ciliaris
1129=	2	Brassaia
1129=	2	Bumelia lycioides
1129=	2	Bursera simaruba
1129=	2	Buxus microphylla
1129=	2	Cactus sp.
1129=	2	Callistemon citrinus
1129=	2	Callistemon rigidus
1129=	2	Callitris
1129=	2	Calothamnus formosus subsp. formosus
1129=	2	Camellia
1129=	2	Campsis radicans
1129=	2	Capparis canescens
1129=	2	Capparis jacobsii
1129=	2	Carica papaya
1129=	2	Carya
1129=	2	Caryota sp.
1129=	2	Cassinia longifolia
1129=	2	Casuarina equisetifolia
1129=	2	Cattleya
1129=	2	Cedrus deodara
1129=	2	Celtis sp.
1129=	2	Cereus peruvianus
1129=	2	Chamaedorea
1129=	2	Chamaedorea elegans
1129=	2	Chiococca alba
1129=	2	Chiococca pinetorum
1129=	2	Cinnamomum camphora
1129=	2	Cinnamomum sp.
1129=	2	Cinnamomum zeylanicum
1129=	2	Citrus medica
1129=	2	Citrus x paradisi
1129=	2	Clerodendrum cunninghamii
1129=	2	Clerodendrum quadriloculare
1129=	2	Codiaeum variegatum
1129=	2	Coleataenia anceps rhizomata
1129=	2	Columnea glabra
1129=	2	Corchorus sidoides
1129=	2	Cordia boissieri
1129=	2	Coreopsis sp.
1129=	2	Cortaderia selloana
1129=	2	Costus sp.
1129=	2	Crassula sp.
1129=	2	Cryptocarya triplinervis
1129=	2	Cuphea hyssopifolia
1129=	2	Cupressus x_ leylandii
1129=	2	Cuttsia Viburnea
1129=	2	Cymbidium
1129=	2	Cyperus alternifolius
1129=	2	Cyperus sp.
1129=	2	Cyrtandra sp.
1129=	2	Cyrtopodium punctatum
1129=	2	Dactyloctenium aegyptium
1129=	2	Dalbergia sissoo
1129=	2	Danae racemosa
1129=	2	Darwinia fascicularis subsp. fascicularis
1129=	2	Datura
1129=	2	Delonix regia
1129=	2	Desmodium purpureum
1129=	2	Dictyosperma
1129=	2	Digitaria ciliaris
1129=	2	Dillenia indica
1129=	2	Dillwynia sp.
1129=	2	Diospyros digyna
1129=	2	Diospyros ebenaster
1129=	2	Diospyros texana
1129=	2	Distichlis sp.
1129=	2	Dracaena cincta
1129=	2	Echeveria pallida
1129=	2	Echinopsis sp.
1129=	2	Elaeocarpus obovatus
1129=	2	Eleusine indica
1129=	2	Encephalartos transvenosus
1129=	2	Encyclia
1129=	2	Enneapogon pallidus
1129=	2	Epidendrum
1129=	2	Epiphyllum sp.
1129=	2	Eremochloa ophiuroides
1129=	2	Eremophila decipiens subsp. decipiens
1129=	2	Eremophila polyclada
1129=	2	Eryngium aquaticum
1129=	2	Erythrina herbacea
1129=	2	Erythrina sp.
1129=	2	Eucalyptus bicolor
1129=	2	Eucalyptus coccifera
1129=	2	Eucalyptus porosa
1129=	2	Eucalyptus socialis
1129=	2	Eucalyptus triodia
1129=	2	Eugenia axillaris
1129=	2	Eugenia simpsonii
1129=	2	Eugenia uniflora
1129=	2	Euonymus
1129=	2	Eupatorium compositifolium
1129=	2	Euphorbia milii
1129=	2	Euphorbia pulcherrima
1129=	2	Exocarpos sp.
1129=	2	Ficus macrophylla
1129=	2	Ficus obliqua
1129=	2	Ficus religiosa
1129=	2	Flaveria linearis
1129=	2	Frankenia laxiflora
1129=	2	Gastrolobium sp.
1129=	2	Goodenia quasilibera
1129=	2	Grevillea arenaria
1129=	2	Grevillea glossadenia
1129=	2	Gymnanthes lucida
1129=	2	Heliconia rostrata
1129=	2	Hibiscus rosa-sinensis
1129=	2	Hibiscus tiliaceus
1129=	2	Homalanthus
1129=	2	Homalocalyx grandiflorus
1129=	2	Howea sp.
1129=	2	Hoya sp.
1129=	2	Hypericum fasciculatum
1129=	2	Hypericum myrtifolium
1129=	2	Hyphaene thebaica
1129=	2	Ilex cassine
1129=	2	Illicium floridanum
1129=	2	Iris sp.
1129=	2	Isolepis
1129=	2	Itea virginica
1129=	2	Jacksonia hakeoides
1129=	2	Jatropha
1129=	2	Jatropha multifida
1129=	2	Juniperus davurica
1129=	2	Juniperus excelsa
1129=	2	Koelreuteria formosana
1129=	2	Kunzea aff. ciliata
1129=	2	Laelia grandiflora
1129=	2	Laguncularia racemosa
1129=	2	Latania loddigesii
1129=	2	Laurus nobilis
1129=	2	Lepidium platypetalum
1129=	2	Leptospermum grandiflorum
1129=	2	Ligustrum japonicum rotundifolium
1129=	2	Ligustrum lucidum
1129=	2	Ligustrum sinense
1129=	2	Liquidambar sp.
1129=	2	Lithocarpus sp.
1129=	2	Litsea glutinosa
1129=	2	Lythrum alatum var. lanceolatum
1129=	2	Magnolia ashei
1129=	2	Malleostemon hursthousei
1129=	2	Malleostemon pedunculatus
1129=	2	Malus sp.
1129=	2	Malus sylvestris
1129=	2	Manilkara jaimiqui emarginata
1129=	2	Manilkara zapota
1129=	2	Melaleuca dealbata
1129=	2	Michelia figo
1129=	2	Micropiper
1129=	2	Mirbelia dilatata
1129=	2	Momordica charantia
1129=	2	Monarda punctata
1129=	2	Morus sp.
1129=	2	Murraya koenigii
1129=	2	Musa paradisiaca
1129=	2	Myoporum acuminatum
1129=	2	Myoporum adscendens
1129=	2	Myrica sp.
1129=	2	Myrtillocactus geometrizans
1129=	2	Myrtus
1129=	2	Nageia nagi
1129=	2	Neobassia astrocarpa
1129=	2	Neoregelia
1129=	2	Nephelium lappaceum
1129=	2	Nephrolepis exaltata
1129=	2	Nothofagus carri
1129=	2	Nothofagus solandri cliffortioides
1129=	2	Olearia muelleri
1129=	2	Oncidium
1129=	2	Osmanthus americana
1129=	2	Osmanthus heterophyllus
1129=	2	Pachypodium lamerei
1129=	2	Pancheria sp.
1129=	2	Panicum anceps
1129=	2	Panicum maximum
1129=	2	Panicum sp.
1129=	2	Panicum virgatum
1129=	2	Parthenocissus quinquefolia
1129=	2	Pennisetum sp.
1129=	2	Petalostigma banksii
1129=	2	Philodendron hederaceum
1129=	2	Phoenix reclinata
1129=	2	Phragmites communis
1129=	2	Phyllostachys aurea
1129=	2	Phyllostachys bambusoides
1129=	2	Phyllostachys sp.
1129=	2	Picea sp.
1129=	2	Pileanthus bellus
1129=	2	Pimelea serpyllifolia
1129=	2	Pinckneya pubens
1129=	2	Pinus sylvestris
1129=	2	Pipturus sp.
1129=	2	Pithecellobium dulce
1129=	2	Pityrodia paniculata
1129=	2	Platanus sp.
1129=	2	Platycladus orientalis
1129=	2	Pluchea baccharis
1129=	2	Poa labillardierei
1129=	2	Poncirus trifoliata
1129=	2	Proserpinaca palustris
1129=	2	Proserpinaca pectinata
1129=	2	Protea sp.
1129=	2	Psychotria sulzneri
1129=	2	Pyrethrum
1129=	2	Quararibea cordata
1129=	2	Quercus
1129=	2	Quercus chapmanii
1129=	2	Quercus palustris
1129=	2	Racosperma dealbatum
1129=	2	Rapanea guianensis
1129=	2	Raphiocarpus sp.
1129=	2	Ravenala madagascariensis
1129=	2	Ravenea sp.
1129=	2	Rhapis
1129=	2	Rhapis sp.
1129=	2	Rhus sp.
1129=	2	Rosa palustris
1129=	2	Roystonea regia
1129=	2	Ruellia sp.
1129=	2	Sabal sp.
1129=	2	Scaevola tomentosa
1129=	2	Schefflera sp.
1129=	2	Schinus areira
1129=	2	Schinus sp.
1129=	2	Schizomeria ovata
1129=	2	Scolopia braunii
1129=	2	Senna form taxon 'petiolaris'
1129=	2	Senna sp.
1129=	2	Sida platycalyx
1129=	2	Sida rhombifolia
1129=	2	Simarouba glauca
1129=	2	Sisyrinchium solstitiale
1129=	2	Stellaria media
1129=	2	Stemodia floribunda
1129=	2	Stenocarpus sp.
1129=	2	Stenotaphrum secundatum
1129=	2	Stewartia sp.
1129=	2	Stipa capillaris
1129=	2	Syagrus sp.
1129=	2	Syngonium podophyllum
1129=	2	Syzygium jambos
1129=	2	Syzygium paniculatum
1129=	2	Terminalia muelleri
1129=	2	Tetrapanax papyrifer
1129=	2	Thryptomene aspera
1129=	2	Thryptomene hyporhytis
1129=	2	Thryptomene maisonneuvei
1129=	2	Tillandsia
1129=	2	Trachelospermum jasminoides
1129=	2	Trachycarpus
1129=	2	Trymalium floribundum subsp. trifidum
1129=	2	Urochloa mutica
1129=	2	Urochloa plantaginea
1129=	2	Vaccinium stamineum
1129=	2	Vanda sanderiana
1129=	2	Viburnum rhytidophyllum
1129=	2	Vriesea saundersii
1129=	2	Xanthorrhoea arborea
1129=	2	Zamia pumila
1129=	2	Zanthoxylum sp.
1129=	2	Zygocactus sp.
1129=	2	combretum indicum
1129=	2	torrubia longifolia
1437=	1	Abies
1437=	1	Abies balsamea
1437=	1	Abies firma
1437=	1	Abutilon indicum
1437=	1	Abutilon leucopetalum
1437=	1	Abutilon pritzelianum
1437=	1	Acacia armata
1437=	1	Acacia baileyana x dealbata
1437=	1	Acacia buxifolia
1437=	1	Acacia cambagei
1437=	1	Acacia citrinoviridis
1437=	1	Acacia constricta
1437=	1	Acacia coolgardiensis
1437=	1	Acacia coriacea
1437=	1	Acacia holosericea
1437=	1	Acacia loderi
1437=	1	Acacia longispicata
1437=	1	Acacia papyrocarpa
1437=	1	Acacia pulchella var. pulchella
1437=	1	Acacia saligna subsp. lindleyi
1437=	1	Acacia stenophylla
1437=	1	Acacia verniciflua
1437=	1	Acacia xiphophylla
1437=	1	Acalypha gracilens
1437=	1	Acalypha sp.
1437=	1	Acer barbatum
1437=	1	Acer negundo
1437=	1	Acer palmatum
1437=	1	Acer saccharinum
1437=	1	Acorus calamus
1437=	1	Acorus sp.
1437=	1	Acradenia euodiiformis
1437=	1	Acronychia
1437=	1	Actinidia chinensis
1437=	1	Actinophloeus
1437=	1	Actinophloeus macarthurii
1437=	1	Acuba sp.
1437=	1	Adiantum aethiopicum
1437=	1	Aechmea
1437=	1	Aechmea chantinii
1437=	1	Aechmea lueddemanniana
1437=	1	Aechmea mexicana
1437=	1	Aechmea weilbachea
1437=	1	Agave sp.
1437=	1	Aglaonema nitidum
1437=	1	Agonis hypericifolia
1437=	1	Agrostis avenacea perennis
1437=	1	Albizia julibrissin
1437=	1	Albizia lebbeck
1437=	1	Albizia sp.
1437=	1	Aleurites fordii
1437=	1	Allocasuarina simulans
1437=	1	Aloe vera
1437=	1	Alphitonia neocaledonica
1437=	1	Alternanthera amoena
1437=	1	Alternanthera ficoidea
1437=	1	Alyxia
1437=	1	Amaryllis sp.
1437=	1	Ambrosia sp.
1437=	1	Amyema maidenii
1437=	1	Amyema quandang
1437=	1	Ananas sp.
1437=	1	Angelonia angustifolia
1437=	1	Annona glabra
1437=	1	Annona reticulata
1437=	1	Anthemis cotula
1437=	1	Anthurium scandens
1437=	1	Aralia balfouriana
1437=	1	Aralia sp.
1437=	1	Araucaria bidwillii
1437=	1	Araucaria hunsteinii
1437=	1	Arbutus unedo
1437=	1	Arbutus xalapensis
1437=	1	Ardisia solanacea
1437=	1	Aristida
1437=	1	Aristida sp.
1437=	1	Artabotrys hexapetalus
1437=	1	Artocarpus altilis
1437=	1	Ascocentrum miniatum
1437=	1	Ascyrum edisonianum
1437=	1	Ascyrum stans
1437=	1	Ascyrum tetrapetalum
1437=	1	Asimina parviflora
1437=	1	Asimina triloba
1437=	1	Asparagus retrofractus
1437=	1	Asparagus setaceus
1437=	1	Aspidistra
1437=	1	Aspidistra sp.
1437=	1	Asplenium nidus
1437=	1	Astartea
1437=	1	Astronia ligulata
1437=	1	Atriplex lentiformis subsp. torreyi
1437=	1	Avicennia germinans
1437=	1	Avicennia nitida
1437=	1	Azadirachta indica
1437=	1	Azalea sp.
1437=	1	Backebergia militarius
1437=	1	Bactris porschiana
1437=	1	Baeckea sp. Nanga
1437=	1	Bambusa oldhamii
1437=	1	Bambusa sp.
1437=	1	Banksia
1437=	1	Banksia littoralis
1437=	1	Banksia minor
1437=	1	Banksia sp.
1437=	1	Banksia utilis
1437=	1	Basselinia pancheri
1437=	1	Bauhinia hookeri
1437=	1	Beaufortia empetrifolia
1437=	1	Befaria racemosa
1437=	1	Begonia sp.
1437=	1	Belamcanda chinensis
1437=	1	Betula
1437=	1	Beyeria
1437=	1	Bidens pilosa
1437=	1	Bifrenaria atropurpurea
1437=	1	Bignonia africana
1437=	1	Bischofia
1437=	1	Bischofia sp.
1437=	1	Boehmeria cylindrica
1437=	1	Boehmeria nivea
1437=	1	Boltonia diffusa
1437=	1	Borassus flabellifer
1437=	1	Borrichia frutescens
1437=	1	Brachiaria mutica
1437=	1	Brachychiton acerifolius
1437=	1	Brachychiton rupestris
1437=	1	Brassia sp.
1437=	1	Bromelia
1437=	1	Brosimum alicastrum
1437=	1	Broughtonia sanguinea
1437=	1	Buchnera americana
1437=	1	Buchnera floridana
1437=	1	Bulbophyllum sp.
1437=	1	Bumelia lanuginosa
1437=	1	Bumelia obovata
1437=	1	Bumelia sp.
1437=	1	Bursaria sp.
1437=	1	Buxus japonica
1437=	1	Calathea
1437=	1	Calathea roseopicta
1437=	1	Calliandra sp.
1437=	1	Callisia repens
1437=	1	Callitris preissis
1437=	1	Callitris sp. emerald creek
1437=	1	Callitris vernicosus
1437=	1	Calycophyllum candidissimum
1437=	1	Carissa
1437=	1	Carya cordiformis
1437=	1	Carya tomentosa
1437=	1	Cassia alata
1437=	1	Cassia aspera
1437=	1	Cassia fistula
1437=	1	Cassia sp.
1437=	1	Cassytha
1437=	1	Castanea mollissima
1437=	1	Castanopsis acuminatissima
1437=	1	Castanopsis sp.
1437=	1	Castanospermum australe
1437=	1	Casuarina crishelm
1437=	1	Casuarina muelleriana
1437=	1	Cattleya aurantiaca
1437=	1	Cenchrus incertus
1437=	1	Cephalanthus sp.
1437=	1	Cephalocereus maxonii
1437=	1	Ceratiola ericoides
1437=	1	Ceratonia siliqua
1437=	1	Ceratozamia
1437=	1	Ceratozamia hildae
1437=	1	Ceratozamia sp.
1437=	1	Cercidiphyllum japonicum
1437=	1	Cercis canadensis
1437=	1	Cercis sp.
1437=	1	Cereus
1437=	1	Cereus sp.
1437=	1	Cestrum nocturnum
1437=	1	Cestrum sp.
1437=	1	Chaenomeles sp.
1437=	1	Chamaesyce conferta
1437=	1	Chenopodium
1437=	1	Chloris gayana
1437=	1	Chloris petraea
1437=	1	Chlorophytum sp.
1437=	1	Choisya sp.
1437=	1	Chrysalidocarpus sp.
1437=	1	Chrysophyllum oliviforme
1437=	1	Citrus
1437=	1	Citrus trifoliata
1437=	1	Citrus unshiu
1437=	1	Clausena lansium
1437=	1	Cleyera japonica
1437=	1	Coccoloba sp.
1437=	1	Cocos sp.
1437=	1	Codiaeum sp.
1437=	1	Codiaeum variegatum var. moluccanum
1437=	1	Coffea arabica
1437=	1	Coffea sp.
1437=	1	Cola acuminata
1437=	1	Coleataenia anceps
1437=	1	Colocasia
1437=	1	Columnea verecunda
1437=	1	Commelina communis
1437=	1	Commelina sp.
1437=	1	Conospermum stoechadis subsp. stoechadis
1437=	1	Conradina grandiflora
1437=	1	Cordia globosa
1437=	1	Cordia obliqua
1437=	1	Cordia sp.
1437=	1	Cordyline indivisa
1437=	1	Cornus sp.
1437=	1	Corymbia tessellaris
1437=	1	Cotinus coggygria
1437=	1	Crassula
1437=	1	Crassula argentea
1437=	1	Crassula corallina
1437=	1	Crataegus marshalli
1437=	1	Croton
1437=	1	Croton hirtus
1437=	1	Cryptocarya microneura
1437=	1	Cryptomeria japonica
1437=	1	Cuphea carthagenensis
1437=	1	Cuphea sp.
1437=	1	Cycas
1437=	1	Cyclobalanopsis camusae
1437=	1	Cynoctonum mitreola
1437=	1	Cynophalla flexuosa
1437=	1	Cyperus involucratus
1437=	1	Cyrilla arida
1437=	1	Cyrtopodium
1437=	1	Daphne odora
1437=	1	Dasylirion
1437=	1	Dasylirion leiophyllum
1437=	1	Dasylirion sp.
1437=	1	Decumaria barbara
1437=	1	Dendrobium
1437=	1	Dendrobium chrysoglossum
1437=	1	Dendrobium macfarlanei
1437=	1	Dendrobium sp.
1437=	1	Derris trifoliata
1437=	1	Desmodium sp.
1437=	1	Dieffenbachia sp.
1437=	1	Dietes
1437=	1	Digitaria decumbens
1437=	1	Digitaria sanguinalis
1437=	1	Digitaria sp.
1437=	1	Dimocarpus longan
1437=	1	Dioon spinulosum
1437=	1	Diospyros kaki
1437=	1	Distichlis
1437=	1	Distichlis spicata
1437=	1	Dodonaea
1437=	1	Dodonaea sp.
1437=	1	Dombeya
1437=	1	Dombeya sp,
1437=	1	Dracaena concinna
1437=	1	Dracaena draco
1437=	1	Dracaena reflexa angustifolia
1437=	1	Drosera pallida
1437=	1	Dryandra sessilis
1437=	1	Durio zibethinus
1437=	1	Dypsis decaryi
1437=	1	Ehretia sp.
1437=	1	Elaeagnus macrophylla
1437=	1	Elaeocarpus obovata
1437=	1	Elaeocarpus sp.
1437=	1	Emilia
1437=	1	Emilia sonchifolia
1437=	1	Encyclia adenocaula
1437=	1	Encyclia cordigera
1437=	1	Enneapogon
1437=	1	Epidendrum bractescens
1437=	1	Epidendrum tampense
1437=	1	Epiphyllum chrysocardium
1437=	1	Eragrostis elliottii
1437=	1	Eragrostis spectabilis
1437=	1	Eremophila latrobei latrobei
1437=	1	Eremophila serrulata
1437=	1	Eremophila spectabilis subsp. spectabilis
1437=	1	Erigeron annuus
1437=	1	Ernodea littoralis
1437=	1	Eryngium
1437=	1	Eryngium baldwinii
1437=	1	Erythrina ovalifolia
1437=	1	Erythroxylum australe
1437=	1	Eucalyptus coolabah
1437=	1	Eucalyptus crebra
1437=	1	Eucalyptus eremophila
1437=	1	Eucalyptus melliodoradelete
1437=	1	Eucalyptus microtheca
1437=	1	Eucalyptus nitida
1437=	1	Eucalyptus perriniana
1437=	1	Eucalyptus populnea
1437=	1	Eucalyptus salmonophloia
1437=	1	Eucalyptus salubris
1437=	1	Eucalyptus scoparia
1437=	1	Eucalyptus subcrenulata
1437=	1	Eucalyptus viminalis
1437=	1	Euonymus americanus
1437=	1	Eupatorium mikanioides
1437=	1	Euphorbia
1437=	1	Euphorbia maculata
1437=	1	Euphorbia tetragona
1437=	1	Euroschinus falcatus
1437=	1	Eurya japonica
1437=	1	Eurya sp.
1437=	1	Eustachys glauca
1437=	1	Eustachys neglecta
1437=	1	Euthamia graminifolia
1437=	1	Euthamia minor
1437=	1	Evolvulus L. glomeratus
1437=	1	Exocarpos reticulatus
1437=	1	Fagus grandifolia
1437=	1	Fagus sp.
1437=	1	Ficus elastica
1437=	1	Ficus jacquiniifolia
1437=	1	Ficus repens
1437=	1	Ficus retusa
1437=	1	Flacourtia indica
1437=	1	Forestiera acuminata
1437=	1	Fothergilla sp.
1437=	1	Fraxinus caroliniana
1437=	1	Fraxinus sp.
1437=	1	Freycinetia
1437=	1	Fuchsia hybrid
1437=	1	Gahnia
1437=	1	Garcinia livingstonei
1437=	1	Gardenia pyriformis
1437=	1	Geijera sp.
1437=	1	Gelsemium semperivirens
1437=	1	Gerbera jamesonii
