rank	count	NAME_COMPLETE
1442=	7	Glycaspis (Glycaspis) granulata
1442=	7	Glycaspis (Glycaspis) imponens
1442=	7	Glycaspis (Glycaspis) incomperta
1442=	7	Glycaspis (Glycaspis) infucata
1442=	7	Glycaspis (Glycaspis) inusitata
1442=	7	Glycaspis (Glycaspis) keremae
1442=	7	Glycaspis (Glycaspis) kurrajongensis
1442=	7	Glycaspis (Glycaspis) lacustris
1442=	7	Glycaspis (Glycaspis) lucrosa
1442=	7	Glycaspis (Glycaspis) mellialata
1442=	7	Glycaspis (Glycaspis) mirabilis
1442=	7	Glycaspis (Glycaspis) monita
1442=	7	Glycaspis (Glycaspis) montana
1442=	7	Glycaspis (Glycaspis) nancyana
1442=	7	Glycaspis (Glycaspis) neureta
1442=	7	Glycaspis (Glycaspis) notialis
1442=	7	Glycaspis (Glycaspis) onychis
1442=	7	Glycaspis (Glycaspis) operta
1442=	7	Glycaspis (Glycaspis) permista
1442=	7	Glycaspis (Glycaspis) pilata
1442=	7	Glycaspis (Glycaspis) praescopula
1442=	7	Glycaspis (Glycaspis) pratensis
1442=	7	Glycaspis (Glycaspis) riguensis
1442=	7	Glycaspis (Glycaspis) rivalis
1442=	7	Glycaspis (Glycaspis) rubritincta
1442=	7	Glycaspis (Glycaspis) rylstonensis
1442=	7	Glycaspis (Glycaspis) siliciflava
1442=	7	Glycaspis (Glycaspis) struicis
1442=	7	Glycaspis (Glycaspis) suavis
1442=	7	Glycaspis (Glycaspis) subita
1442=	7	Glycaspis (Glycaspis) sudicola
1442=	7	Glycaspis (Glycaspis) taylori
1442=	7	Glycaspis (Glycaspis) vara
1442=	7	Glycaspis (Glycaspis) vellerosa
1442=	7	Glycaspis (Glycaspis) violae
1442=	7	Glycaspis (Glycaspis) wanbiensis
1442=	7	Glycaspis (Glycaspis) xanthopepla
1442=	7	Glycaspis (Glycaspis) yilgarniensis
1442=	7	Glycaspis (Synglycaspis) amplificata
1442=	7	Glycaspis (Synglycaspis) belua
1442=	7	Glycaspis (Synglycaspis) brunosa
1442=	7	Glycaspis (Synglycaspis) cameloides
1442=	7	Glycaspis (Synglycaspis) cellula
1442=	7	Glycaspis (Synglycaspis) constricta
1442=	7	Glycaspis (Synglycaspis) cyrtoma
1442=	7	Glycaspis (Synglycaspis) cyta
1442=	7	Glycaspis (Synglycaspis) encystis
1442=	7	Glycaspis (Synglycaspis) icterica
1442=	7	Glycaspis (Synglycaspis) immaceria
1442=	7	Glycaspis (Synglycaspis) longaeva
1442=	7	Glycaspis (Synglycaspis) morgani
1442=	7	Glycaspis (Synglycaspis) munita
1442=	7	Glycaspis (Synglycaspis) nundlensis
1442=	7	Glycaspis (Synglycaspis) occulta
1442=	7	Glycaspis (Synglycaspis) orientalis
1442=	7	Glycaspis (Synglycaspis) perthecata
1442=	7	Glycaspis (Synglycaspis) phreata
1442=	7	Glycaspis (Synglycaspis) planaria
1442=	7	Glycaspis (Synglycaspis) seriata
1442=	7	Glycaspis (Synglycaspis) surculina
1442=	7	Glycaspis (Synglycaspis) tagmata
1442=	7	Glycaspis (Synglycaspis) wallumaris
1442=	7	Goezia holmesi
1442=	7	Graphium eurypylus nyctimus
1442=	7	Halipeurus consimilis
1442=	7	Hastospiculum gouldi
1442=	7	Hemicriconemoides cocophilus
1442=	7	Heteropsylla cubana
1442=	7	Heteropsylla spinulosa
1442=	7	Holomenopon leucoxanthum
1442=	7	Hyalinaspis nigricamera
1442=	7	Hyalinaspis vitreipelta
1442=	7	Icerya callitri
1442=	7	Icerya koebelei
1442=	7	Kenmooreana eudesmiae
1442=	7	Kenmooreana nigrifax
1442=	7	Kenmooreana trilateralis
1442=	7	Lasiopsylla striata
1442=	7	Leptospermonastes attenuati
1442=	7	Leptospermonastes brunneus
1442=	7	Leptospermonastes fasciatus
1442=	7	Leptospermonastes leptospermi
1442=	7	Leptospermonastes maculosipennis
1442=	7	Macropostrongyloides baylisi
1442=	7	Mcateella splendida
1442=	7	Melaleucococcus notoporosus
1442=	7	Monophlebulus comperei
1442=	7	Monophlebulus fuscus
1442=	7	Monophlebulus subterraneus
1442=	7	Nematodirella dromedarii
1442=	7	Nosopsyllus (Nosopsyllus) londiniensis londiniensis
1442=	7	Notiopsylla kerguelensis kerguelensis
1442=	7	Nybelinia thyrsites
1442=	7	Oecophyllodes bipunctatus
1442=	7	Ollulanus tricuspis
1442=	7	Parachristianella monomegacantha
1442=	7	Phellopsylla formicosa
1442=	7	Phellopsylla leai
1442=	7	Phellopsylla olivacea
1442=	7	Phellopsylla opaca
1442=	7	Phellopsylla wellingtoniae
1442=	7	Phyllolyma maculata
1442=	7	Phyllolyma marginicola
1442=	7	Platycoelostoma tasmanicum
1442=	7	Platyobria adustalata
1442=	7	Platyobria bordenensis
1442=	7	Platyobria cultrata
1442=	7	Platyobria minima
1442=	7	Platyobria singularis
1442=	7	Polyozus furcilla
1442=	7	Ptychaphelenchus dactylocercus
1442=	7	Rugopharynx epsilon
1442=	7	Scutiphora pedicellata
1442=	7	Skrjabinoclava sp.
1442=	7	Spiculopteragia boehmi
1442=	7	Spiculopteragia mathevossiani
1442=	7	Spondyliaspis bancrofti
1442=	7	Spondyliaspis ostreata
1442=	7	Sprattellus harrigani
1442=	7	Sprattellus waringi
1442=	7	Sprattellus woolleyi
1442=	7	Stegophorus pachyptilae
1442=	7	Stephanocircus simsoni
1442=	7	Strongyluris paronai
1442=	7	Syncarpiolyma maculata
1442=	7	Syncarpiolyma maculatipennis
1442=	7	Tachynema baylisi
1442=	7	Tachynema spratti
1442=	7	Trichostrongylus capricola
1442=	7	Trichostrongylus drepanoformis
1442=	7	Trichostrongylus falculatus
1442=	7	Trinoton querquedulae
1442=	7	Trisetipsylla sp.
1688=	6	Aacanthocnema dobsoni
1688=	6	Abbreviata anomala
1688=	6	Abbreviata barrowi
1688=	6	Abbreviata kimberleyensis
1688=	6	Acanthobothrium angelae
1688=	6	Acanthobothrium jonesi
1688=	6	Acanthobothrium mooreae
1688=	6	Acanthobothrium odonoghuei
1688=	6	Acanthuchus trispinifer
1688=	6	Adelges (Gilletteella) cooleyi
1688=	6	Agamermis catadecaudata
1688=	6	Agmasoma penaei
1688=	6	Aitkenia latevagans
1688=	6	Akainothrips ochromelus
1688=	6	Albunione australiana
1688=	6	Alcaeus hermannsburgi
1688=	6	Alcaeus varicornis
1688=	6	Amblyospora dyxenoides
1688=	6	Ameson nelsoni
1688=	6	Amorbus alternatus
1688=	6	Amorbus rhombifer
1688=	6	Amphidexius suspensus
1688=	6	Amylovorax dehorityi
1688=	6	Anagonia tillyardi
1688=	6	Anascirtothrips arafura
1688=	6	Anatoecus dentatus dentatus
1688=	6	Anaxilaus musgravei
1688=	6	Anoplognathus aeneus
1688=	6	Anthrenocerus confertus
1688=	6	Anzygina sativae
1688=	6	Aphelenchoides blastophthorus
1688=	6	Aphelenchoides brevicaudatus
1688=	6	Aphelenchoides composticola
1688=	6	Aphelenchoides fragariae
1688=	6	Aphelenchoides goodeyi
1688=	6	Aphelenchoides hylurgi
1688=	6	Aphelenchoides limberi
1688=	6	Aphelenchoides ritzemabosi
1688=	6	Aphelenchoides sp. e
1688=	6	Aphis (Aphis) craccivora
1688=	6	Aphis (Aphis) nerii
1688=	6	Aphis (Bursaphis) oenotherae
1688=	6	Aprutides guidettii
1688=	6	Armillifer mazzai
1688=	6	Asphondylia obscura
1688=	6	Ausejanus luteoelytratus
1688=	6	Austradapus nitens
1688=	6	Austrogoniodes concii
1688=	6	Austrogoniodes hamiltoni
1688=	6	Austromenopon paululum
1688=	6	Austromenopon pinguis
1688=	6	Balclutha rubrostriata
1688=	6	Balclutha saltuella
1688=	6	Balclutha viridinervis
1688=	6	Batracomorphus sarpedon
1688=	6	Bertiella anapolytica
1688=	6	Beveridgiella inglisi
1688=	6	Bianium plicitum
1688=	6	Bibikovana iridis
1688=	6	Bibikovana sinuata
1688=	6	Blesingia gularis
1688=	6	Boleodorus thylactus
1688=	6	Bothridium parvum
1688=	6	Breinlia (Breinlia) pseudocheiri
1688=	6	Brueelia semiannulata
1688=	6	Bursaphelenchus sp. a
1688=	6	Cadenatella pacifica
1688=	6	Capusa senilis
1688=	6	Carduiceps zonarius
1688=	6	Chimsunchartella schwartzi
1688=	6	Chlamydopsis mormolyce
1688=	6	Chloromyxum noblei
1688=	6	Choerocoris variegatus
1688=	6	Cinara (Cinara) costata
1688=	6	Clavogalea trachinoti
1688=	6	Cloacina magnipapillata
1688=	6	Cloacina typhon
1688=	6	Coloceras chinense
1688=	6	Colpocephalum turbinatum
1688=	6	Columbicola harrisoni
1688=	6	Comostola laesaria
1688=	6	Contarinia fimbristylidis
1688=	6	Contracaecum magnicollare
1688=	6	Coronostrongylus johnsoni
1688=	6	Cryptosporidium andersoni
1688=	6	Cryptosporidium hominis
1688=	6	Cryptosporidium serpentis
1688=	6	Ctenisophus impressus
1688=	6	Cuclotogaster synoicus
1688=	6	Cylindrotaenia minor
1688=	6	Cymus novaezelandiae
1688=	6	Cystoisospora felis
1688=	6	Cystoisospora ohioensis
1688=	6	Dasineura glomerata
1688=	6	Degeeriella fulva
1688=	6	Derogenes capricorniensis
1688=	6	Derogenes nototheniae
1688=	6	Devescovina striata
1688=	6	Dichromothrips spiranthidis
1688=	6	Dilatops fici
1688=	6	Dinurus barbatus
1688=	6	Dioctowittus denisoniae
1688=	6	Diphyllobothrium arctocephalinum
1688=	6	Diplophryxus jordani
1688=	6	Diploposthe laevis
1688=	6	Diploproctodaeum momoaafata
1688=	6	Docophoroides brevis
1688=	6	Docophoroides murphyi
1688=	6	Dysaphis (Dysaphis) apiifolia
1688=	6	Dysaphis (Dysaphis) tulipae
1688=	6	Eimeria flindersi
1688=	6	Eimeria gastrosauris
1688=	6	Eimeria godmani
1688=	6	Eimeria mykytowyczi
1688=	6	Eimeria occidentalis
1688=	6	Elytrophalloides humerus
1688=	6	Eophrixus kuboi
1688=	6	Episbates pederiformis
1688=	6	Eucoleus gastricus
1688=	6	Eupines (Eupines) flavoapicalis
1688=	6	Euryhaliotrematoides grandis
1688=	6	Eurymeloides pulchra
1688=	6	Eustrongylides spp.
1688=	6	Exocarpocoris aurum
1688=	6	Fergusobia brittenae
1688=	6	Fergusobia cajuputiae
1688=	6	Fergusobia dealbatae
1688=	6	Fergusobia leucadendrae
1688=	6	Fergusobia nervosae
1688=	6	Fergusobia quinquenerviae
1688=	6	Filarinema beveridgei
1688=	6	Filarinema spratti
1688=	6	Filarinema trichosuri
1688=	6	Foaina funifera
1688=	6	Foaina solita
1688=	6	Forficuloecus greeni
1688=	6	Forficuloecus palmai
1688=	6	Froggattimyia hirta
1688=	6	Giardia agilis
1688=	6	Gigantolina magna
1688=	6	Glomeritrema subcuticola
1688=	6	Glossocercus chelodinae
1688=	6	Gnathia grandilaris
1688=	6	Gnathia trimaculata
1688=	6	Goniodes fissus
1688=	6	Goniodes minor
1688=	6	Goniodes retractus
1688=	6	Goniodes souefi
1688=	6	Goodeniaphila schuhi
1688=	6	Haemogregarina aspidomorphi
1688=	6	Haemogregarina tetraodontis
1688=	6	Haemoproteus noctuae
1688=	6	Haffneria grandis
1688=	6	Halipeurus falsus pacificus
1688=	6	Harrisoniella ferox
1688=	6	Hasora discolora
1688=	6	Hasora khoda
1688=	6	Hasora khoda haslia
1688=	6	Hecalus arcuatus
1688=	6	Hematodinium australis
1688=	6	Hemicycliophora iwia
1688=	6	Hemiperina manteri
1688=	6	Hemolivia mariae
1688=	6	Herpetomonas muscarum
1688=	6	Hesperilla crypsigramma
1688=	6	Hesperilla furva
1688=	6	Hesperilla mastersi
1688=	6	Hesperilla sarnia
1688=	6	Hirudinella marina
1688=	6	Hymenolepis ibidis
1688=	6	Hyperdevescovina falcifera
1688=	6	Hypocreadium cavum
1688=	6	Hypseloecus amyemopsis
1688=	6	Hypseloecus lysiani
1688=	6	Hysterothylacium murrayense
1688=	6	Ichthyostrongylus clelandi
1688=	6	Idiomysis inermis
1688=	6	Indodidymozoon brevicolle
1688=	6	Ipoella fidelis
1688=	6	Kirkaldyella carotarhani
1688=	6	Kladothrips antennatus
1688=	6	Kladothrips yalgoo
1688=	6	Klossiella quimrensis
1688=	6	Koseiria xishaense
1688=	6	Krefftascaris parmenteri
1688=	6	Labiostrongylus (Labiomultiplex) uncinatus
1688=	6	Labiostrongylus (Labiosimplex) bipapillosus
1688=	6	Labiostrongylus (Labiosimplex) flanneryi
1688=	6	Lagenophrys darwini
1688=	6	Lagenophrys occulosa
1688=	6	Lasiacantha darwini
1688=	6	Lasiacantha ephemera
1688=	6	Lasiacantha eremophila
1688=	6	Lecithobotrys sprenti
1688=	6	Lecithochirium macrorchis
1688=	6	Lecithochirium magnus
1688=	6	Lecithochirium parafusiforme
1688=	6	Lecithocladium excisum
1688=	6	Lecithocladium seriolellae
1688=	6	Lepidapedoides ovale
1688=	6	Lepidapedoides parvulus
1688=	6	Leptocoris isolatus
1688=	6	Leptocoris rufomarginatus
1688=	6	Leptospironympha minor
1688=	6	Leptospironympha numida
1688=	6	Leptynoptera sulfurea
1688=	6	Libyostrongylus douglassii
1688=	6	Ligula intestinalis
1688=	6	Lintonium vibex
1688=	6	Lipaphis pseudobrassicae
1688=	6	Lipeurus sinuatus
1688=	6	Lopastoma markevichi
1688=	6	Lophodiplosis cornuata
1688=	6	Lunaceps drosti
1688=	6	Macrocarenoides scutellatus
1688=	6	Macrohomotoma sp. a
1688=	6	Macrohomotoma sp. b
1688=	6	Macropodinium ennuensis ennuensis
1688=	6	Marteilia sydneyi
1688=	6	Melaleucoides similis
1688=	6	Metadidymozoon branchiale
1688=	6	Micromyzus katoi
1688=	6	Microtetrameres helix
1688=	6	Mictis caja
1688=	6	Mitotrema anthostomatum
1688=	6	Moniezia benedeni
1688=	6	Moniezia expansa
1688=	6	Monoplectanum youngi
1688=	6	Monorygma grimaldii
1688=	6	Monostephanostomum manteri
1688=	6	Mycopsylla fici
1688=	6	Mycopsylla proxima
1688=	6	Myrmecoroides cassowari
1688=	6	Myrtlemiris yalgoo
1688=	6	Myxidium queenslandicus
1688=	6	Myxidium therapon
1688=	6	Myxobolus godopsii
1688=	6	Myxobolus hylae
1688=	6	Myxobolus olidus
1688=	6	Myxobolus plectroplites
1688=	6	Myzostoma dentatum
1688=	6	Myzus (Myzus) cerasi
1688=	6	Neopsittaconirmus eos
1688=	6	Niarius ooldeae
1688=	6	Nicollina cameroni
1688=	6	Nicollina echidnae
1688=	6	Nicollina patriciae
1688=	6	Nicollina peregrina
1688=	6	Nicollina queenslandensis
1688=	6	Nicollina ridei
1688=	6	Nicollina spearei
1688=	6	Occinirvana eborea
1688=	6	Oenospila flavifusata
1688=	6	Operculigera inornata
1688=	6	Operculigera montanea
1688=	6	Orius gracilis
1688=	6	Ornithostrongylus quadriradiatus
1688=	6	Ortholinea australis
1688=	6	Ostertagia leptospicularis
1688=	6	Otinotoides australis
1688=	6	Oxycarenus (Oxycarenus) westraliensis
1688=	6	Oxylipeurus ischnocephalus
1688=	6	Oxythrips austropalmae
1688=	6	Paraclisis hyalina
1688=	6	Paraclisis obscura
1688=	6	Parasitodiplogaster australis
1688=	6	Paraustrostrongylus gymnobelideus
1688=	6	Paraustrostrongylus hypsiprymnodontis
1688=	6	Paraustrostrongylus potoroo
1688=	6	Paraustrostrongylus ratti
1688=	6	Paroniella conopophilae
1688=	6	Patricialina martini
1688=	6	Patricialina virginia
1688=	6	Pauropsylla sp. a
1688=	6	Pectinopygus annulatus
1688=	6	Pectinopygus gracilicornis
1688=	6	Pectinopygus sulae
1688=	6	Perineus concinnoides
1688=	6	Perineus macronecti
1688=	6	Periphyllus californiensis
1688=	6	Petalaspis tescorum
1688=	6	Pharyngostrongylus kappa
1688=	6	Pharyngostrongylus macropodis
1688=	6	Philopterus excisus microsomaticus
1688=	6	Philopterus turdi
1688=	6	Physconelloides australiensis
1688=	6	Polydelphis anoura
1688=	6	Polyozus kojonup
1688=	6	Pomponatius luridus
1688=	6	Porribius caminae
1688=	6	Procamallanus (Procamallanus) lonis
1688=	6	Procamallanus (Procamallanus) sp.
1688=	6	Proctoeces maculatus
1688=	6	Progamotaenia bancrofti
1688=	6	Progamotaenia capricorniensis
1688=	6	Progamotaenia fimbriata
1688=	6	Progamotaenia johnsoni
1688=	6	Progamotaenia obesa
1688=	6	Progamotaenia proterogyna
1688=	6	Progamotaenia tenuis
1688=	6	Protoopalina dorsalis
1688=	6	Psammomermis sericesthidis
1688=	6	Pseudanaphothrips araucariae
1688=	6	Pseudapines geminata
1688=	6	Pseudoapseudomorpha wagait
1688=	6	Pseudohalmyrapseudes aquadulcis
1688=	6	Pseudostegias dulcilacuum
1688=	6	Pseudotrichonympha hertwigi
1688=	6	Psittaconirmus (Psittaconirmus) australis
1688=	6	Psittaconirmus (Psittaconirmus) launceloti
1688=	6	Psittoecus eos
1688=	6	Pterobothrium acanthotruncatum
1688=	6	Quadraceps auratus
1688=	6	Quadraceps houri
1688=	6	Quadraceps ridgwayi
1688=	6	Rallicola lugens
1688=	6	Rhinacloa callicrates
1688=	6	Rhopalosiphum insertum
1688=	6	Rhopalosiphum maidis
1688=	6	Rhopalosiphum nymphaeae
1688=	6	Rhopalosiphum rufiabdominale
1688=	6	Saccocoelioides pearsoni
1688=	6	Saemundssonia (Saemundssonia) antarctica
1688=	6	Saemundssonia (Saemundssonia) gaini
1688=	6	Saemundssonia (Saemundssonia) haematopi
1688=	6	Saemundssonia (Saemundssonia) laticaudata
1688=	6	Saemundssonia (Saemundssonia) lockleyi
1688=	6	Saemundssonia (Saemundssonia) pterodromae
1688=	6	Saemundssonia (Saemundssonia) tringae tringae
1688=	6	Sarcocystis cruzi
1688=	6	Sartrithrips popinator
1688=	6	Schedotrioza distorta
1688=	6	Schedotrioza luteogalla
1688=	6	Schedotrioza multitudinea
1688=	6	Schedotrioza tasmaniensis
1688=	6	Schistonchus altermacrophylla
1688=	6	Schistonchus macrophylla
1688=	6	Schistonchus virens
1688=	6	Scirtothrips quadriseta
1688=	6	Scirtothrips solus
1688=	6	Scirtothrips tenor
1688=	6	Seinura sp. b
1688=	6	Sextius virescens
1688=	6	Signeta tymbophora
1688=	6	Stemmatostoma pearsoni
1688=	6	Stenozygum miniatulum
1688=	6	Stephanopsylla thomasi
1688=	6	Stephanostomum anisotremi
1688=	6	Streptocara recta
1688=	6	Strigiphilus aitkeni
1688=	6	Taenia hydatigena
1688=	6	Taenia ovis
1688=	6	Tasmanema mundayi
1688=	6	Tergestia magna
1688=	6	Tetrabothrius heteroclitus
1688=	6	Thaumastocoris slateri
1688=	6	Theileria peramelis
1688=	6	Thrips aspinus
1688=	6	Thrips extensicornis
1688=	6	Thrips hoddlei
1688=	6	Thrips knoxi
1688=	6	Thryptomenomiris kalbarri
1688=	6	Tiracerus nitidicollis
1688=	6	Toxidia andersoni
1688=	6	Toxoptera aurantii
1688=	6	Trapezites iacchus
1688=	6	Trialeurodes vaporariorum
1688=	6	Trichodina cribbi
1688=	6	Trichonympha chattoni
1688=	6	Trifoliovarium draconis
1688=	6	Trifoliovarium ovarilobulus
1688=	6	Trioza malloticola
1688=	6	Trioza oleariae
1688=	6	Trioza pallida
1688=	6	Trioza tristaniae
1688=	6	Woolleya cathiae
1688=	6	Woolleya hallucata
1688=	6	Woolleya hydromyos
1688=	6	Woolleya sarcophili
1688=	6	Xaniothrips xantes
1688=	6	Xenopsylla australiaca
1688=	6	Xiphoidellus gilvus
1688=	6	Xiphoidellus pallidus
1688=	6	Xyroscelis crocata
1688=	6	Zelleriella hoytei
1688=	6	Zelleriella vivieri
1688=	6	Zschokkella heronensis
1688=	6	Zschokkella macrocapsula
2076=	5	Acontonidia triangularis
2076=	5	Acuaria anthuris
2076=	5	Allodapa suctoria
2076=	5	Alofia merki
2076=	5	Anamefiorinia casuarinae
2076=	5	Ancepaspis anomala
2076=	5	Ancepaspis asperata
2076=	5	Ancepaspis longicauda
2076=	5	Ancepaspis magnicauda
2076=	5	Ancepaspis reticulata
2076=	5	Ancepaspis rotundicauda
2076=	5	Ancepaspis striata
2076=	5	Ancyroniscus orientalis
2076=	5	Aonidiella citrina
2076=	5	Aonidiella comperei
2076=	5	Aphalara tecta
2076=	5	Aphelenchus (Aphelenchus) sp. i
2076=	5	Ascaris sp.
2076=	5	Aspidiotus kennedyae
2076=	5	Atmetocranium myersi
2076=	5	Aulacaspis madiunensis
2076=	5	Aulacaspis tegalensis
2076=	5	Aulacaspis tubercularis
2076=	5	Austraplectana kartanum
2076=	5	Belonolaimus sp.
2076=	5	Berlesaspis spinosa
2076=	5	Boopia brevispinosa
2076=	5	Bucephalopsis exilis
2076=	5	Bucephalopsis latus
2076=	5	Buckarootrema goodmani
2076=	5	Calicotyle australis
2076=	5	Calliphara nobilis
2076=	5	Calophya mangiferae
2076=	5	Calophya sp. b
2076=	5	Catoessa ambassae
2076=	5	Cecidopsylla paterae
2076=	5	Cecidopsylla putealis
2076=	5	Cerotrioza nigromacula
2076=	5	Chaetophyes compacta
2076=	5	Chionaspis minor
2076=	5	Chionaspis rotundiloba
2076=	5	Choristopsylla tristis
2076=	5	Chrysomphalus trifasciculatus
2076=	5	Clavaspis quadriloba
2076=	5	Cloacina australis
2076=	5	Cloacina cornuta
2076=	5	Cloacina curta
2076=	5	Cloacina feronia
2076=	5	Cloacina frequens
2076=	5	Coccomytilus convexus
2076=	5	Copemania obendorfi
2076=	5	Cosmocephalus jaenschi
2076=	5	Cryptoparlatorea destructor
2076=	5	Cymothoa carangi
2076=	5	Desmidocercella sp.
2076=	5	Diaphorina tryoni
2076=	5	Diaspidiotus ancylus
2076=	5	Diaspidiotus evexus
2076=	5	Diaspidiotus lenticulatus
2076=	5	Diaspidopus distinctus
2076=	5	Diaspis bromeliae
2076=	5	Diastolaspis novata
2076=	5	Diclidophlebia sterculiae
2076=	5	Doriopus bilobus
2076=	5	Duplachionaspis ethelae
2076=	5	Duplachionaspis frenchi
2076=	5	Duplachionaspis xanthorrhoeae
2076=	5	Duplaspidiotus carptellus
2076=	5	Echinuria uncinata
2076=	5	Entamoeba morula
2076=	5	Euryhaliotrematoides annulocirrus
2076=	5	Euryhaliotrematoides microphallus
2076=	5	Euryhaliotrematoides triangulovagina
2076=	5	Eustrongylides phalacrocoracis
2076=	5	Fergusobia juliae
2076=	5	Fergusobia morrisae
2076=	5	Ficotylus congestae
2076=	5	Fiorinia geijeriae
2076=	5	Froggattiella penicillata
2076=	5	Furcaspis biformis
2076=	5	Geijerolyma robusta
2076=	5	Greeniella capitata
2076=	5	Greeniella ornata
2076=	5	Greeniella truncata
2076=	5	Gymnaspis aechmeae
2076=	5	Gymnaspis perpusilla
2076=	5	Halipeurus gravis priapulus
2076=	5	Halipeurus mirabilis
2076=	5	Halipeurus placodus
2076=	5	Halipeurus spadix
2076=	5	Halipeurus thompsoni
2076=	5	Hepatoxylon megacephalum
2076=	5	Hexangium sigani
2076=	5	Homalometron stradbrokensis
2076=	5	Homalometron synagris
2076=	5	Homalometron wrightae
2076=	5	Hybridaspis producta
2076=	5	Kudoa chaetodoni
2076=	5	Labiobulura (Labiobulura) inglisi
2076=	5	Lacistorhynchus dollfusi
2076=	5	Lepidosaphes contorta
2076=	5	Lepidosaphes crassa
2076=	5	Lepidosaphes defecta
2076=	5	Lepidosaphes hartii
2076=	5	Lepidosaphes hilli
2076=	5	Lepidosaphes lobulatus
2076=	5	Lepidosaphes machili
2076=	5	Lepidosaphes melaleucae
2076=	5	Lepidosaphes multipora
2076=	5	Lepidosaphes pallens
2076=	5	Lepidosaphes pandani
2076=	5	Lepidosaphes subnivea
2076=	5	Lepidosaphes subspiculifera
2076=	5	Lepidosaphes tokionis
2076=	5	Leptocoris vicinus
2076=	5	Leucaspis cordylinidis
2076=	5	Lobatostoma manteri
2076=	5	Lopholeucaspis japonica
2076=	5	Margarodes australis
2076=	5	Marsupioacetabulum opallioderma
2076=	5	Mcateella austera
2076=	5	Mcateella elongata
2076=	5	Melaleucococcus hirtipectus
2076=	5	Menippus darcyi
2076=	5	Microtetrameres raptoris
2076=	5	Mnesampela lenaea
2076=	5	Monaonidiella bidens
2076=	5	Monaonidiella parva
2076=	5	Monophlebulus pilosior
2076=	5	Morganella nudata
2076=	5	Myrtophila adnatae
2076=	5	Myrtophila pseudadnatae
2076=	5	Myrtophila suticollis
2076=	5	Neoapocreadium karwarensis
2076=	5	Neoapocreadium splendens
2076=	5	Neoclavaspis duplex
2076=	5	Neoleonardia aliformis
2076=	5	Neoleonardia delicatula
2076=	5	Neoparamoeba pemaquidensis
2076=	5	Neopolystoma kreffti
2076=	5	Ophidascaris moreliae
2076=	5	Orchidophilus aterrimus
2076=	5	Ortholfersia macleayi
2076=	5	Parafiorinia rubra
2076=	5	Parapharyngodon kartana
2076=	5	Paraphelenchus myceliophthorus
2076=	5	Paraphelenchus sp. a
2076=	5	Parathelandros carinae
2076=	5	Parlatoria banksiae
2076=	5	Parlatoria blanchardi
2076=	5	Parlatoria oleae
2076=	5	Paurocephala sp.
2076=	5	Petelia medardaria
2076=	5	Phaulaspis hakeae
2076=	5	Pleorchis oligorchis
2076=	5	Poliaspis attenuata
2076=	5	Poliaspis callitris
2076=	5	Poliaspis elongata
2076=	5	Poliaspis nitens
2076=	5	Prochristianella aciculata
2076=	5	Prochristianella butlerae
2076=	5	Prochristianella jensenae
2076=	5	Procyrnea mansioni
2076=	5	Pseudaonidia dentata
2076=	5	Pseudaulacaspis australis
2076=	5	Pseudaulacaspis cockerelli
2076=	5	Pseudaulacaspis difissata
2076=	5	Pseudaulacaspis xerotidis
2076=	5	Pseudotargionia asymmetrica
2076=	5	Pseudotargionia isaensis
2076=	5	Pseudotargionia marginata
2076=	5	Psyllopsis fraxini
2076=	5	Psyllopsis fraxinicola
2076=	5	Pterobothrium lintoni
2076=	5	Quadraceps hopkinsi apophoretus
2076=	5	Raillietiella amphiboluri
2076=	5	Remotaspidiotus albus
2076=	5	Remotaspidiotus squamosus
2076=	5	Resseliella xanthorrhoeae
2076=	5	Rugopharynx delta
2076=	5	Rugopharynx zeta
2076=	5	Schistorchis paruchini
2076=	5	Scrupulaspis intermedia
2076=	5	Sebekia purdieae
2076=	5	Selfia porosus
2076=	5	Serratospiculum guttatum
2076=	5	Stephanocircus pectinipes
2076=	5	Stilifer ophidiastericola
2076=	5	Tanqua tiara
2076=	5	Tarophagus persephone
2076=	5	Telorhynchoides longicollis
2076=	5	Tentacularia coryphaenae
2076=	5	Tetrameres globosa
2076=	5	Trimacracanthus aetobatidis
2076=	5	Trullifiorinia nigra
2076=	5	Unaspis assimilis
2076=	5	Waddycephalus calligaster
2076=	5	Waddycephalus superbus
2076=	5	Yelirella petauri
2275=	4	Abbreviata bancrofti
2275=	4	Abbreviata kumarinae
2275=	4	Abbreviata varani
2275=	4	Achlysiella williamsi
2275=	4	Acineta fluviatilis
2275=	4	Acineta tuberosa
2275=	4	Actornithophilus umbrinus
2275=	4	Acyrthosiphon (Acyrthosiphon) pisum
2275=	4	Adelges (Dreyfusia) nordmannianae
2275=	4	Agathyrna praecellens
2275=	4	Agriopocoris chadwicki
2275=	4	Agriopocoscelis elongatus
2275=	4	Akainothrips bipictus
2275=	4	Akainothrips gremius
2275=	4	Akainothrips juliae
2275=	4	Akainothrips magnetis
2275=	4	Akainothrips monaro
2275=	4	Akainothrips nyngani
2275=	4	Akainothrips uncus
2275=	4	Alcaeus lignicolor
2275=	4	Aloephagus myersi
2275=	4	Amblyospora indicola
2275=	4	Amorbus biguttatus
2275=	4	Amyloodinium ocellatum
2275=	4	Anagonia anguliventris
2275=	4	Anaxilaus oliva
2275=	4	Androchela milvaria
2275=	4	Anisakis simplex
2275=	4	Anomotaenia microrhyncha
