rank	count	TAXON_LSID
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ff296b05-1a35-4ab8-88f0-6da3ba9751cc
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ff2dcb23-e9f1-4260-8cb9-c3b7da622aa9
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ff49f6e9-d0c8-4766-bea6-62a7648771b8
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ff73cb73-57b0-40e1-a48d-e8f1f9a4fe0c
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ff7d7447-8d55-4fbe-b621-da678b6acfeb
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ff9ac46a-8c02-4866-a6df-d106951e756d
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ffe35b57-2e73-4637-9448-e92fecfae92f
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:0048853b-b16d-41bd-9cd8-19a0c6dbed5c
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:004994a8-44ff-4b1e-b724-b7287b00f7e6
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:0083cad1-7ed0-4832-8c62-54191c77b9ed
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:0087172d-b5d5-492f-8d64-bb46a094cd0e
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:009ea8d3-2dec-46b0-b956-4223dd75dd1d
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:00f0eb81-284d-43ff-be3d-59eee8a7eeb1
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:00ff45fb-71d3-4382-825d-1c5ce2ebcede
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:011f2e6f-63d1-4e13-9fbc-b6c9c8eaaab5
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:016412d9-1eb0-44f0-92f5-8858abd25ef7
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:01859d93-8c9c-46b0-8629-ba3c9025ae9d
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:01f7e6ab-0a76-44c2-b643-96f6fb737c1b
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:0247fcf6-a446-4f2a-9c9f-5f0b468ff946
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:0266a6cd-22b7-4bac-ba99-ccb02cd8b9a1
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:027b9b53-1251-43dd-a65e-f2b4d0d0991a
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:027c77d4-7a96-4163-8cdc-aaa08e07ad67
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:029ed7d7-cf30-4268-93b5-232feb984309
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:02d04257-f776-481a-8a4c-b80506028df1
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:032c1755-7c3b-4083-b250-bfa041cc98c9
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:03435618-639a-4368-ac64-0370dd185245
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:034c1590-5665-4a28-a12b-dba72f45c5d2
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:0354b7ac-2836-4b36-a89b-0ca74225823b
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:0391ec5d-b976-464e-90f5-b1a28b47b911
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:03ebf9ce-0803-45fb-8f5f-6ba3f778b638
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:04526f9e-38b3-48db-a071-cc4d0435f7f4
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:049d456b-6923-4f00-b497-07fdfa45998a
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:05095cad-c14e-4110-b072-367ca6c1497f
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:05122a8c-30f0-4dc4-934a-6d4ac0938e96
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:05201829-b89d-4bb0-b5a4-0fc36a1dfd7c
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:052ffc85-b34a-437c-bd96-c57eecb86cae
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:05a7664b-c8e0-4603-b9b5-7eaa90203c7c
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:06073d2d-71f0-46de-953d-ec1071dbbd7c
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:0670cf0f-f045-4821-8cfc-9857bfd88317
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:069d7358-89d1-4ffb-aa8b-b834bc6d5c56
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:06a1579b-bc27-47ce-9d10-27ec4d5b1b46
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:06b50410-24ed-4bb2-8f20-440737a1ee35
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:06c1e0f4-d392-464f-88a2-4fca79dfb994
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:06d4fe08-a39a-4a2e-bc3b-e22c129b63c2
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:06d9fcb3-0fcb-4ab3-bbe0-2715148457a9
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:072b05c3-e5d2-4211-957e-d479346fdcc5
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:074222a9-fa4c-46e2-a516-3589febf242b
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:077441d7-df1c-44df-ba28-543b8e075158
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:07749946-afd2-4f53-9ca7-654660f393a4
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:0786b188-a05e-4f79-8243-330ec4bd59b6
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:07bc8797-6abc-41b6-8b44-bccf71cf1c9f
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:07c717b1-3201-4fe9-94fa-c39441e65773
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:07c7b157-6a98-445e-b09c-a0a6db88ff87
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:0821b595-4b8a-4977-a733-d9ead9804553
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:086673b9-c50b-44f1-9c28-90a77da7dd65
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:089a894b-a5d7-4537-b123-3a177e436546
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:08d13421-3f6e-4bb8-90a2-403e77b9bb54
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:08f45654-6422-4837-a0ec-00ef0ce6607f
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:090d647a-76f7-4201-ae77-03b9aa8dd7b3
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:09295e3f-3bbd-41f6-90c2-be190d337970
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:093aa221-fb34-4664-b1f1-4f1cfa03e639
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:098d75f1-ccfe-4bf1-9f70-7549ab182911
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:09a98155-c239-4087-bb89-a88f0a3b1337
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:09dc9b2e-84cf-4222-a7df-831d17da3b24
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:0a0a764e-db8c-4437-886f-481f057cb9a6
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:0a152cd6-119c-415e-970d-beebec8f27d4
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:0a1b9a39-245c-4b0a-be51-dcc8b3a9bf49
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:0a32a4c0-4cf9-4ac7-a307-834a4727064d
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:0a3959e5-3003-447d-bb75-211d3bc4d067
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:0a68018f-feb1-4520-b462-b2493ae039c7
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:0a93349c-6f0a-4190-847a-1a480598203e
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:0a9b0d27-a88f-4fde-81b8-366dc10774c9
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:0aa69097-5719-4dd1-8a5a-4ee5084fc178
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:0aecccb5-d79f-4551-95af-4537ec7c8b47
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:0af93020-4159-4f26-b87a-1c22b5ebba24
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:0b229daf-3eb9-4d65-bdae-c21c51b95501
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:0b99f67d-8ae0-4883-a5de-90f31418348b
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:0bdbfd46-dd97-4293-8f3e-7d94dc997392
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:0bfd782c-8eff-4f08-8f02-bbe8caedc100
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:0c09becf-b59f-4b48-9f1d-093908ac3062
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:0c3cea94-6f6d-4d91-9605-04ec7ebb1ba1
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:0c87cb59-5587-4afe-bb04-d93558891172
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:0cee5029-6d0b-46c7-9244-bd21e006a93b
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:0cf6aad5-19b7-4b2b-bb87-af4d7e20c726
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:0cfd9315-a35c-4169-b9fd-332d31036a55
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:0dd0a5f3-fe96-4656-ba94-56ec6205b08d
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:0df01abc-513c-41cb-95dd-5172ff825498
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:0df783a5-5a35-4306-9376-221ff4a1d90d
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:0e156e90-db89-4c30-a2f4-008c286c0430
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:0e2faf97-946e-4c55-9781-280ced2994fc
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:0e4d3938-9e74-4032-91ce-144406c1ac96
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:0e9fafed-64e5-436b-b45e-adb80e437766
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:0ea77c74-7053-446f-a4d7-4998b6dc0ddc
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:0eb5bc9a-0ca3-48f3-8871-a840550001aa
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:0ef958dc-dd62-4b0c-9de7-b5c79fcfa58f
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:0f711a5a-f14a-4675-b490-3ca67a1ba693
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:0f9bcf2d-f338-4c37-8492-0bdaebb7dbaf
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:0fd7641f-83d4-4162-9c7b-77985d4022a3
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:0fe7331e-6ae3-4fbc-8250-ab626aea95d1
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:1034311a-450b-4b20-9e28-46ad93c36407
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:10a390e3-b49c-4a65-bea7-7b41d4463be9
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:10ade33b-b4fc-46ff-b83f-9dc5c2cdad5c
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:10c149bc-d9eb-430d-bc4f-5f78a2d8f36f
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:10c1e0be-29cb-49ad-b01d-6a66b0b61202
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:113e0331-1d5b-40f6-abf7-9295bb812f5a
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:115badd0-9072-44ca-9b47-1ed8e7cff185
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:1193dbec-9c64-428e-b749-ae2f77c1f4e5
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:11c615b0-6575-4575-b635-d68638acfdac
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:122c5a34-9bd9-422d-9b0f-8390f367c446
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:124b2471-1233-4086-8156-33ff969b21de
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:1274cdb2-f8b1-4604-abe4-7a85caf777bb
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:12a98498-03d4-47b8-8fcc-db4f4e54bfdc
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:12c50619-9e4f-4337-811c-a84f1084e10b
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:130c4b06-33e4-4943-a1b5-c241bd1399e3
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:13266a51-ec82-43a8-8db6-99edb9890611
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:139db6e1-11cf-45fb-be81-6cc06d946a82
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:13d91a5a-157a-4b62-8530-353e91348f08
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:1436ac0f-727c-4c79-912c-8f5b1b061c8d
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:148b4920-dddf-40de-8228-053089fda58d
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:1493e1d7-d8ab-4720-a64e-391d7097bb7c
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:14a6a83b-ee26-477c-99f7-cf2428008abb
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:14bade45-7707-4fa1-8eea-c5abb7ba4f80
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:14cf85ef-b733-43cb-94f5-3392ed582e0f
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:1510e5e5-f905-40e4-875a-be7f4baf1f54
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:15386c9f-b8e4-4132-9f16-c76c7028124f
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:1585a3c4-a0d8-49f1-8e27-8ef3da33ec31
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:15939970-df98-4aa5-84f5-28d4569a5098
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:161261aa-1df3-43d3-a7bf-b8cf4b10a545
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:16150d31-a358-42e2-b660-e711bb571991
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:162a5875-8125-4f8d-a587-7e91e8c8b47b
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:162db43f-f597-4b88-ada5-025219ece5a0
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:169d839f-b544-4c32-83a0-94c023d26deb
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:1706ff93-88a4-499f-adfb-9ecd13e461d6
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:172ec0dd-d6c6-4d0a-a470-2b23407845c0
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:17341058-7ebb-4c57-99bf-2600e2050df1
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:17962bdb-eabe-45a9-9001-2f20225b6e58
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:179b357b-3729-4744-8741-2d4f14549c66
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:17ae64b6-163c-4a43-b06c-5d0c53364b2e
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:17af7230-afc3-4336-996c-b064a26e40c0
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:17bf5264-2acc-400e-8075-db649bbd9c87
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:17cb6734-fc1b-40fc-acaf-718096d4108c
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:17d713c7-b546-4cdc-93b9-3a7d52535d5e
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:17f68276-6e45-490c-a6e6-5fd4ee947db9
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:18635fb6-c7e6-48ae-8ecd-95a63899a1bf
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:18b03836-515b-40c5-8b92-f383ac00099f
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:18c9a4da-3eba-4d8a-b38d-74afa0b5ec06
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:18e3f154-ec59-4ded-af4f-55309a6a534b
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:18fa4d75-2313-4d67-a4e1-814fb9e30ecf
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:1919dae5-c91e-4628-9164-49333bbdbaf2
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:1938f059-70bf-4411-a262-7bcf95795141
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:19727a00-0ec4-488c-8caa-3d0a6ef715e4
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:197ae50b-909b-4cfc-878f-4108e819d2bd
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:197e90d2-c96b-487b-a79a-4f68e28da160
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:199c946a-d846-44f5-9b90-345528de337f
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:199fb0c0-c087-4247-ab47-818a70b55c3c
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:19addd41-5da7-437f-be9f-b3e0054c44f7
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:19b8dc26-4af0-4fb1-88c9-140006db2082
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:19eda06c-e2d7-418c-958c-8c48cee98242
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:1a1716c9-c6aa-4d33-be55-ef0e3e575c78
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:1a5732e3-88db-490c-b9b3-530051e72bbc
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:1a674fd0-b579-42a4-a411-47c8d8d94f04
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:1a9ad1cf-ff39-4f4a-b639-b38555e6c65c
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:1aa4b710-a555-487d-a70b-879f7fcfcb52
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:1aeb6238-3d34-4099-829a-751c04b49877
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:1b63914f-add4-4e23-a943-21945ffee9d3
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:1bb0bf0e-31a4-4580-b048-cbd8537612ef
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:1bd5e0ac-c673-4d9a-a501-5355caeadd28
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:1d109371-a977-4e8b-bed6-041898981083
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:1d3407f2-cd35-4ef4-a553-473e4afe0660
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:1d40aa1c-9c23-4713-a148-2867abdf336b
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:1d667d9b-42ae-4252-a5f0-ab8649a09c4f
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:1df70215-db1c-431a-8f75-d1c946723466
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:1e3ff55e-3dc9-47dd-bf71-13d0276a8afe
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:1e80abc1-a088-4e54-9cb4-e6940d202410
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:1e9d6d66-c277-4448-8af8-9be69b678293
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:1eb661ef-f563-4b22-b74f-7753e2ff6a1b
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:1ec575a3-0a5b-48c0-9ed4-99a57f36cbc5
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:1ef0eb5c-3fea-4bf8-9738-9090727bb2c7
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:1f25511b-36bb-4d10-a281-cf4fc9dc16e1
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:1f307dc7-637c-42ad-af2b-b83c29d29f28
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:1fcb66b9-0ce9-4d98-a5e9-32d2a68245d8
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:1fce2084-0b9e-4dd5-8cfc-8d74a4e72d2b
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:1fed1f78-96cb-4022-bbf9-dca04b6f2db4
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:200cd9fa-d708-4b76-a868-12198dfb0d7c
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:204c55b0-08d6-4902-8ef9-6cd587c7dca1
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:20cc7404-4245-4b4d-9b6c-716642e4f101
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:20de82b0-662b-4a43-9c37-b7c0e4bff2ac
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:20e9f534-c206-4c7e-98fe-a0894e967cc1
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:20f61088-9aec-4dac-a240-5685ef1f9cc9
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:2132c6ba-23ef-4d1c-9043-409c9d787e04
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:216d29bf-a05b-4b22-8fef-121b94f0dd1f
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:2185e8c0-c7f4-41d2-a19b-ce8131422af8
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:218fcb1b-1328-49f2-b00b-165bf1ef2f79
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:22056fcd-7df4-413a-9f90-5f2e4c271c4a
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:225b90ad-5dd2-4d1c-a50e-508b8274a441
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:22b2735c-3d49-4f57-86f5-bad7dc711356
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:22cf2566-8dbb-4e6e-8e8c-5d990ba316bc
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:2342a44d-da06-4e1b-8f61-41102d7e6098
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:23462fb7-6350-4628-b9d9-a0f003ac533e
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:234cfd27-8971-4075-a944-1c9cf77e3860
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:2368f77a-ffc3-4448-8350-0cfd770a3e0a
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:236e8062-cc44-4a5f-b00a-7151d96c64a6
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:23d2ff84-eb86-4a76-b0f7-f63a41fab751
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:23d42361-2d0b-4830-8913-adb193f40788
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:23e8ca83-ffd5-4700-a377-ae543a1e2a4e
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:23fbc217-b1df-4f9e-bdb8-976c3a4770d0
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:23fe8142-493f-49d9-bc91-d210155e193c
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:24035a48-87d6-4d9d-b755-6f5a104d3d7c
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:240b24ac-e749-4f16-9f08-5821de54eb6e
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:246850ad-288c-4405-bf37-17030b3faa32
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:2476b2fb-36cb-43e0-b8a1-3f1057f4c15b
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:2480a234-655c-4c2d-b07f-54a1c5eccaa7
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:24c60c56-5642-450c-a84c-e2e7542a154a
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:24fe4482-9ab8-461e-8df8-704003546cb6
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:25127216-ffcc-4de4-8898-71d63926903f
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:25157e0f-bce6-4368-9e78-64a8ef4c0b89
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:25416609-1bdf-4d2e-afd9-fd637780916c
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:255199d5-7561-4198-a45c-abddf4edefea
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:25678dad-77e4-42e6-ac5a-f391a6188d86
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:2629034c-fce6-430f-b4ee-8c86ffb234f4
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:264797d3-13bb-489a-b468-b80f1efa84ab
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:26506eba-2c2a-4670-a0fa-11ccbc45837b
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:269eced8-57ee-4325-a3d5-da14a4a7b56a
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:269ffd4f-0a27-40f6-aa61-e93c75f80542
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:26b3d36f-0d90-4a89-8650-93f9705f43f3
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:27008404-5315-43b2-9b9b-3b3d6a5b27ae
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:2712efeb-0e6f-4200-a3ca-a4c738673e28
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:2714c30c-fa4c-405a-b365-e24b5cf47ad3
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:27162071-8c43-4ea7-ae83-4c096cc4ed9a
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:27184293-d179-49d0-a845-81e70902e0c9
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:276ad7b4-1a39-4dec-bcb7-044aabf49644
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:27ac8791-2ca9-45d5-a876-da5af537eaff
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:2820ce33-9a96-46c7-b26e-347b30b19b46
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:282c7255-54cd-4ce8-8aa0-40e419cb8965
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:282e891c-baf8-4fc0-9ba8-4330bbcd15fc
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:282f0a1e-7aba-47dc-adb1-ebc389b143df
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:283a9179-d57e-46f9-9022-d54dac4fcbd9
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:286cd5ba-cc77-47a7-800d-3f10fde6412b
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:289723eb-4a01-41a4-8607-35f95ffb1ce2
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:290ef6e7-c551-4a73-b7c7-54f7d1fa08d1
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:292d4452-429c-4dff-9355-83bdae3324ce
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:29710b41-cc79-46b6-a27c-41ecb7631c75
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:2977e780-ea32-45d5-96d0-6eb14f12a617
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:29af4706-b8cf-4342-b9fc-1481322757b8
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:29bcceee-b1d0-4d48-99e7-44610667c002
5397=	1	urn:lsid:biodiversity.org.au:afd.taxon:2a3d912d-6c0b-44bb-b0c8-a5205210eb8f
