rank	count	TAXON_LSID
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:d67102b9-017e-4b32-aca8-1b3c163ade4b
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:d67ab672-d823-4f70-a438-2a170ca19ce2
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:d698c390-c9e0-42b3-b9ec-42f1d52599d0
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:d6a63bb6-5779-41e4-9906-a6c43801d311
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:d6b90e96-4d55-427a-8503-db94ecb1197d
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:d6d142a2-d220-47bd-9032-12b5b46be158
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:d7400866-ed49-491f-97c1-a5827ea507a6
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:d75aa45b-09c6-4bc7-ab95-f745e42caaea
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:d7633826-fa4e-4e82-800f-eba8920d5b4d
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:d773dfa3-0767-41f8-b975-262eceb76add
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:d7b5a3c8-1884-4541-a79b-67ed19d16222
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:d7c7de3a-4e54-4fe9-8380-9d27e1396a87
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:d7faab61-c892-49d3-accf-22bb532d5ef3
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:d80384a1-8e33-4417-834c-857e846df704
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:d825100a-4e31-4137-a3fe-8f9062e096f6
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:d83abe06-96a2-4105-a751-da549c782a23
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:d886c872-c970-4391-b215-f86bb77c148e
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:d907a796-7f1f-47a1-9f1c-a9dfd20b463b
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:d927dacb-558f-4753-b523-29916d540bab
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:d932f596-4bb6-479d-803e-32cdf1b22684
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:d93f3a25-4386-45ee-b2e2-12a5a2c20010
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:d9aea5a8-5894-4e5a-94fc-8acaec012c55
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:d9cc28c6-8d0d-4be8-b030-c38d89ba3cf2
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:d9e3895a-3519-4843-8af3-41661ba55f8a
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:da2a92db-4210-44e8-9b74-e2cead2f99aa
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:da71b7ce-3d96-49bf-9a0c-c460e428467f
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:db4f0ec5-192c-412c-ad46-22f664618804
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:db99d598-e943-412a-ae2e-420a2134c633
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:dbf5fd45-80aa-421b-944f-1e03292999ef
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:dc05eac6-b376-4542-b01c-7717bd452427
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:dc4faa83-80ea-40fc-ba4b-09a762c4a0cb
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:dc847b6a-118f-4e4b-8a2d-235cdd072372
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:dca9bfe9-bb78-4e61-b57f-bde3e3a61e06
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:dd82067c-fa14-46b5-a2b1-9ece0a583e9d
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:dda19140-c45d-47f1-801b-9bd197ddabc7
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ddbd6330-52ae-4d6a-bb84-3b27a02a1f1c
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ddd81a7e-4d6d-48bf-ad03-421b8ee3a88e
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:de4a0bc8-6acf-412f-aa7b-9a99c87eada8
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:de991e10-5f89-44e0-9a49-bea2331464df
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ded7006b-339f-4b32-b4db-3428daadfcb7
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:df011f75-7bec-498f-af6f-f0af8f15edc4
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:df4b6fa1-7771-4893-a670-2416ed0c90c8
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:df4cab28-865b-47c5-98c8-19426fe83e59
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:df6d8fb5-025e-4470-b167-130d4b35660d
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:dfd3fc11-142e-4c38-9234-41a7f63cd1ad
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:dfe04e1a-cd1e-414d-8af9-ca3ab46631c1
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e0193229-4a37-4fdd-9244-9da1eab6c58b
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e0335463-2eaf-43bb-b9d9-89eb76fe4b39
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e03ec384-646c-4ec1-8bcf-2e6d21131697
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e0b2cc40-9ccb-4d15-a3cc-a94678ffe377
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e0dd09a3-8615-42e0-9d86-34101217dc95
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e0e24a89-f0b2-48ea-a671-ff3129be2200
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e13e7822-d150-4677-82c6-029ec4f7073e
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e1444290-daa5-4f7f-b9af-15c4e07b8e3a
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e152651c-1594-4775-b1e6-1dbaecd576c0
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e15d3b24-f4fe-4b67-b817-21936291f2a5
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e16d8dca-38d1-43fa-b5c5-6060b88cbb0b
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e18c9d13-0cbe-400b-bb29-cca2ff04913f
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e195bcc1-cc7c-4cbe-a2cd-3a9775e9e54d
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e197829f-b934-48af-954b-1353d8d4b12d
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e1c993fe-f4fe-4347-a53a-30f87d86a803
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e1da03d9-eb04-41b3-a68e-f1e35c6b714d
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e1f9955a-f5a9-4917-986f-9e5afcdfb227
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e214a185-b9b1-446b-8cec-188ba4c5cf7f
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e256491e-544f-48cc-9ce9-308719eef2c9
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e274e134-003c-456e-ba9c-ba937052c05b
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e2897381-e063-4a6c-a72d-eb121610b4e0
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e2be666c-7d8f-4b67-b327-a80c3825e8ff
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e2c793e2-8d8e-4935-ab9c-37c233510e10
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e2ddfbf0-efa8-4bb4-a0d9-7e3214a438dd
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e300289f-d2bc-46f0-821f-0562e423c148
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e372a2b3-fb2c-4ec5-8b92-4544ac2db6ca
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e37727d5-75d8-49bb-9714-a5c8cc3e5711
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e3bfec5b-264b-4453-b297-3587ce53e3c6
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e3de4554-882f-40f4-9506-84711d7ece49
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e3edf27d-bd58-4f3e-9c2b-e70c00a0a4ea
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e432cc99-2de8-41b7-8852-2c0351ac3c1d
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e4357284-c1f8-40d4-8548-cb5c8760b521
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e494c94c-b148-4521-b057-9810403397fa
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e523b7b4-7d7b-4fce-9505-9a98e621c465
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e54c67b1-8f7d-4078-b2e9-6e036309e216
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e569597a-6ba6-4e93-99b8-456c2b7cb4fb
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e593eb59-ee47-417b-98c1-0a88fd873290
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e5941595-2947-42f1-a831-6e8a2d68424b
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e5a9d466-8573-4382-bcb9-4aba5a410e1a
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e5b8f198-c453-4b22-8dd7-ad1b7377a3b6
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e5eab6af-66c0-4508-9f99-e843b12c9c5a
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e5fe6cd5-6d56-4974-b124-e475c788d153
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e602e5d7-243b-43ac-b68d-9b8534c1539d
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e68342e7-8b26-4d08-980a-86430dd2ffbe
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e688b5c7-5c19-4eb3-a466-d8c9cea6072c
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e6db6920-6f7e-476f-a472-bf6e5bbccaae
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e6f2663e-f829-405f-b156-b651c386a708
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e702564c-92bc-4347-a969-6a918bf823dc
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e70c60ee-1712-406e-9831-dc6c2ffa88c3
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e71fc33b-feef-4240-8966-e02d1e787bc1
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e7618a43-2816-4563-bfb5-c367695b7e9a
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e78e53ee-bb42-42c3-9cdd-fce72f26d472
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e7e73023-35c6-4247-91b7-1f82164f17e4
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e803299d-4cab-4f92-a306-3eea971ecbcb
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e80bd58a-7e1f-4b6e-a9bf-80998d6b2479
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e8143af9-2134-4b71-b201-374efda64233
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e838cd81-8085-449d-a0da-360b0c19748b
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e8b3da3e-3a1d-4e16-bf93-5c210878c70f
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e8ce4d80-b0cb-496e-a8cf-842d5c2399eb
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e8dedd63-af13-4c57-8238-99c0a491a5f4
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e96f0da0-e7fd-440d-ad73-ef82936dc6f6
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e979e5fd-bd51-483e-b3aa-d41ad87233ce
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e9d89be2-4ea4-468e-936d-3268c20ca484
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e9dd4aa3-0415-4291-bd79-caf6e0319fc0
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:e9fc8ddf-be11-4b57-98d5-44f669eddeb8
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ea361510-19b5-47f6-bfbe-ba5f1025652c
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ea6e3b6c-2457-41af-8f8d-70750e0bca93
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ea9ae3d2-a86b-4386-a6ae-52977a305947
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:eae4c45e-a52f-4d70-9004-62157c0bc183
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:eaee2cd6-eeef-401e-be57-83cf276d3a0f
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:eb1fb3d8-6385-4e18-8783-38de462e0ad6
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:eb2d1c53-8a38-4256-93de-2fa39ded0273
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:eb72c35d-b47d-4646-b07d-9315f84e1525
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:eb9bab9f-b300-4220-af8b-7d67139960b4
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ebec75a6-c30f-457e-b4d4-18dfc3ec73be
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ebf8e2a0-3b26-425a-bb3b-164e81665244
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ec020033-5abe-412b-95f7-557d8e7aa7b2
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ec0c4f0b-cf39-4ba1-8a92-6f61af2a5902
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ec30ba00-2458-40f6-92a9-06b9fff7585d
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ec33c48d-794d-408d-9b6c-aaabf2adb48b
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ec41bb3f-e85a-4202-af23-6e0c8ae9d73f
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ec533633-e103-4534-8b98-8d6bd55f397c
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ec6024db-466e-4713-8a04-07759a143694
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ec68547f-1e41-49b8-9cd2-354495c09f0c
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ec7b16bc-870c-4cf7-95d1-af080bf01bb3
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ec8144ee-84f9-4741-90d0-f660af001c06
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ecdf35ab-5415-477f-ac79-17af25cc5343
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ece6078c-9dac-461a-a7f8-013cb99aaa58
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ed39c6d3-b0a7-4f78-9ef7-89675dff4a72
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:edaeebec-2c45-47e7-9f60-6be0c3854434
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:edb0a612-0380-4fc2-9f9b-d6a956e0b674
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:eddfdf7e-2a56-4fba-805e-7d52ef400294
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:edf04827-8606-47c6-ac30-b439ea1f9ea8
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ee74a51f-c88f-426d-9537-f72f14276030
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ee9afb7e-258b-4b73-bf34-f8e86a8f316d
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:eeb22f4f-3809-4af8-8b25-d7208eb0eed4
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:eebacecc-4aba-4ee2-a692-76b12e9b20f0
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:eebee0fe-92c2-41d8-95c0-16f2baed2306
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ef2254f9-e840-41d6-9531-dd9d57e1cc5e
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ef27d617-f78b-4d2f-83dd-f4f155c88eb4
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ef67de6f-078c-4bbf-93d8-aceddda3d834
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ef9beca5-9e96-474c-9385-c2239224d24e
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:efb65e7c-9680-45cb-980a-12f34f3b8a4d
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:efc07f6d-c2cb-4679-a6eb-cfa403aac3da
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:efe140e4-70d6-4daa-a300-214f83a61c27
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:effbb30d-5f93-43b4-a5f2-0a23b7a97974
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f0222e0d-9d57-4523-84c5-1215d8812534
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f02b41ee-22ac-4e55-90c4-a95e79737b71
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f0420c1d-9b6c-4adc-9ff0-c909051649eb
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f057c2de-6ca6-4a64-8841-6df4cc734da8
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f06bb05b-1746-4e23-9bab-4289f3ac9b4c
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f0a24c93-029c-46f4-a4d4-fdeae68e702f
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f0ce76c1-1e7b-4424-9400-fc594316e050
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f0eaac4f-2558-4830-825d-a26a7ec6c53e
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f15533e0-8d6c-4f1b-9b3a-57f67fac817b
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f15ddec8-b20d-4322-ab61-2f67c5f59ff8
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f1b3161b-c533-4de9-97ea-726ed1f9301c
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f1f2b72d-17fc-4668-9a34-6a1223663ff0
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f26fb10e-4946-47a9-a5f9-66947fe9b8b5
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f27f2818-d745-4985-97a5-9cf9762d63d2
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f2b9880b-59e5-473d-8b0d-d48d2ea8e131
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f2eec834-cad1-49c9-a91f-f341ea4b6385
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f408523e-8cdf-40ab-b8f9-e186f3d2e752
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f42c9116-531d-4c68-b5a9-1f747db315cd
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f4499466-1a83-4de1-aa77-9aaa7cb9159f
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f44c6708-4495-46ec-8db1-7d743d375d38
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f44d13aa-8ef9-4624-92b9-aec7d712363a
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f4595409-fd53-4fe2-aa45-25b46ba9b855
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f4a753f6-35e6-4b3d-971f-f259559712f8
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f4b4c2de-958d-4f0e-ba8f-e7ede75ac5a8
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f4b9c47d-6073-4db7-a320-84389c0006fe
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f4ead28c-667f-4611-bd7d-88c68f59e92f
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f51b5861-0fba-4b4a-b00f-096503a00ee0
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f57ce72b-59ed-4b3f-963d-2cbb0b4aef43
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f5e010fa-86ef-4ff6-8b29-274cd3efd059
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f60b9cd6-c26b-4b88-b4e0-f4689973214c
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f65aed68-74c8-4786-a3e8-2e1bf0824bed
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f6670f4c-f2f7-4703-bf8e-1ba13f789869
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f69c78a0-845c-46a4-92e8-fdda411ee937
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f6c29dc5-977e-4e84-b260-4d0f01d86931
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f6ead394-646f-4b1c-97f9-3e199946c97e
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f70d428e-f3ec-4e45-a82f-231776177ad9
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f7237d2e-89a4-4dad-bc95-8582c4258d4c
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f76c17e7-ead1-461c-bdca-914a23957db4
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f781f16d-2edf-4cbe-92c9-3a1cfad8c160
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f7b946da-cb3c-4a05-87ae-e8f870313cf3
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f7de63ec-1ee6-4934-aed0-8ddccccf14f2
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f7e8dc61-5783-41e5-9add-826a4388c697
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f802cf2d-6b9e-4740-b14d-19538b2b7e29
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f831954a-deb0-44c8-b582-e0454d91319d
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f849a90e-9a26-4df9-a4b3-9578f5b45661
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f86789f4-007a-49c1-8f23-cc37c1bb9996
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f86b06d4-1db8-4154-8eba-56ad95be03e6
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f874bb69-3aec-4aaf-908c-e67918162e76
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f88d45c4-9391-42cb-adbb-11c2f5599f66
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f8a4a01a-96d0-47b0-9e17-025a8d477d80
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f8d644fd-1654-4486-a34f-39d97e29d456
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f8daffd7-eeb2-4921-9637-513c9176382d
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f943d25d-dbee-4b39-bbee-43ba9532ddb3
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f94cc952-fe16-4009-bf59-aafe007bcff8
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f95e09b2-19ae-447b-8a87-bb143ef4b657
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f9ba3ee0-0d4a-42fa-8221-5093988d4518
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f9ec4c2b-a7cb-4ce4-b830-82e731f2357e
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:f9f287d8-0482-4b18-8ed7-0f8718360aed
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:fa05a3df-0660-49d6-a8a8-5d68f8d8c065
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:fa08c2ac-beda-41da-841d-727c4323df78
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:fa9810cc-b83f-4e29-955d-399deb8bddcd
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:faa1e263-a453-44b2-a5e5-19752ae44550
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:fb0be83c-5ac5-4ec1-8364-69c15eae9ee1
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:fb39d58d-0ea1-4b9a-aaa2-33f04d3003b2
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:fb9e91b7-f4aa-4956-9fdf-f59e6eaf36c9
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:fbef4331-158a-47d7-901a-53f48b804386
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:fc23904d-9d3e-4a36-9d6c-d6e83a7183ea
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:fc32a297-bf9c-49cc-9c64-d428337b70cd
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:fc4b371f-c6ff-4c95-81b5-3d8a0c6d1547
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:fc4dc2bb-a271-4e21-aec4-d50244940493
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:fc6e73d3-ea39-4b5a-b7ec-7f1f2a3f46d3
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:fc81472b-c46f-4094-b7cc-35ba1acdc92e
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:fc8f8ce8-3bec-4466-8d0b-ddd98a71bb2e
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:fc95c00e-956b-4530-8a3d-8c0289881ff4
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:fcb87fe4-8625-40b8-93f5-62b7e095995b
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:fcc599c3-4819-4738-b7e3-aa29bbd67f2e
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:fcd47b21-1f3f-4bb7-837d-c16bde7dd709
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:fd23b861-4f6c-46a2-82e3-bc08056b66fe
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:fd6dcea7-e3ee-4d56-829c-d5f368ee5416
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:fda10684-d7f4-419b-8e01-bc889c559fa8
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:fdaa2873-fe1c-4761-bbe7-f48bd9a0c8de
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:fdf5c485-05c9-43e0-ad48-7899a26fb936
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:fdfaf92f-ed6a-4516-bf6e-e73939f844de
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:fe092dfa-984c-4f0c-952d-dbf277267229
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:fe133d21-fef5-451b-907c-9ff408e6f173
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:fe424d5f-e229-498d-9622-32cb04566c12
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:fe8f879e-593f-4d5d-b9ab-f29c1e52f3d6
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:fe96b1dc-e492-44c4-8c25-19edadee5a3e
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:fea4ad1e-514f-4132-8816-34e22ee46220
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:feeb041e-f0bb-44e6-96a4-96faf08be12d
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:fefbda07-014e-4bad-9f8f-1a1b4840dc65
3688=	2	urn:lsid:biodiversity.org.au:afd.taxon:ff1c3d5c-5ec0-4f1a-b4f8-e2fbb0d964c5
