rank	count	N_NAME
895=	14	Dillwynia sp.
895=	14	Dodonaea sp.
895=	14	Doryphora aromatica
895=	14	Ehrharta erecta
895=	14	Elseya latisternum
895=	14	Eremophila sturtii
895=	14	Eucalyptus agglomerata
895=	14	Eucalyptus alba
895=	14	Eucalyptus andrewsii
895=	14	Eucalyptus brachycalyx
895=	14	Eucalyptus caliginosa
895=	14	Eucalyptus cladocalyx
895=	14	Eucalyptus cloeziana
895=	14	Eucalyptus cornuta
895=	14	Eucalyptus cunninghamii
895=	14	Eucalyptus dealbata
895=	14	Eucalyptus ebbanoensis
895=	14	Eucalyptus intertexta
895=	14	Eucalyptus jutsonii
895=	14	Eucalyptus largiflorens
895=	14	Eucalyptus lesouefii
895=	14	Eucalyptus longifolia
895=	14	Eucalyptus nicholii
895=	14	Eucalyptus nigra
895=	14	Eucalyptus oblonga
895=	14	Eucalyptus populifolia
895=	14	Eucalyptus resinifera
895=	14	Euphorbia peplus
895=	14	Ficus congesta
895=	14	Ficus coronata
895=	14	Fitzalania heteropetala
895=	14	Gehyra variegata
895=	14	Halfordia kendack
895=	14	Hemiscyllium ocellatum
895=	14	Heteronotia binoei
895=	14	Hydriastele wendlandiana
895=	14	Iridomyrmex purpureus
895=	14	Ischaemum australe
895=	14	Leptospermum attenuatum
895=	14	Leptospermum saundersoni
895=	14	Leucopogon parviflorus
895=	14	Limonia acidissima
895=	14	Litoria ewingii
895=	14	Litsea sp.
895=	14	Macrozamia communis
895=	14	Melodorum spp.
895=	14	Miliusa brahei
895=	14	Miniopterus sp.
895=	14	Nebrius ferrugineus
895=	14	Ophiuros exaltatus
895=	14	Opuntia sp.
895=	14	Pararistolochia australopithecurus
895=	14	Pararistolochia deltantha
895=	14	Phalacrocorax carbo
895=	14	Phoebetria palpebrata
895=	14	Physignathus lesueurii
895=	14	Pimelea linifolia
895=	14	Polyalthia sp.
895=	14	Prunus persica persica
895=	14	Prunus spp.
895=	14	Pterodroma (Pterodroma) lessonii
895=	14	Ptilotus nobilis
895=	14	Rhododendron spp.
895=	14	Rollinia deliciosa
895=	14	Santalum acuminatum
895=	14	Senna coronilloides
895=	14	Sida acuta
895=	14	Stenocarpus sinuatus
895=	14	Styphelia sp.
895=	14	Trema tomentosa
895=	14	Uvaria concava
895=	14	Uvaria rufa
895=	14	Varanus glebopalma
991=	13	Acacia longifolia sophorae
991=	13	Acacia shirleyi
991=	13	Acacia sp
991=	13	Alectura lathami
991=	13	Allophylus cobbe
991=	13	Angophora costata
991=	13	Asclepias physocarpa
991=	13	Asclepias sp.
991=	13	Austrostipa flavescens
991=	13	Banksia spinulosa
991=	13	Brachystelma glabriflorum
991=	13	Cacatua (Cacatua) galerita
991=	13	Callicoma serratifolia
991=	13	Calotermes iridipennis
991=	13	Calotropis gigantea
991=	13	Carex appressa
991=	13	Chelodina longicollis
991=	13	Choerodon cyanodus
991=	13	Codiaeum variegatum
991=	13	Colocasia esculenta
991=	13	Columba (Columba) livia
991=	13	Ctenophorus isolepis
991=	13	Dascyllus aruanus
991=	13	Digitaria didactyla
991=	13	Diomedea epomophora
991=	13	Entomyzon cyanotis
991=	13	Eremophila longifolia
991=	13	Eucalyptus wandoo
991=	13	Exocarpos latifolius
991=	13	Fulica atra
991=	13	Gomphocarpus cancellatus
991=	13	Gomphocarpus fruticosa
991=	13	Grevillea robusta
991=	13	Hakea sericea
991=	13	Heritiera littoralis
991=	13	Hoya australis
991=	13	Leptospermum
991=	13	Litoria dentata
991=	13	Liza argentea
991=	13	Macquaria australasica
991=	13	Macronectes halli
991=	13	Macrozamia riedlei
991=	13	Makaira mazara
991=	13	Melaleuca lanceolata
991=	13	Neoglyphidodon melas
991=	13	Notoryctes typhlops
991=	13	Pachyptila turtur
991=	13	Passiflora suberosa
991=	13	Passiflora subpeltata
991=	13	Pelecanoides urinatrix
991=	13	Peltophorum pterocarpum
991=	13	Plantago sp.
991=	13	Psidium sp.
991=	13	Pteridium esculentum
991=	13	Ptychosperma elegans
991=	13	Puffinus griseus
991=	13	Secamone elliptica
991=	13	Siganus fuscescens
991=	13	Solanum mauritianum
991=	13	Solanum melongena
991=	13	Sphecotheres viridis
991=	13	Strepera graculina
991=	13	Thalassarche melanophris melanophris
991=	13	Thalassoica antarctica
991=	13	Themeda australis
991=	13	Thylacinus cynocephalus
991=	13	Toona australis
991=	13	Urtica incisa
991=	13	Viola betonicifolia
991=	13	Wisteria sp.
991=	13	Zyzomys argurus
1062=	12	Acacia catenulata
1062=	12	Acacia omalophylla
1062=	12	Acacia wilhelmiana
1062=	12	Acanthopagrus butcheri
1062=	12	Acronychia sp.
1062=	12	Albizia procera
1062=	12	Allocasuarina luehmannii
1062=	12	Allosyncarpia ternata
1062=	12	Amyema miquelli
1062=	12	Anas (Nettion) castanea
1062=	12	Araucaria excelsa
1062=	12	Artocarpus utilis
1062=	12	Atriplex nummularia
1062=	12	Atriplex vesicaria
1062=	12	Austromyrtus dulcis
1062=	12	Austromyrtus sp.
1062=	12	Austrosteenisia blackii
1062=	12	Avicennia officianalis
1062=	12	Banksia grandis
1062=	12	Banksia hookeriana
1062=	12	Blepharocarya depauperata
1062=	12	Bossiaea webbii
1062=	12	Bromus catharticus
1062=	12	Buchanania sp.
1062=	12	Calidris ferruginea
1062=	12	Callistemon shiresii
1062=	12	Callitris preissi
1062=	12	Calotropis procera
1062=	12	Carcharhinus limbatus
1062=	12	Ceratopetalum juniperum
1062=	12	Cerbera manghas
1062=	12	Charadrius (Charadrius) ruficapillus
1062=	12	Cherax albidus
1062=	12	Cherax rotundus
1062=	12	Chlamydosaurus kingii
1062=	12	Cleome sp.
1062=	12	Cochlospermum fraseri
1062=	12	Coptotermes acinaciformis
1062=	12	Cordia sp.
1062=	12	Cracticus torquatus
1062=	12	Crenimugil crenilabis
1062=	12	Cyprinus carpio
1062=	12	Cyttus novaezealandiae
1062=	12	Daphnandra micrantha
1062=	12	Davesia horrida
1062=	12	Dendrocygna (Dendrocygna) arcuata
1062=	12	Diospyros compacta
1062=	12	Dolichos sp.
1062=	12	Dryandra formosa
1062=	12	Dryandra nivea
1062=	12	Egernia whitii
1062=	12	Enchylaena tomentosa
1062=	12	Eucalyptus amplifolia
1062=	12	Eucalyptus curtisii
1062=	12	Eucalyptus dalrympleana
1062=	12	Eugenia sp.
1062=	12	Euphorbia hirta
1062=	12	Fagraea gracilipes
1062=	12	Flacourtia jangomas
1062=	12	Galaxias olidus
1062=	12	Ganophyllum falcatum
1062=	12	Glochidion lobocarpum
1062=	12	Gossypium sp
1062=	12	Grevillea bipinnatifida
1062=	12	Guioa acutifolia
1062=	12	Gymnanthera nitida
1062=	12	Gymnothorax woodwardi
1062=	12	Hakea pritzelii
1062=	12	Halosarcia indica
1062=	12	Hardenbergia violacea
1062=	12	Hedera sp.
1062=	12	Hemigymnus melapterus
1062=	12	Heniochus varius
1062=	12	Iridomyrmex gracilis
1062=	12	Jasminum nitidum
1062=	12	Jasminum sp.
1062=	12	Khaya senegalensis
1062=	12	Lagerstroemia sp.
1062=	12	Leptonychotes weddelli
1062=	12	Leucopogon juniperinus
1062=	12	Leucopogon verticillatus
1062=	12	Limnodynastes convexiusculus
1062=	12	Litoria chloris
1062=	12	Litoria nyakalensis
1062=	12	Lomandra sp.
1062=	12	Lomatia sp.
1062=	12	Lophostemon sp.
1062=	12	Maesa dependens
1062=	12	Medicago sp.
1062=	12	Mixophyes fasciolatus
1062=	12	Morinda sp.
1062=	12	Musa acuminata
1062=	12	Myristica muelleri
1062=	12	Narcissus tazetta
1062=	12	Nemadactylus macropterus
1062=	12	Nemadactylus valenciennes
1062=	12	Nephrurus laevissimus
1062=	12	Nicotiniana sp.
1062=	12	Notothenia rossii
1062=	12	Owenia vernicosa
1062=	12	Oxylobium ilicifolium
1062=	12	Paspalum urvillei
1062=	12	Phragmites australis
1062=	12	Plantago spp.
1062=	12	Plectropomus leopardus
1062=	12	Polygonum hydropiper
1062=	12	Pomacentrus wardi
1062=	12	Pouteria caimito
1062=	12	Psychotria nesophila
1062=	12	Pterocaesio marri
1062=	12	Pterodroma mollis
1062=	12	Puffinus carneipes
1062=	12	Rapanea porosa
1062=	12	Rhagodia parabolica
1062=	12	Rhagodia spinescens
1062=	12	Rondeletia sp.
1062=	12	Scolopsis monogramma
1062=	12	Sesbania javanica
1062=	12	Setaria palmifolia
1062=	12	Smilax sp.
1062=	12	Sorghum vulgare
1062=	12	Styphelia adscendens
1062=	12	Styphelia elliptica
1062=	12	Suaeda australis
1062=	12	Threskiornis molucca
1062=	12	Tiliqua multifasciata
1062=	12	Urolophus lobatus
1189=	11	Acacia brachybotrya
1189=	11	Acacia coriacea
1189=	11	Acacia cunninghamii
1189=	11	Acacia pulchella
1189=	11	Acacia sclerophylla
1189=	11	Acanthopagrus berda
1189=	11	Adenanthera abrosperma
1189=	11	Albizia canescens
1189=	11	Albizia retusa
1189=	11	Allocasuarina muelleriana
1189=	11	Ambassis jacksoniensis
1189=	11	Aquila audax
1189=	11	Arachis hypogaea
1189=	11	Araujia hortorum
1189=	11	Argyrodendron actinophyllum
1189=	11	Barnardius zonarius
1189=	11	Bifiditermes improbus
1189=	11	Bubalus bubalis
1189=	11	Caesalpinia ferrea
1189=	11	Caesalpinia gilliesii
1189=	11	Calotermes neotuberculatus
1189=	11	Canis vulpes
1189=	11	Cassia didymobotrya
1189=	11	Cassia sp.
1189=	11	Cassytha racemosa
1189=	11	Casuarina sp
1189=	11	Cathormion umbellatum
1189=	11	Celtis occidentalis
1189=	11	Chaetodon bennetti
1189=	11	Chaetodon citrinellus
1189=	11	Chaetodon speculum
1189=	11	Chenopodium album
1189=	11	Chiloscyllium punctatum
1189=	11	Chrysophrys auratus
1189=	11	Citrus limon or sinensis
1189=	11	Coelorhynchus australis
1189=	11	Crocodylus  porosus
1189=	11	Cryptotermes queenslandis
1189=	11	Cucurbita pepo
1189=	11	Daucus carota
1189=	11	Desmodium spp.
1189=	11	Diomedea melanophrys
1189=	11	Dodonaea lanceolata
1189=	11	Drypetes spp.
1189=	11	Epinephelus fasciatus
1189=	11	Eremophila forrestii
1189=	11	Eucalyptus acmenioides
1189=	11	Eucalyptus eugenioides
1189=	11	Eucalyptus ochrophloia
1189=	11	Eucalyptus tenuiramis
1189=	11	Eudyptes chrysocome
1189=	11	Falco longipennis
1189=	11	Ficus benjamina
1189=	11	Ficus spp.
1189=	11	Flacourtia indica
1189=	11	Flacourtia inermis
1189=	11	Flacourtia rukam
1189=	11	Flacourtia territorialis
1189=	11	Fulica atra australis
1189=	11	Gahnia trifida
1189=	11	Guilfoylia monostylis
1189=	11	Guioa semiglauca
1189=	11	Gymnocranius audleyi
1189=	11	Haematopus fuliginosus
1189=	11	Hibiscus sabdariffa
1189=	11	Himantura fai
1189=	11	Homalium circumpinnatum
1189=	11	Hybanthus aurantiacus
1189=	11	Hybanthus enneaspermus
1189=	11	Jasminum aemulum
1189=	11	Koelreuteria elegans
1189=	11	Lagerstroemia indica
1189=	11	Lagorchestes hirsutus
1189=	11	Lathyrus odoratus
1189=	11	Leptatherina presbyteroides
1189=	11	Leptospermum coriaceum
1189=	11	Litoria tyleri
1189=	11	Litsea bindoniana
1189=	11	Litsea glutinosa
1189=	11	Liza vaigiensis
1189=	11	Lolium perenne
1189=	11	Lysiana exocarpi
1189=	11	Melinis minutiflora
1189=	11	Myxus elongatus
1189=	11	Neobatrachus centralis
1189=	11	Neolitsea australiensis
1189=	11	Ochna serrulata
1189=	11	Ostracion meleagris
1189=	11	Pagodroma nivea
1189=	11	Pararchidendron pruinosum
1189=	11	Passiflora cinnabarina
1189=	11	Passiflora herbertiana
1189=	11	Passiflora mollissima
1189=	11	Plantago major
1189=	11	Poa sieberiana
1189=	11	Podocarpus elatus
1189=	11	Polytelis anthopeplus
1189=	11	Pomacentrus philippinus
1189=	11	Pomacentrus tripunctatus
1189=	11	Pultenaea largiflorens
1189=	11	Quercus palustris
1189=	11	Rhizophora sp.
1189=	11	Schizolobium parahybum
1189=	11	Scythrops novaehollandiae
1189=	11	Solanum lycopersicon
1189=	11	Sufflamen chrysopterus
1189=	11	Sula leucogaster
1189=	11	Thunnus maccoyii
1189=	11	Tiliqua occipitalis
1189=	11	Uperoleia laevigata
1189=	11	Varanus panoptes
1189=	11	Xylosma ovatum
1189=	11	Xylosma sp.
1189=	11	Xylosma terrae-reginae
1303=	10	Abalistes stellaris
1303=	10	Acacia cana
1303=	10	Acacia georginae
1303=	10	Acacia leptocarpa
1303=	10	Acacia obtusifolia
1303=	10	Acacia suaveolens
1303=	10	Accipiter cirrhocephalus
1303=	10	Agathis robusta
1303=	10	Alectura lathami lathami
1303=	10	Alternanthera angustifolia
1303=	10	Alternanthera denticulata
1303=	10	Amblyglyphidodon curacao
1303=	10	Ammobium alatum
1303=	10	Amyema alyxifolia
1303=	10	Anas (Anas) superciliosa
1303=	10	Angelonia salicariifolia
1303=	10	Anous minutus
1303=	10	Arecastrum romanzoffianum
1303=	10	Asplenium sp.
1303=	10	Atriplex semibaccata
1303=	10	Austrodanthonia penicillata
1303=	10	Austrodanthonia pilosa
1303=	10	Austrostipa scabra
1303=	10	Azadirachta indica
1303=	10	Beyeria viscosa
1303=	10	Bossiaea rhombifolia
1303=	10	Bracteantha bracteata
1303=	10	Brassica spp.
1303=	10	Briedelia penangiana
1303=	10	Brunoniella acaulis
1303=	10	Brunoniella australis
1303=	10	Buchnera gracilis
1303=	10	Buchnera linearis
1303=	10	Caelebogyne ilicifolia
1303=	10	Calamus carytoides
1303=	10	Calidris ruficollis
1303=	10	Callistemon citrinus
1303=	10	Callitris glaucophylla
1303=	10	Calycothrix tetragona
1303=	10	Camponotus sp.
1303=	10	Capparis lasiantha
1303=	10	Capparis umbonata
1303=	10	Capsicum annuum
1303=	10	Carangoides fulvoguttatus
1303=	10	Carcharhinus brachyurus
1303=	10	Carduus sp.
1303=	10	Carya illinoiensis
1303=	10	Cassia alata
1303=	10	Casuarina lepidophloia
1303=	10	Celastrus bilocularis
1303=	10	Celtis sp.
1303=	10	Centaurium spicatum
1303=	10	Ceratonia siliqua
1303=	10	Cercartetus nanus
1303=	10	Cereopsis novaehollandiae
1303=	10	Chaetodon vagabundus
1303=	10	Chamelaucium uncinatum
1303=	10	Chrysocephalum scorpioides
1303=	10	Chrysocephalum semipapposum
1303=	10	Chrysocephalum sp.
1303=	10	Chrysopogon sp.
1303=	10	Circus approximans
1303=	10	Corvus mellori
1303=	10	Corymbia polycarpa
1303=	10	Crateva religiosa
1303=	10	Cucurbita maxima
1303=	10	Cycas sp.
1303=	10	Cydonia oblonga
1303=	10	Cynanchum christineae
1303=	10	Cynanchum floribundum
1303=	10	Cynanchum leptolepis
1303=	10	Cynanchum liebiana
1303=	10	Cyperus rotundus
1303=	10	Dalbergia candenatensis
1303=	10	Daphne sp.
1303=	10	Dasyatis brevicaudata
1303=	10	Dasycercus cristicauda
1303=	10	Datura sp.
1303=	10	Daviesia corymbosa
1303=	10	Dendrobium kingianum
1303=	10	Dendrobium speciosum
1303=	10	Dendrocnide moroides
1303=	10	Dendrocnide photinophylla
1303=	10	Dichanthium sericeum
1303=	10	Diomedea cauta
1303=	10	Diploglottis cunninghamii
1303=	10	Dipteracanthus bracteatus
1303=	10	Dipteracanthus spp.
1303=	10	Dissiliaria baloghioides
1303=	10	Dracaena draco
1303=	10	Dryandra sp.
1303=	10	Drypetes deplanchei
1303=	10	Dysoxylum sp.
1303=	10	Egernia cunninghami
1303=	10	Egernia striolata
1303=	10	Egretta sacra
1303=	10	Ehrharta spp.
1303=	10	Einadia trigonos
1303=	10	Elaeodendron sp.
1303=	10	Epaltes australis
1303=	10	Epinephelus merra
1303=	10	Eriachne pallescens
1303=	10	Erycibe coccinea
1303=	10	Eucalyptus corynocalyx
1303=	10	Eucalyptus incrassata
1303=	10	Eucalyptus redunca
1303=	10	Eugenia coolminiana
1303=	10	Euthynnus affinis
1303=	10	Evolvulus alsinoides
1303=	10	Exocarpos strictus
1303=	10	Exocarpus aphyllus
1303=	10	Exocarpus sp.
1303=	10	Flindersia bennettiana
1303=	10	Flindersia collina
1303=	10	Fragaria sp.
1303=	10	Fulmarus glacialoides
1303=	10	Galaxias maculatus
1303=	10	Gnaphalium sp.
1303=	10	Goodenia grandiflora
1303=	10	Goodenia sp.
1303=	10	Grewia papuana
1303=	10	Gymnanthera oblonga
1303=	10	Gymnobelideus leadbeateri
1303=	10	Hakea trifurcata
1303=	10	Harpagifer bispinis
1303=	10	Helichrysum rupicola
1303=	10	Hemigraphis alternata
1303=	10	Heterostemma acuminatum
1303=	10	Hirschfeldia incana
1303=	10	Howea sp.
1303=	10	Hymenosporum flavum
1303=	10	Hypoestes floribunda
1303=	10	Hypseleotris klunzingeri
1303=	10	Hyptis suavolens
1303=	10	Ixora sp.
1303=	10	Jacksonia sp.
1303=	10	Joycea pallida
1303=	10	Kogia breviceps
1303=	10	Korthalsella breviarticulata
1303=	10	Korthalsella rubra
1303=	10	Kunzea ambigua
1303=	10	Kyphosus cinerascens
1303=	10	Kyphosus sydneyanus
1303=	10	Lavandula officinalis
1303=	10	Lavatera arborea
1303=	10	Lepidium africanum
1303=	10	Leptospermum whitei
1303=	10	Leucadendron sp.
1303=	10	Ligustrum sp.
1303=	10	Litoria rheocola
1303=	10	Loranthus bidwillii
1303=	10	Maccullochella peelii
1303=	10	Macroptilium atropurpureum
1303=	10	Malus domestica
1303=	10	Marsdenia geminata
1303=	10	Marsdenia pleiadenia
1303=	10	Marsdenia velutina
1303=	10	Melaleuca cajuputi
1303=	10	Mesembriomys gouldii
1303=	10	Mesocyclops leuckarti
1303=	10	Mirounga leonina
1303=	10	Monodactylus argenteus
1303=	10	Monotoca scoparia
1303=	10	Murraya paniculata
1303=	10	Myoporum deserti
1303=	10	Neobatrachus pelobatoides
1303=	10	Notothixos leiophyllus
1303=	10	Ocyphaps lophotes
1303=	10	Onopordium acanthium
1303=	10	Onopordium illyricum
1303=	10	Oplismenus spp.
1303=	10	Pachyptila belcheri
1303=	10	Pachyptila vittata
1303=	10	Parietaria debilis
1303=	10	Parietaria judaica
1303=	10	Parsonsia ferruginea
1303=	10	Parsonsia latifolia
1303=	10	Passiflora aurantia
1303=	10	Persicaria prostrata
1303=	10	Petauroides volans
1303=	10	Petrogle lateralis
1303=	10	Phoenix dactylifera
1303=	10	Phyla canescens
1303=	10	Phyla nodiflora
1303=	10	Phylacium bracteosum
1303=	10	Phyllurus platurus
1303=	10	Pinus insignis
1303=	10	Pinus taeda
1303=	10	Plectropomus maculatus
1303=	10	Plegadis falcinellus
1303=	10	Poa fawcettiae
1303=	10	Poa gunnii
1303=	10	Poa morrisii
1303=	10	Poa poiformis
1303=	10	Poa rodwayi
1303=	10	Protea sp.
1303=	10	Prunus asmygdalus
1303=	10	Pseuderanthemum bicolor
1303=	10	Pseuderanthemum sp.
1303=	10	Puffinus tenuirostris
1303=	10	Randia fitzalanii
1303=	10	Rapanea variabilis
1303=	10	Reseda sp.
1303=	10	Rhabdosargus sarba
1303=	10	Rhodanthe chlorocephala
1303=	10	Rhyncharrhena linearis
1303=	10	Rhytidoponera sp.
1303=	10	Rivea hypocrateriformis
1303=	10	Rostellularia adscendens
1303=	10	Ruellia spp.
1303=	10	Russelia equisetiformis
1303=	10	Saccharum sp.
1303=	10	Salix chilensis
1303=	10	Santalum spicatum
1303=	10	Scabiosa atropurpurea
1303=	10	Scaevola aemula
1303=	10	Schefflera actinophylla
1303=	10	Sida rhombifolia
1303=	10	Sisymbrium officinale
1303=	10	Soleirolia soleirolii
1303=	10	Stachytarpheta jamaicensis
1303=	10	Sterna bergii
1303=	10	Stolotermes brunneicornis
1303=	10	Stolotermes victoriensis
1303=	10	Striga curviflora
1303=	10	Striga parviflora
1303=	10	Strobilanthes isophyllus
1303=	10	Synedrella nodiflora
1303=	10	Syzygium tierneyanum
1303=	10	Telopea speciosissima
1303=	10	Templetonia sp.
1303=	10	Teucrium racemosum
1303=	10	Thryptomene maisonneuvei
1303=	10	Thunbergia alata
1303=	10	Trachurus declivis
1303=	10	Tropaeolum sp.
1303=	10	Uncinia tenella
1303=	10	Urolophus expansus
1303=	10	Urtica urens
1303=	10	Vanda sp.
1303=	10	Vanda teres
1303=	10	Vanellus (Lobipluvia) miles
1303=	10	Vanellus (Lobipluvia) miles novaehollandiae
1303=	10	Verbena bonariensis
1303=	10	Viburnum sp.
1303=	10	Viburnum tinus
1303=	10	Vigna unguiculata
1303=	10	Vulpia sp.
1303=	10	Westringia sp.
1303=	10	Wilkiea huegeliana
1553=	9	Acacia acuminata
1553=	9	Acacia bancroftii
1553=	9	Acacia betchei
1553=	9	Acacia binervata
1553=	9	Acacia binervia
1553=	9	Acacia conferta
1553=	9	Acacia elata
1553=	9	Acacia erinacea
1553=	9	Acacia filicifolia
1553=	9	Acacia genistifolia
1553=	9	Acacia granitica
1553=	9	Acacia halliana
1553=	9	Acacia hemignosta
1553=	9	Acacia inaequilatera
1553=	9	Acacia ingramii
1553=	9	Acacia juncifolia
1553=	9	Acacia karroo
1553=	9	Acacia leiophylla
1553=	9	Acacia nematophylla
1553=	9	Acacia polybotrya
1553=	9	Acacia pravissima
1553=	9	Acacia quornensis
1553=	9	Acacia rigens
1553=	9	Acacia rostellifera
1553=	9	Acacia trachyphloia
1553=	9	Acacia xanthina
1553=	9	Acanthopagrus latus
1553=	9	Adriana tomentosa
1553=	9	Alectoris chukar
1553=	9	Alectryon sp.
1553=	9	Allocasuarina huegeliana
1553=	9	Allocasuarina humilis
1553=	9	Allophyllus cobbe
1553=	9	Alphitonia obtusifolia
1553=	9	Alpinia caerulea
1553=	9	Amyema fitzgeraldii
1553=	9	Amyema mackayensis
1553=	9	Amyema thalassia
1553=	9	Amylotheca dictyophleba
1553=	9	Anas castanea
1553=	9	Angophora woodsiana
1553=	9	Anhinga melanogaster
1553=	9	Aotus ericoides
1553=	9	Aptychotrema rostrata
1553=	9	Archidendron grandiflorum
1553=	9	Archidendron hirsutum
1553=	9	Ardenna tenuirostris
1553=	9	Aristolochia holtzei
1553=	9	Arytera divaricata
1553=	9	Aspidites ramsayi
1553=	9	Atalaya variifolia
1553=	9	Atherinomorus capricornensis
1553=	9	Atriplex australasica
1553=	9	Atriplex eichleri
1553=	9	Atriplex elachophylla
1553=	9	Atriplex holocarpa
1553=	9	Atriplex leptocarpa
1553=	9	Atriplex limbata
1553=	9	Atriplex lindleyi
1553=	9	Atriplex muelleri
1553=	9	Atriplex obconica
1553=	9	Atriplex pseudocampanulata
1553=	9	Atriplex pumilio
1553=	9	Atriplex quinii
1553=	9	Atriplex rhagodioides
1553=	9	Atriplex spongiosa
1553=	9	Atriplex suberecta
1553=	9	Atriplex velutinella
1553=	9	Austrelaps  superbus
1553=	9	Avicennia eucalyptifolia
1553=	9	Benthamina alyxifolia
1553=	9	Beyeria sp.
1553=	9	Boronia eriantha
1553=	9	Boronia glabra
1553=	9	Boronia kalumburensis
1553=	9	Boronia lanceolata
1553=	9	Boronia lanuginosa
1553=	9	Boronia obovata
1553=	9	Boronia odorata
1553=	9	Boronia wilsonii
1553=	9	Bossiaea carinalis
1553=	9	Brachychiton paradoxus
1553=	9	Brachychiton sp.
1553=	9	Briedelia tomentosa
1553=	9	Bruguiera exaristata
1553=	9	Buchanania arborescens
1553=	9	Bursaria incana
1553=	9	Caesalpinia crista
1553=	9	Cajanus acutifolius
1553=	9	Cajanus pubescens
1553=	9	Calliandra houstoniana
1553=	9	Callitris preissii
1553=	9	Camellia sp.
1553=	9	Camponotus nigriceps
1553=	9	Canavalia rosea
1553=	9	Caranx sexfasciatus
1553=	9	Caryota albertii
1553=	9	Cassia auriculata
1553=	9	Cassia marksiana
1553=	9	Cassia queenslandica
1553=	9	Cassia tomentella
1553=	9	Cassinia quinquefaria
