rank	count	SCIENTIFIC_NAME
499=	9	Todiramphus (Lazulena) macleayii macleayii
499=	9	Tramea loewii
499=	9	Trichosurus vulpecula
499=	9	Tyto (Megastrix) novaehollandiae novaehollandiae
499=	9	Tyto (Megastrix) tenebricosa multipunctata
499=	9	Tyto (Megastrix) tenebricosa tenebricosa
499=	9	Uperoleia arenicola
499=	9	Uperoleia inundata
499=	9	Varanus caudolineatus
499=	9	Varanus gilleni
499=	9	Varanus mitchelli
499=	9	Varanus scalaris
499=	9	Vulpes vulpes
499=	9	Woodwardiastes monteithi
499=	9	Zosterops lateralis lateralis
499=	9	Zosterops lateralis westernensis
750=	8	Abracadabrella elegans
750=	8	Acalyptophis peronii
750=	8	Acanthiza (Acanthiza) apicalis
750=	8	Acanthiza (Acanthiza) apicalis albiventris
750=	8	Acantholybas brunneus
750=	8	Acritoscincus trilineata
750=	8	Adelotopus doyeni
750=	8	Aegisocoris granulatus
750=	8	Aegisocoris kormilevi
750=	8	Agonoscelis rutila
750=	8	Agraptocorixa eurynome
750=	8	Agraptocorixa gambrei
750=	8	Agriocnemis argentea
750=	8	Agriocnemis pygmaea
750=	8	Agriopocoris dollingi
750=	8	Agriopocostella rugulosa
750=	8	Aipysurus duboisii
750=	8	Aipysurus eydouxii
750=	8	Alcaeus hermannsburgi
750=	8	Amblyopone australis
750=	8	Amorbus abdominalis
750=	8	Amorbus alternatus
750=	8	Amorbus atomarius
750=	8	Amorbus rhombeus
750=	8	Amorbus robustus
750=	8	Amorbus rubiginosus
750=	8	Amoria canaliculata
750=	8	Amoria grayi
750=	8	Amoria maculata
750=	8	Anaspides tasmaniae
750=	8	Anax guttatus
750=	8	Anaxarchus pardalinus
750=	8	Anaxilaus musgravei
750=	8	Anaxilaus vesiculosus
750=	8	Ancistroteuthis lichtensteinii
750=	8	Anepischetosia maccoyi
750=	8	Aneurus robustus
750=	8	Anoplognathus montanus
750=	8	Aradus albicornis
750=	8	Arenophryne rotunda
750=	8	Arictus tasmani
750=	8	Aristaenetus diffinis
750=	8	Aspidites melanocephalus
750=	8	Aspilocoryphus australicus
750=	8	Astrotia stokesii
750=	8	Aulacosternum nigrorubrum
750=	8	Australmeida derricki
750=	8	Austroagrion exclamationis
750=	8	Austrodrymus flindersi
750=	8	Austrolestes analis
750=	8	Austrolestes annulosus
750=	8	Austrolestes io
750=	8	Austrolestes psyche
750=	8	Austromitra analogica
750=	8	Austroxestus westraliensis
750=	8	Avicenna auricornis
750=	8	Axis axis
750=	8	Balanoglossus carnosus
750=	8	Basicryptus rugicollis
750=	8	Bathrus variegatus
750=	8	Bembicium vittatum
750=	8	Bettongia tropica
750=	8	Biprorulus bibax bibax
750=	8	Blaena subsulcata
750=	8	Brachyrhynchus wilsoni
750=	8	Brachyurophis fasciolatus
750=	8	Brentiscerus obscurus
750=	8	Cacomantis (Vidgenia) castaneiventris castaneiventris
750=	8	Calisius robusticornis
750=	8	Calyptorhynchus (Calyptorhynchus) banksii naso
750=	8	Calyptorhynchus (Zanda) baudinii
750=	8	Canthydrus ephemeralis
750=	8	Capillaster multiradiata
750=	8	Cardisoma carnifex
750=	8	Carduelis carduelis
750=	8	Carduelis carduelis britannica
750=	8	Carenum bonellii
750=	8	Carenum brisbanense
750=	8	Carenum laevigatum
750=	8	Carenum subcostatum
750=	8	Carenum subporcatulum
750=	8	Carenum tinctilatum
750=	8	Catacanthus punctus
750=	8	Cephaloplatus (Cephaloplatus) minchami
750=	8	Cephaloplatus (Cephaloplatus) pallipes
750=	8	Cephaloplatus (Cephaloplatus) reticulatus
750=	8	Cerapachys mullewanus
750=	8	Cerithium citrinum
750=	8	Cerithium interstriatum
750=	8	Cerithium salebrosum
750=	8	Certhionyx (Certhionyx) variegatus
750=	8	Chalcophaps indica longirostris
750=	8	Chalcophaps indica natalis
750=	8	Charadrius (Charadrius) bicinctus bicinctus
750=	8	Charadrius (Charadrius) leschenaultii
750=	8	Charadrius (Charadrius) leschenaultii leschenaultii
750=	8	Charadrius (Charadrius) mongolus
750=	8	Charadrius (Charadrius) mongolus mongolus
750=	8	Charadrius (Charadrius) mongolus stegmanni
750=	8	Charonia lampas
750=	8	Chelonoderus forfex
750=	8	Chelonoderus thompsoni
750=	8	Chicoreus (Triplex) torrefactus
750=	8	Chilocoris barbarae
750=	8	Chilocoris entzioides
750=	8	Chilocoris monteithi
750=	8	Chinessa bispiniceps
750=	8	Chinessa pusilla
750=	8	Chlidonias (Chlidonias) leucopterus
750=	8	Clanculus aloysii
750=	8	Clanculus stigmatarius
750=	8	Clavicornia usingeri granulata
750=	8	Cletus bipunctatus
750=	8	Clypeomorus brevis
750=	8	Clypeomorus irrorata
750=	8	Colluricincla (Colluricincla) harmonica rufiventris
750=	8	Conopterum riverinae
750=	8	Conus coelinae coelinae
750=	8	Conus cylindraceus
750=	8	Conus ebraeus
750=	8	Conus eburneus
750=	8	Conus episcopatus
750=	8	Conus glans
750=	8	Conus klemae
750=	8	Conus leopardus
750=	8	Conus lischkeanus
750=	8	Conus litoglyphus
750=	8	Conus litteratus
750=	8	Conus miles
750=	8	Conus nielsenae reductaspiralis
750=	8	Conus nussatella
750=	8	Conus obscurus
750=	8	Conus pennaceus
750=	8	Conus pulicarius
750=	8	Conus retifer
750=	8	Conus trigonus
750=	8	Conus virgo
750=	8	Coptodactyla nitida
750=	8	Coracanthella geophila
750=	8	Coracina (Pteropodocys) maxima
750=	8	Corvus mellori
750=	8	Cracticus tibicen terraereginae
750=	8	Crenadactylus ocellatus
750=	8	Crinia pseudinsignifera
750=	8	Crinia riparia
750=	8	Crinia subinsignifera
750=	8	Crinia tinnula
750=	8	Crocodylus johnstoni
750=	8	Crocothemis nigrifrons
750=	8	Crompus oculatus
750=	8	Crompus opacus
750=	8	Cryptomannus furvus
750=	8	Cryptophis nigrostriatus
750=	8	Ctenoneurus australis
750=	8	Ctenoneurus robertsi
750=	8	Ctenophorus scutulatus
750=	8	Ctenotus allotropis
750=	8	Ctenotus leonhardii
750=	8	Ctenotus strauchii
750=	8	Cumare pallida
750=	8	Cuspicona carneola
750=	8	Cuspicona intacta
750=	8	Cuspicona obesula
750=	8	Cuspicona ooldeae
750=	8	Cuspicona phi
750=	8	Cuspicona privata
750=	8	Cyanoramphus novaezelandiae subflavescens
750=	8	Cyclopsitta diophthalma coxeni
750=	8	Cyclorana alboguttata
750=	8	Cyclorana brevipes
750=	8	Cyclorana maini
750=	8	Cymatium (Monoplex) pileare
750=	8	Cymodema basicornis
750=	8	Dacelo (Dacelo) novaeguineae minor
750=	8	Daerlac cephalotes
750=	8	Dasycercus cristicauda
750=	8	Dasyurus maculatus
750=	8	Delma tincta
750=	8	Deroploopsis trispinosus
750=	8	Dictyotus caenosus
750=	8	Dieuches distanti
750=	8	Dieuches maculicollis
750=	8	Dieuches notatus
750=	8	Dieuches obscuripes
750=	8	Dieuches oceanicus
750=	8	Diplodactylus tessellatus
750=	8	Diporiphora australis
750=	8	Diporiphora lalliae
750=	8	Domiporta filaris
750=	8	Domiporta praestantissima
750=	8	Dosinia caerulea
750=	8	Drakiessa cantrelli
750=	8	Drakiessa confusa
750=	8	Drakiessa consobrina
750=	8	Drakiessa hackeri
750=	8	Drakiessa minor
750=	8	Drakiessa parva
750=	8	Drakiessa planula
750=	8	Drakiessa tertia
750=	8	Drakiessa virago
750=	8	Drupa (Ricinella) rubucidaeus
750=	8	Drysdalia coronoides
750=	8	Duonota fusca
750=	8	Dysdercus (Paradysdercus) sidae sidae
750=	8	Dysnoetus rugulosus
750=	8	Echiopsis curta
750=	8	Enoploteuthis galaxias
750=	8	Eopsaltria (Eopsaltria) australis
750=	8	Esacus magnirostris
750=	8	Euander lacertosus
750=	8	Euchelus gemmatus
750=	8	Eulamprus tenuis
750=	8	Eysarcoris distinctus
750=	8	Eysarcoris trimaculatus
750=	8	Furina barnardi
750=	8	Furina tristis
750=	8	Garceus fidelis
750=	8	Gastrochaena cuneiformis
750=	8	Geocoris borealis
750=	8	Gerres filamentosus
750=	8	Gerres oblongus
750=	8	Gerygone fusca
750=	8	Gerygone fusca fusca
750=	8	Grallina cyanoleuca cyanoleuca
750=	8	Graptostethus servus
750=	8	Gymnobelideus leadbeateri
750=	8	Haliplus oberthuri
750=	8	Hebra horrida
750=	8	Heleioporus australiacus
750=	8	Hemiaspis signata
750=	8	Hemicordulia australiae
750=	8	Hemiergis peronii
750=	8	Histioteuthis atlantica
750=	8	Hoplocephalus stephensii
750=	8	Hydrobasileus brevistylus
750=	8	Hydroprogne caspia
750=	8	Hydrurga leptonyx
750=	8	Hypselosoma trachypechotum
750=	8	Ictinogomphus australis
750=	8	Ischnura heterosticta heterosticta
750=	8	Jalloides rubricosus
750=	8	Kalkadoona centromaculata
750=	8	Kalkadoona cooperi
750=	8	Kapunda troughtoni
750=	8	Kurnaina tridens
750=	8	Labia minor
750=	8	Lachnophoroides frerei
750=	8	Lachnophoroides thompsoni
750=	8	Lagorchestes conspicillatus
750=	8	Lalage (Lalage) sueurii
750=	8	Lampropholis delicata
750=	8	Lasiorhinus latifrons
750=	8	Leioselasma elegans
750=	8	Leptocoris mitellatus
750=	8	Leptoglossus gonagra
750=	8	Lerista punctatovittata
750=	8	Lethocerus (Lethocerus) distinctifemur
750=	8	Lethrinus nebulosus
750=	8	Liasis olivaceus
750=	8	Limnodynastes lignarius
750=	8	Limnodynastes peronii
750=	8	Lioconcha (Lioconcha) ornata
750=	8	Liopholis inornata
750=	8	Liorhyssus hyalinus hyalinus
750=	8	Litoria adelaidensis
750=	8	Litoria aurea
750=	8	Litoria coplandi
750=	8	Litoria daviesae
750=	8	Litoria freycineti
750=	8	Litoria gracilenta
750=	8	Litoria inermis
750=	8	Litoria infrafrenata
750=	8	Litoria moorei
750=	8	Litoria nannotis
750=	8	Litoria nyakalensis
750=	8	Litoria personata
750=	8	Litoria phyllochroa
750=	8	Litoria raniformis
750=	8	Litoria subglandulosa
750=	8	Litoria tornieri
750=	8	Lubentius marginellus
750=	8	Lucasium byrnei
750=	8	Lucasium damaeum
750=	8	Lucasium stenodactylum
750=	8	Macrocarenoides scutellatus
750=	8	Macropus agilis
750=	8	Macropus agilis agilis
750=	8	Macropus agilis jardinii
750=	8	Macropus eugenii
750=	8	Macropus parryi
750=	8	Macroscytus annulipoides
750=	8	Macrotis leucura
750=	8	Megacephala blackburni
750=	8	Melanacanthus margineguttatus
750=	8	Melanacanthus scutellaris
750=	8	Melanerythrus uptoni
750=	8	Melo umbilicatus
750=	8	Menida personata
750=	8	Mesophloeobia kirrama
750=	8	Metacrinia nichollsi
750=	8	Microeca (Microeca) fascinans
750=	8	Mictis caja
750=	8	Mictis profana
750=	8	Mitra (Mitra) mitra
750=	8	Mitra (Mitra) papalis
750=	8	Mitra (Nebularia) atjehensis
750=	8	Mitra (Nebularia) aurora floridula
750=	8	Mitra (Nebularia) avenacea
750=	8	Mitra (Nebularia) coronata
750=	8	Mitra (Nebularia) luctuosa
750=	8	Mitra (Nebularia) puncticulata
750=	8	Mixophyes balbus
750=	8	Mixophyes fasciolatus
750=	8	Morna florens
750=	8	Mutusca brevicornis
750=	8	Mysella donaciformis
750=	8	Nannodiplax rubra
750=	8	Nassarius (Alectrion) papillosus
750=	8	Nassarius (Niotha) echinatus
750=	8	Nassarius (Zeuxis) acuminatus
750=	8	Nassarius (Zeuxis) dorsatus
750=	8	Natator depressus
750=	8	Neagenor spinosus
750=	8	Neelaps calonotus
750=	8	Nemocardium (Nemocardium) bechei
750=	8	Neocancilla clathrus
750=	8	Neophloeobia australiensis
750=	8	Neophloeobia cataracta
750=	8	Neophloeobia elongata
750=	8	Neophloeobia paluma
750=	8	Nephrurus asper
750=	8	Nephrurus levis
750=	8	Neuroctenus grandis
750=	8	Neuroctenus handschini
750=	8	Neuroctenus woodwardi
750=	8	Neuroctenus yorkensis
750=	8	Niarius ooldeae
750=	8	Ninox (Rhabdoglaux) rufa meesi
750=	8	Notaden melanoscaphus
750=	8	Notius consputus
750=	8	Notoryctes typhlops
750=	8	Numenius (Mesoscolopax) minutus
750=	8	Numenius (Phaeopus) phaeopus variegatus
750=	8	Ocirrhoe coronata
750=	8	Ocirrhoe inconspicua
750=	8	Octopus maorum
750=	8	Octopus mototi
750=	8	Octopus tetricus
750=	8	Oechalia schellenbergii
750=	8	Oedura rhombifer
750=	8	Oncocoris desertus
750=	8	Oncocoris detersus
750=	8	Oncocoris favillaceus
750=	8	Oncopeltus (Oncopeltus) atrorufus
750=	8	Onthophagus dunningi
750=	8	Onthophagus fuliginosus
750=	8	Onthophagus leanus
750=	8	Onthophagus neostenocerus
750=	8	Ontiscus australis
750=	8	Onychoteuthis meridiopacifica
750=	8	Ornithoteuthis volatilis
750=	8	Orphnaeus brevilabiatus
750=	8	Orthetrum villosovittatum
750=	8	Oxycarenus (Oxycarenus) westraliensis
750=	8	Pachycephala (Alisterornis) rufiventris
750=	8	Pachycephala (Alisterornis) rufiventris rufiventris
750=	8	Pachycolpura manca
750=	8	Pachygrontha walkeri
750=	8	Paracrinia haswelli
750=	8	Paramenestheus nercivus
750=	8	Paramenestheus terricolor
750=	8	Paramyocara iridescens
750=	8	Paramyocara punctatum
750=	8	Parapoecilometis campbelli
750=	8	Parasuta spectabilis
750=	8	Paromius australis
750=	8	Paromius gracilis
750=	8	Perameles gunnii
750=	8	Petalaspis tescorum
750=	8	Petrogale brachyotis
750=	8	Phascogale calura
750=	8	Philipis agnicapitis
750=	8	Philipis alticola
750=	8	Philipis alutacea
750=	8	Philipis bicolor
750=	8	Philipis castanea
750=	8	Philipis cooki
750=	8	Philipis distinguenda
750=	8	Philipis ellioti
750=	8	Philipis lustrans
750=	8	Philipis sulcata
750=	8	Philipis tribulationis
750=	8	Philipis vicina
750=	8	Philoria frosti
750=	8	Philoria kundagungan
750=	8	Philoria loveridgei
750=	8	Philoria sphagnicola
750=	8	Philoscaphus tuberculatus
750=	8	Photis dolichommata
750=	8	Phyllichthys sclerolepis
750=	8	Piezodorus oceanicus
750=	8	Placuna (Placuna) placenta
750=	8	Platyplectrum spenceri
750=	8	Plautia affinis
750=	8	Plautia brunnipennis
750=	8	Plectris aliena
750=	8	Pneustocerus pluto
750=	8	Podargus ocellatus marmoratus
750=	8	Podargus ocellatus plumiferus
750=	8	Poeantius australopictus
750=	8	Poecilometis acanthopygius
750=	8	Poecilometis borealis borealis
750=	8	Poecilometis darwini darwini
750=	8	Poecilometis parilis
750=	8	Poecilometis patruelis patruelis
750=	8	Poecilometis patruelis y-nigrum
750=	8	Pomponatius luridus
750=	8	Pomponatius typicus
750=	8	Proablepharus reginae
750=	8	Procordulia jacksoniensis
750=	8	Pseudechis guttatus
750=	8	Pseudemoia spenceri
750=	8	Pseudoargocoris grossi
750=	8	Pseudocheirus occidentalis
750=	8	Pseudocheirus peregrinus
750=	8	Pseudomys delicatulus
750=	8	Pseudomys gracilicaudatus
750=	8	Pseudomys higginsi
750=	8	Pseudophryne dendyi
750=	8	Pseudophryne major
750=	8	Pseudophryne semimarmorata
750=	8	Pseudorhombus arsius
750=	8	Pterochelus acanthopterus
750=	8	Pterygia dactylus
750=	8	Ptilinopus (Ptilinopus) regina regina
750=	8	Pygopus lepidopodus
750=	8	Ramphotyphlops nigrescens
750=	8	Rankinia diemensis
750=	8	Rattus tunneyi
750=	8	Redigobius bikolanus
750=	8	Remaudiereana puberula
750=	8	Remaudiereana robusta
750=	8	Reynellona bollandi
750=	8	Rhinoclavis (Rhinoclavis) bituberculata
750=	8	Rhinoclavis (Rhinoclavis) sinensis
750=	8	Scabricola (Scabricola) lacunosa
750=	8	Scaraphites hirtipes
750=	8	Scaraphites rotundipennis
750=	8	Scopiastella costalis
750=	8	Scopiastella elegans
750=	8	Scopiastella himertos
750=	8	Scopiastella melvillensis
750=	8	Scopiastella militaris
750=	8	Scopiastella nigricoronata
750=	8	Scopiastes affinis
750=	8	Scopiastes eylandtensis
750=	8	Scopiastes hackeri
750=	8	Scopiastes kurandensis
750=	8	Scopiastes melampus
750=	8	Scopiastes obliquus
750=	8	Scopiastes scudderi
750=	8	Scopiastes taroomi
750=	8	Scopiastes turneri
750=	8	Scopiastes yorkensis
750=	8	Sepioteuthis lessoniana
750=	8	Sminthopsis hirtipes
750=	8	Sminthopsis ooldea
750=	8	Solenotichus circuliferus
750=	8	Stenophyella macreta
750=	8	Stizocephalus brevirostris
750=	8	Stizocephalus hirsutus
750=	8	Stizocephalus tuberculatus
750=	8	Strangesta maxima
750=	8	Strepera (Neostrepera) versicolor
750=	8	Strepera (Neostrepera) versicolor plumbea
750=	8	Strombus (Dolomena) variabilis variabilis
750=	8	Strombus (Gibberulus) gibberulus gibbosus
750=	8	Strophurus ciliaris
750=	8	Strophurus strophurus
750=	8	Strophurus williamsi
750=	8	Stylogeocoris biroi
750=	8	Stylogeocoris elongatus
750=	8	Sus scrofa
750=	8	Suta fasciata
750=	8	Tapes (Tapes) literatus
750=	8	Targarops noahi
750=	8	Taudactylus acutirostris
750=	8	Taudactylus diurnus
750=	8	Taudactylus eungellensis
750=	8	Taudactylus liemi
750=	8	Taudactylus rheophilus
750=	8	Temnoplectron laeve
750=	8	Tetramorium bicarinatum
750=	8	Thalma biguttata
750=	8	Theseus modestus modestus
750=	8	Tholymis tillarga
750=	8	Thunbergia augur
750=	8	Thunbergia marcida
750=	8	Thunbergia torrida
750=	8	Thunbergia tumida
750=	8	Tibiospina darlingtoni
750=	8	Tiliqua nigrolutea
750=	8	Tropidonophis mairii
750=	8	Turbo (Marmarostoma) argyrostomus
750=	8	Turdus merula
750=	8	Turdus merula merula
750=	8	Turris crispa crispa
750=	8	Tympanocryptis cephalus
750=	8	Udeocoris nigroaeneus
750=	8	Uperoleia aspera
750=	8	Uperoleia laevigata
750=	8	Uperoleia micromeles
750=	8	Uperoleia minima
750=	8	Uperoleia orientalis
750=	8	Uperoleia russelli
750=	8	Uperoleia tyleri
750=	8	Valleriola wilsonae
750=	8	Varanus brevicauda
750=	8	Varanus glebopalma
750=	8	Varanus panoptes
750=	8	Varanus storri
750=	8	Varanus varius
750=	8	Vepricardium multispinosum
750=	8	Volutoconus hargreavesi
750=	8	Woodwardiastes exilis
750=	8	Xanthagrion erythroneurum
750=	8	Zosterops lateralis cornwalli
750=	8	Zyxomma elgneri
1278=	7	Abraliopsis gilchristi
1278=	7	Acanthiza (Acanthiza) pusilla
1278=	7	Acantholybas kirkaldyi
1278=	7	Acanthophis pyrrhus
1278=	7	Acritus (Acritus) kuscheli
1278=	7	Acrochordus arafurae
1278=	7	Actitis hypoleucos
1278=	7	Adelotopus bimaculatus angustior
1278=	7	Adelotopus bimaculatus bimaculatus
1278=	7	Adelotopus brevipennis
1278=	7	Adelotopus ciliatus ciliatus
1278=	7	Adelotopus cribricollis
1278=	7	Adelotopus cuneatus
1278=	7	Adelotopus dubius dubius
1278=	7	Adelotopus haemorrhoidalis
1278=	7	Adelotopus laevis
1278=	7	Adelotopus languidus
1278=	7	Adelotopus lunatus
1278=	7	Adelotopus macilentus
1278=	7	Adelotopus murrayanus
1278=	7	Adelotopus paroensis
1278=	7	Adelotopus parumpunctatus
1278=	7	Adelotopus politus
1278=	7	Adelotopus puncticollis angustemaculatus
1278=	7	Adelotopus queenslandicus
1278=	7	Adelotopus rubiginosus
1278=	7	Adelotopus rufoguttatus
1278=	7	Adelotopus seminitidus
1278=	7	Adelotopus similis
1278=	7	Adelotopus substriatus
1278=	7	Adelotopus ulrichi
1278=	7	Adelotopus victoriensis
1278=	7	Adrisa sepulchralis
1278=	7	Adversaeschna brevistyla
1278=	7	Aeletes (Aeletes) franzi
1278=	7	Aesepus signoretii
1278=	7	Agapophyta bipunctata
1278=	7	Aglaophon varius
1278=	7	Agraptocorixa halei
1278=	7	Agraptocorixa hirtifrons
1278=	7	Agraptocorixa macrops
1278=	7	Agraptocorixa parvipunctata
1278=	7	Agriocnemis kunjina
1278=	7	Agriopocodemus inexspectatus
1278=	7	Agriopocoris porcellus
1278=	7	Agriopocoscelis elongatus
1278=	7	Aipysurus laevis
1278=	7	Alcaeus varicornis
1278=	7	Alphenor victoriensis
1278=	7	Amblyopone clarki
1278=	7	Amblytelus brevis
1278=	7	Amblytelus curtus
1278=	7	Amblytelus discoidalis
1278=	7	Amblytelus inornatus
1278=	7	Amblytelus leai
1278=	7	Amblytelus marginicollis
1278=	7	Amblytelus minutus
1278=	7	Amblytelus niger
1278=	7	Amblytelus simsoni
1278=	7	Amblytelus sinuatus
1278=	7	Amblytelus striatus
1278=	7	Amoria dampieria
1278=	7	Amoria ellioti
1278=	7	Amoria jamrachi
1278=	7	Amphaces elongata
1278=	7	Amphaces ferruginea
1278=	7	Amphaces major
1278=	7	Amphaces minor
1278=	7	Amphaces proxima
1278=	7	Amphaces subrufescens
1278=	7	Amphidexius suspensus
1278=	7	Aname diversicolor
1278=	7	Aname tepperi
1278=	7	Anax gibbosulus
1278=	7	Anchises parvulus
1278=	7	Andrallus spinidens
1278=	7	Andriscus armatus
1278=	7	Andriscus cinctus
1278=	7	Andriscus telifer
1278=	7	Andriscus terminalis
1278=	7	Aneurus angulatus
1278=	7	Aneurus crenulatus
1278=	7	Anisolabis maritima
1278=	7	Anisops doris
1278=	7	Anochetus graeffei
1278=	7	Anomalopus leuckartii
1278=	7	Anoplognathus aeneus
1278=	7	Anoplognathus boisduvalii
1278=	7	Anoplognathus brunnipennis
1278=	7	Anoplognathus chloropyrus
1278=	7	Anoplognathus multiseriatus
1278=	7	Anoplognathus olivieri
1278=	7	Anoplognathus pallidicollis
1278=	7	Anoplognathus punctulatus punctulatus
1278=	7	Anoplognathus smaragdinus
1278=	7	Anoplognathus viridiaeneus
1278=	7	Anoplognathus viriditarsis
1278=	7	Antechinus agilis
1278=	7	Antedon parviflora
1278=	7	Antestiopsis cederwaldi
1278=	7	Aplerotus grossi
1278=	7	Aplerotus maculatus
1278=	7	Aprasia striolata
1278=	7	Apus (Apus) pacificus pacificus
1278=	7	Aradus erraticus
1278=	7	Arbanatus frazieri
1278=	7	Arbanatus tropicus
1278=	7	Archaeosynthemis leachii
1278=	7	Arcopaginula inflata
1278=	7	Arctocephalus tropicalis
1278=	7	Arictus lobuliventris
1278=	7	Arictus obscurus
1278=	7	Arictus thoracoceras
1278=	7	Aristaenetus similis
1278=	7	Artabanus bilobiceps australis
1278=	7	Artabanus sinuatus
1278=	7	Assa darlingtoni
1278=	7	Astacops doddi
1278=	7	Astacops viridiventris
1278=	7	Aulites brazieri
1278=	7	Australodemus elongatus
1278=	7	Austrelaps superbus
1278=	7	Austroagrion cyane
1278=	7	Austroagrion pindrina
1278=	7	Austrochaperina adelphe
1278=	7	Austrogynacantha heterogena
1278=	7	Austrolestes aleison
1278=	7	Austrolestes aridus
1278=	7	Austrolestes cingulatus
1278=	7	Austrolestes insularis
1278=	7	Austrolestes leda
1278=	7	Austrolestes minjerriba
1278=	7	Austroneurorthus brunneipennis
1278=	7	Austrothemis nigrescens
1278=	7	Austrotichus rugosus
1278=	7	Austroxestus carnarvoni
1278=	7	Austroxestus taylori
1278=	7	Avicenna inquinata
1278=	7	Axis porcinus
