rank	count	Longitude
1180=	1	145.00304
1180=	1	145.02480
1180=	1	145.07398
1180=	1	145.07444
1180=	1	145.08417
1180=	1	145.09161
1180=	1	145.13000
1180=	1	145.15000
1180=	1	145.16000
1180=	1	145.17028
1180=	1	145.18333
1180=	1	145.23225
1180=	1	145.23661
1180=	1	145.27444
1180=	1	145.27891
1180=	1	145.28056
1180=	1	145.28282
1180=	1	145.30892
1180=	1	145.31667
1180=	1	145.34000
1180=	1	145.35000
1180=	1	145.35001
1180=	1	145.35430
1180=	1	145.36666
1180=	1	145.37195
1180=	1	145.39997
1180=	1	145.41647
1180=	1	145.41999
1180=	1	145.42000
1180=	1	145.43833
1180=	1	145.48338
1180=	1	145.49028
1180=	1	145.50961
1180=	1	145.53287
1180=	1	145.53313
1180=	1	145.53333
1180=	1	145.53502
1180=	1	145.54972
1180=	1	145.56841
1180=	1	145.56972
1180=	1	145.57367
1180=	1	145.58298
1180=	1	145.58330
1180=	1	145.58667
1180=	1	145.59569
1180=	1	145.61225
1180=	1	145.61667
1180=	1	145.63000
1180=	1	145.63330
1180=	1	145.63667
1180=	1	145.63964
1180=	1	145.67613
1180=	1	145.67848
1180=	1	145.68500
1180=	1	145.72778
1180=	1	145.72999
1180=	1	145.75850
1180=	1	145.76667
1180=	1	145.77707
1180=	1	145.78493
1180=	1	145.80180
1180=	1	145.83450
1180=	1	145.85480
1180=	1	145.85806
1180=	1	145.85905
1180=	1	145.90685
1180=	1	145.90700
1180=	1	145.92400
1180=	1	145.92437
1180=	1	145.96494
1180=	1	145.96667
1180=	1	145.99472
1180=	1	146.01670
1180=	1	146.02305
1180=	1	146.08333
1180=	1	146.09444
1180=	1	146.13377
1180=	1	146.15330
1180=	1	146.15500
1180=	1	146.16000
1180=	1	146.21615
1180=	1	146.21670
1180=	1	146.22000
1180=	1	146.25000
1180=	1	146.27731
1180=	1	146.29837
1180=	1	146.31806
1180=	1	146.31903
1180=	1	146.33000
1180=	1	146.34881
1180=	1	146.35469
1180=	1	146.36000
1180=	1	146.36202
1180=	1	146.37000
1180=	1	146.41000
1180=	1	146.42470
1180=	1	146.45577
1180=	1	146.52930
1180=	1	146.58920
1180=	1	146.64170
1180=	1	146.68842
1180=	1	146.71679
1180=	1	146.76751
1180=	1	146.79981
1180=	1	146.81700
1180=	1	146.83000
1180=	1	146.85080
1180=	1	146.85800
1180=	1	146.89903
1180=	1	146.96670
1180=	1	146.97430
1180=	1	147.03000
1180=	1	147.04085
1180=	1	147.05415
1180=	1	147.05888
1180=	1	147.09959
1180=	1	147.10361
1180=	1	147.12000
1180=	1	147.15883
1180=	1	147.23836
1180=	1	147.26241
1180=	1	147.26791
1180=	1	147.32310
1180=	1	147.41700
1180=	1	147.44089
1180=	1	147.51763
1180=	1	147.52051
1180=	1	147.63800
1180=	1	147.72019
1180=	1	147.73500
1180=	1	147.80095
1180=	1	147.80983
1180=	1	147.81027
1180=	1	147.81083
1180=	1	147.81222
1180=	1	147.86324
1180=	1	147.91667
1180=	1	147.92222
1180=	1	148.00000
1180=	1	148.05000
1180=	1	148.08239
1180=	1	148.18000
1180=	1	148.18639
1180=	1	148.20630
1180=	1	148.30000
1180=	1	148.31860
1180=	1	148.33333
1180=	1	148.33414
1180=	1	148.33462
1180=	1	148.46666
1180=	1	148.46790
1180=	1	148.50000
1180=	1	148.50700
1180=	1	148.61800
1180=	1	148.62145
1180=	1	148.67900
1180=	1	148.69013
1180=	1	148.71667
1180=	1	148.82806
1180=	1	148.86632
1180=	1	148.94700
1180=	1	148.95000
1180=	1	148.98252
1180=	1	148.98333
1180=	1	148.99901
1180=	1	149.00444
1180=	1	149.06000
1180=	1	149.06361
1180=	1	149.13330
1180=	1	149.18333
1180=	1	149.23000
1180=	1	149.34983
1180=	1	149.38917
1180=	1	149.40943
1180=	1	149.52694
1180=	1	149.54194
1180=	1	149.54389
1180=	1	149.55000
1180=	1	149.56670
1180=	1	149.71976
1180=	1	149.76790
1180=	1	149.80000
1180=	1	149.80119
1180=	1	149.90214
1180=	1	149.90389
1180=	1	149.91824
1180=	1	149.98644
1180=	1	150.01583
1180=	1	150.04835
1180=	1	150.06065
1180=	1	150.06563
1180=	1	150.07000
1180=	1	150.10300
1180=	1	150.16196
1180=	1	150.18330
1180=	1	150.22220
1180=	1	150.24157
1180=	1	150.25846
1180=	1	150.26472
1180=	1	150.28333
1180=	1	150.33460
1180=	1	150.40000
1180=	1	150.42100
1180=	1	150.42411
1180=	1	150.45300
1180=	1	150.46028
1180=	1	150.55000
1180=	1	150.70955
1180=	1	150.71666
1180=	1	150.71678
1180=	1	150.73360
1180=	1	150.73833
1180=	1	150.80000
1180=	1	150.80833
1180=	1	150.81667
1180=	1	150.81790
1180=	1	150.88944
1180=	1	150.95100
1180=	1	150.95953
1180=	1	151.03011
1180=	1	151.03070
1180=	1	151.03290
1180=	1	151.03500
1180=	1	151.05119
1180=	1	151.05718
1180=	1	151.05799
1180=	1	151.06777
1180=	1	151.07000
1180=	1	151.09700
1180=	1	151.11904
1180=	1	151.15158
1180=	1	151.16670
1180=	1	151.21670
1180=	1	151.22601
1180=	1	151.24394
1180=	1	151.25027
1180=	1	151.25100
1180=	1	151.25121
1180=	1	151.25792
1180=	1	151.28612
1180=	1	151.38333
1180=	1	151.38466
1180=	1	151.41961
1180=	1	151.42500
1180=	1	151.43330
1180=	1	151.43333
1180=	1	151.47550
1180=	1	151.53850
1180=	1	151.55951
1180=	1	151.56666
1180=	1	151.58898
1180=	1	151.58950
1180=	1	151.60000
1180=	1	151.75100
1180=	1	151.81167
1180=	1	151.83333
1180=	1	151.84732
1180=	1	151.93639
1180=	1	151.94321
1180=	1	151.96667
1180=	1	151.99500
1180=	1	152.00000
1180=	1	152.01942
1180=	1	152.02238
1180=	1	152.02600
1180=	1	152.04301
1180=	1	152.08500
1180=	1	152.10000
1180=	1	152.11667
1180=	1	152.16667
1180=	1	152.18330
1180=	1	152.20322
1180=	1	152.21481
1180=	1	152.31667
1180=	1	152.33293
1180=	1	152.41018
1180=	1	152.43333
1180=	1	152.45800
1180=	1	152.46800
1180=	1	152.47000
1180=	1	152.52366
1180=	1	152.53400
1180=	1	152.62330
1180=	1	152.67900
1180=	1	152.68333
1180=	1	152.70111
1180=	1	152.73333
1180=	1	152.76636
1180=	1	152.76667
1180=	1	152.78700
1180=	1	152.81209
1180=	1	152.85315
1180=	1	152.87012
1180=	1	152.96700
1180=	1	152.98000
1180=	1	152.98158
1180=	1	152.98366
1180=	1	152.99400
1180=	1	153.00000
1180=	1	153.00500
1180=	1	153.00655
1180=	1	153.01666
1180=	1	153.02606
1180=	1	153.05438
1180=	1	153.06400
1180=	1	153.06916
1180=	1	153.10000
1180=	1	153.13258
1180=	1	153.13358
1180=	1	153.14995
1180=	1	153.18472
1180=	1	153.18806
1180=	1	153.20213
1180=	1	153.27000
1180=	1	153.27809
1180=	1	153.39007
1180=	1	153.45000
1180=	1	153.47736
1180=	1	153.61238
1180=	1	159.04166
1180=	1	159.05900
1180=	1	159.07639
1180=	1	159.08028
1180=	1	159.08100
1180=	1	164.37230
1180=	1	165.29330

26555	TOTAL
