rank	count	Latitude
1175=	1	-17.43312
1175=	1	-17.43741
1175=	1	-17.43750
1175=	1	-17.66758
1175=	1	-17.82330
1175=	1	-17.82624
1175=	1	-17.83333
1175=	1	-17.83762
1175=	1	-17.86901
1175=	1	-17.93100
1175=	1	-17.93889
1175=	1	-18.10000
1175=	1	-18.16667
1175=	1	-18.19000
1175=	1	-18.26333
1175=	1	-18.40000
1175=	1	-18.58333
1175=	1	-18.63727
1175=	1	-18.65500
1175=	1	-18.73800
1175=	1	-18.95850
1175=	1	-19.00000
1175=	1	-19.23333
1175=	1	-19.26000
1175=	1	-19.48334
1175=	1	-19.59727
1175=	1	-19.97000
1175=	1	-20.13333
1175=	1	-20.20000
1175=	1	-20.20933
1175=	1	-20.35000
1175=	1	-20.65643
1175=	1	-20.93576
1175=	1	-21.09000
1175=	1	-21.16700
1175=	1	-21.33354
1175=	1	-21.46000
1175=	1	-21.58333
1175=	1	-21.61667
1175=	1	-22.08913
1175=	1	-22.10011
1175=	1	-22.21988
1175=	1	-22.35000
1175=	1	-22.41816
1175=	1	-22.54999
1175=	1	-22.63333
1175=	1	-22.72694
1175=	1	-22.82300
1175=	1	-23.23334
1175=	1	-23.30014
1175=	1	-23.34000
1175=	1	-24.05000
1175=	1	-24.17028
1175=	1	-24.18333
1175=	1	-24.41389
1175=	1	-24.55194
1175=	1	-24.63456
1175=	1	-24.86600
1175=	1	-25.00000
1175=	1	-25.14749
1175=	1	-25.29436
1175=	1	-25.41667
1175=	1	-25.47391
1175=	1	-25.51006
1175=	1	-25.67033
1175=	1	-25.68333
1175=	1	-25.70000
1175=	1	-25.95700
1175=	1	-26.03000
1175=	1	-26.16667
1175=	1	-26.18005
1175=	1	-26.20000
1175=	1	-26.34230
1175=	1	-26.43000
1175=	1	-26.43100
1175=	1	-26.50000
1175=	1	-26.67100
1175=	1	-26.83339
1175=	1	-26.85000
1175=	1	-26.86500
1175=	1	-26.87617
1175=	1	-26.93200
1175=	1	-27.08955
1175=	1	-27.26700
1175=	1	-27.31700
1175=	1	-27.33360
1175=	1	-27.33583
1175=	1	-27.36666
1175=	1	-27.37856
1175=	1	-27.40000
1175=	1	-27.40133
1175=	1	-27.43997
1175=	1	-27.46666
1175=	1	-27.50204
1175=	1	-27.50400
1175=	1	-27.52174
1175=	1	-27.53970
1175=	1	-27.58561
1175=	1	-27.58591
1175=	1	-27.60000
1175=	1	-27.60440
1175=	1	-27.71535
1175=	1	-27.95667
1175=	1	-28.07100
1175=	1	-28.15000
1175=	1	-28.21800
1175=	1	-28.25618
1175=	1	-28.26528
1175=	1	-28.27172
1175=	1	-28.27441
1175=	1	-28.32200
1175=	1	-28.35000
1175=	1	-28.37000
1175=	1	-28.37277
1175=	1	-28.55385
1175=	1	-28.59100
1175=	1	-28.61310
1175=	1	-28.61611
1175=	1	-28.62252
1175=	1	-28.64416
1175=	1	-28.76675
1175=	1	-28.77819
1175=	1	-28.80700
1175=	1	-28.95000
1175=	1	-29.05451
1175=	1	-29.08191
1175=	1	-29.11667
1175=	1	-29.16102
1175=	1	-29.18611
1175=	1	-29.35000
1175=	1	-29.53231
1175=	1	-29.56552
1175=	1	-29.58200
1175=	1	-29.59008
1175=	1	-29.73200
1175=	1	-30.02805
1175=	1	-30.05443
1175=	1	-30.05527
1175=	1	-30.06667
1175=	1	-30.15000
1175=	1	-30.18000
1175=	1	-30.21000
1175=	1	-30.26248
1175=	1	-30.26666
1175=	1	-30.33180
1175=	1	-30.33726
1175=	1	-30.34077
1175=	1	-30.34658
1175=	1	-30.36591
1175=	1	-30.38000
1175=	1	-30.42944
1175=	1	-30.43111
1175=	1	-30.50000
1175=	1	-30.53691
1175=	1	-30.58200
1175=	1	-30.58511
1175=	1	-30.61668
1175=	1	-30.63335
1175=	1	-30.64470
1175=	1	-30.69354
1175=	1	-30.70800
1175=	1	-30.78166
1175=	1	-30.86341
1175=	1	-30.89777
1175=	1	-30.96971
1175=	1	-30.98166
1175=	1	-31.20000
1175=	1	-31.23178
1175=	1	-31.23216
1175=	1	-31.27455
1175=	1	-31.51578
1175=	1	-31.52000
1175=	1	-31.52233
1175=	1	-31.52340
1175=	1	-31.53000
1175=	1	-31.55200
1175=	1	-31.58333
1175=	1	-31.58583
1175=	1	-31.58667
1175=	1	-31.59800
1175=	1	-31.60198
1175=	1	-31.75700
1175=	1	-31.82413
1175=	1	-31.86666
1175=	1	-31.88600
1175=	1	-31.89450
1175=	1	-31.90252
1175=	1	-31.91667
1175=	1	-31.92036
1175=	1	-31.92115
1175=	1	-31.93333
1175=	1	-32.05442
1175=	1	-32.11667
1175=	1	-32.14702
1175=	1	-32.15100
1175=	1	-32.18180
1175=	1	-32.19480
1175=	1	-32.19494
1175=	1	-32.21278
1175=	1	-32.21492
1175=	1	-32.26706
1175=	1	-32.26916
1175=	1	-32.34333
1175=	1	-32.43000
1175=	1	-32.53804
1175=	1	-32.71457
1175=	1	-32.83472
1175=	1	-33.05111
1175=	1	-33.07753
1175=	1	-33.07796
1175=	1	-33.08120
1175=	1	-33.08558
1175=	1	-33.08756
1175=	1	-33.09338
1175=	1	-33.11444
1175=	1	-33.13000
1175=	1	-33.26485
1175=	1	-33.27400
1175=	1	-33.30721
1175=	1	-33.36520
1175=	1	-33.40116
1175=	1	-33.41670
1175=	1	-33.42833
1175=	1	-33.42900
1175=	1	-33.49000
1175=	1	-33.49850
1175=	1	-33.53626
1175=	1	-33.54400
1175=	1	-33.54669
1175=	1	-33.54847
1175=	1	-33.57400
1175=	1	-33.57958
1175=	1	-33.58114
1175=	1	-33.58694
1175=	1	-33.59000
1175=	1	-33.59850
1175=	1	-33.60000
1175=	1	-33.60091
1175=	1	-33.66667
1175=	1	-33.66668
1175=	1	-33.69015
1175=	1	-33.69157
1175=	1	-33.70200
1175=	1	-33.72152
1175=	1	-33.74769
1175=	1	-33.77194
1175=	1	-33.77639
1175=	1	-33.78330
1175=	1	-33.79166
1175=	1	-33.79375
1175=	1	-33.79852
1175=	1	-33.81038
1175=	1	-33.81500
1175=	1	-33.84111
1175=	1	-33.84819
1175=	1	-33.85000
1175=	1	-33.85045
1175=	1	-33.86500
1175=	1	-33.88664
1175=	1	-33.89000
1175=	1	-33.94611
1175=	1	-33.95000
1175=	1	-33.96405
1175=	1	-33.99100
1175=	1	-34.03147
1175=	1	-34.04167
1175=	1	-34.08392
1175=	1	-34.13180
1175=	1	-34.13333
1175=	1	-34.13666
1175=	1	-34.14055
1175=	1	-34.15186
1175=	1	-34.15936
1175=	1	-34.17627
1175=	1	-34.19929
1175=	1	-34.20000
1175=	1	-34.20366
1175=	1	-34.24627
1175=	1	-34.26020
1175=	1	-34.47000
1175=	1	-34.51699
1175=	1	-34.54900
1175=	1	-34.58000
1175=	1	-34.63333
1175=	1	-34.66983
1175=	1	-34.78333
1175=	1	-34.81928
1175=	1	-34.85058
1175=	1	-34.87869
1175=	1	-34.91042
1175=	1	-34.91500
1175=	1	-34.91775
1175=	1	-34.97400
1175=	1	-34.97404
1175=	1	-34.97638
1175=	1	-35.02270
1175=	1	-35.04337
1175=	1	-35.09373
1175=	1	-35.11667
1175=	1	-35.13899
1175=	1	-35.14523
1175=	1	-35.18129
1175=	1	-35.18611
1175=	1	-35.19000
1175=	1	-35.27000
1175=	1	-35.27531
1175=	1	-35.35000
1175=	1	-35.36759
1175=	1	-35.38333
1175=	1	-35.39200
1175=	1	-35.41667
1175=	1	-35.44694
1175=	1	-35.47800
1175=	1	-35.55197
1175=	1	-35.56778
1175=	1	-35.57396
1175=	1	-35.62500
1175=	1	-35.62648
1175=	1	-35.62872
1175=	1	-35.66584
1175=	1	-35.68083
1175=	1	-35.70194
1175=	1	-35.85343
1175=	1	-35.88897
1175=	1	-35.89022
1175=	1	-36.01520
1175=	1	-36.06540
1175=	1	-36.12500
1175=	1	-36.15194
1175=	1	-36.15500
1175=	1	-36.29472
1175=	1	-36.29750
1175=	1	-36.35971
1175=	1	-36.36000
1175=	1	-36.41500
1175=	1	-36.54389
1175=	1	-36.55001
1175=	1	-36.60230
1175=	1	-36.84565
1175=	1	-36.92111
1175=	1	-36.97235
1175=	1	-36.99800
1175=	1	-37.00546
1175=	1	-37.01670
1175=	1	-37.04375
1175=	1	-37.21428
1175=	1	-37.26538
1175=	1	-37.28334
1175=	1	-37.55001
1175=	1	-37.63335
1175=	1	-37.79876
1175=	1	-37.92303
1175=	1	-37.98333
1175=	1	-38.06888
1175=	1	-38.12730
1175=	1	-38.13225
1175=	1	-38.13801
1175=	1	-38.16806
1175=	1	-38.66557
1175=	1	-38.68083
1175=	1	-38.96667
1175=	1	-39.87535
1175=	1	-39.94699
1175=	1	-39.94711
1175=	1	-40.84000
1175=	1	-40.89900
1175=	1	-40.90972
1175=	1	-40.98915
1175=	1	-40.99619
1175=	1	-41.05246
1175=	1	-41.09633
1175=	1	-41.13639
1175=	1	-41.18000
1175=	1	-41.18472
1175=	1	-41.18727
1175=	1	-41.19043
1175=	1	-41.23078
1175=	1	-41.23281
1175=	1	-41.26149
1175=	1	-41.33000
1175=	1	-41.33516
1175=	1	-41.35555
1175=	1	-41.44000
1175=	1	-41.44367
1175=	1	-41.45240
1175=	1	-41.46070
1175=	1	-41.47038
1175=	1	-41.48000
1175=	1	-41.50007
1175=	1	-41.53400
1175=	1	-41.63080
1175=	1	-41.65971
1175=	1	-41.67000
1175=	1	-41.80000
1175=	1	-41.85000
1175=	1	-42.01261
1175=	1	-42.02000
1175=	1	-42.08332
1175=	1	-42.12466
1175=	1	-42.41000
1175=	1	-42.49000
1175=	1	-42.68224
1175=	1	-42.76304
1175=	1	-42.81986
1175=	1	-42.83581
1175=	1	-42.83669
1175=	1	-42.87000
1175=	1	-42.89539
1175=	1	-42.92082
1175=	1	-42.94376
1175=	1	-42.95575
1175=	1	-42.96000
1175=	1	-43.00740
1175=	1	-43.02921
1175=	1	-43.10000
1175=	1	-43.39371
1175=	1	-43.39844
1175=	1	-43.43172
1175=	1	-46.10400
1175=	1	-9.40000
1175=	1	-9.93300
1175=	1	12.71000
1175=	1	15.72277
1175=	1	15.86794
1175=	1	15.95600
1175=	1	17.25472
1175=	1	17.63000
1175=	1	21.56667
1175=	1	34.14144
1175=	1	34.16936
1175=	1	35.42556
1175=	1	35.60547
1175=	1	35.69167
1175=	1	35.75543
1175=	1	35.89100
1175=	1	35.90897
1175=	1	42.03505
1175=	1	42.04455
1175=	1	6.08333

26555	TOTAL
